DiseaseID	DiseaseName	SourceName	SourceID
UMLS:C3280100	Nephrotic syndrome, type 6	MONDO	MONDO:0013619
UMLS:C3280103	Podocyte foot process effacement	Human Phenotype Ontology	HP:0031266
UMLS:C3280112	Congenital myasthenic syndrome 16	MONDO	MONDO:0013620
UMLS:C3280113	LAMB2-related infantile-onset nephrotic syndrome	MONDO	MONDO:0013621
UMLS:C3280114	Platelet-type bleeding disorder 9	MONDO	MONDO:0013622
UMLS:C3280120	Platelet-type bleeding disorder 11	MONDO	MONDO:0013623
UMLS:C3280127	Rafiq syndrome	MONDO	MONDO:0013624
UMLS:C3280131	Long eyebrows	Human Phenotype Ontology	HP:0004523
UMLS:C3280133	Parkinson disease 17	MONDO	MONDO:0013625
UMLS:C3280146	3M syndrome 3	MONDO	MONDO:0013627
UMLS:C3280153	Hyperphosphatasia with intellectual disability syndrome 3	MONDO	MONDO:0013628
UMLS:C3280154	Intellectual disability, autosomal recessive 16	MONDO	MONDO:0013629
UMLS:C3280155	Meckel syndrome, type 9	MONDO	MONDO:0013630
UMLS:C3280156	Lung cancer susceptibility 5	MONDO	MONDO:0013631
UMLS:C3280160	Encephalopathy, acute, infection-induced, susceptibility to, 4	MONDO	MONDO:0013633
UMLS:C3280168	Neuropathy, hereditary sensory, type 2C	MONDO	MONDO:0013634
UMLS:C3280182	Adams-Oliver syndrome 2	MONDO	MONDO:0013635
UMLS:C3280201	Primary biliary cholangitis 4	MONDO	MONDO:0013636
UMLS:C3280202	Primary biliary cholangitis 5	MONDO	MONDO:0013637
UMLS:C3280203	Warburg micro syndrome 3	MONDO	MONDO:0013638
UMLS:C3280204	Narcolepsy 6, susceptibility to	MONDO	MONDO:0013639
UMLS:C3280205	Familial retinal arterial macroaneurysm	MONDO	MONDO:0013640
UMLS:C3280214	Warburg micro syndrome 2	MONDO	MONDO:0013641
UMLS:C3280215	Holoprosencephaly 11	MONDO	MONDO:0013642
UMLS:C3280216	Hyperuricemic nephropathy, familial juvenile type 3	MONDO	MONDO:0013643
UMLS:C3280220	Charcot-Marie-Tooth disease axonal type 2O	MONDO	MONDO:0013644
UMLS:C3280226	Autosomal recessive spinocerebellar ataxia 11	MONDO	MONDO:0013645
UMLS:C3280231	Chromosome 8q21.11 deletion syndrome	MONDO	MONDO:0013646
UMLS:C3280240	Microcephaly, epilepsy, and diabetes syndrome	MONDO	MONDO:0100328
UMLS:C3280252	Hypotrichosis 9	MONDO	MONDO:0013649
UMLS:C3280253	Hypotrichosis 10	MONDO	MONDO:0013650
UMLS:C3280265	Intellectual disability, autosomal recessive 18	MONDO	MONDO:0013651
UMLS:C3280266	Narcolepsy 7	MONDO	MONDO:0013652
UMLS:C3280271	Parkinson disease 18, autosomal dominant, susceptibility to	MONDO	MONDO:0013653
UMLS:C3280275	Aneurysm, intracranial berry, 11	MONDO	MONDO:0013654
UMLS:C3280282	Intellectual disability, autosomal dominant 8	MONDO	MONDO:0013655
UMLS:C3280284	Intellectual disability, autosomal dominant 10	MONDO	MONDO:0013657
UMLS:C3280285	Intellectual disability, autosomal dominant 11	MONDO	MONDO:0013658
UMLS:C3280296	Microcephaly-capillary malformation syndrome	MONDO	MONDO:0013659
UMLS:C3280303	Abnormal hair whorl	Human Phenotype Ontology	HP:0010721
UMLS:C3280309	Arthrogryposis, Perthes disease, and upward gaze palsy	MONDO	MONDO:0013660
UMLS:C3280314	Combined malonic and methylmalonic acidemia	MONDO	MONDO:0013661
UMLS:C3280315	Platelet-activating factor acetylhydrolase deficiency	MONDO	MONDO:0013663
UMLS:C3280332	Epilepsy, juvenile myoclonic, susceptibility to, 9	MONDO	MONDO:0013665
UMLS:C3280342	Stickler syndrome, type 5	MONDO	MONDO:0013666
UMLS:C3280345	Breast-ovarian cancer, familial, susceptibility to, 4	MONDO	MONDO:0013669
UMLS:C3280346	Myopia, high, with cataract and vitreoretinal degeneration	MONDO	MONDO:0013670
UMLS:C3280349	Peripheral vitreoretinal degeneration	Human Phenotype Ontology	HP:0200071
UMLS:C3280352	Hydatidiform mole, recurrent, 2	MONDO	MONDO:0013671
UMLS:C3280355	Chromosome 15q25 deletion syndrome	MONDO	MONDO:0013672
UMLS:C3280358	Wolfram-like syndrome	MONDO	MONDO:0013673
UMLS:C3280371	Neurodegeneration with brain iron accumulation 4	MONDO	MONDO:0013674
UMLS:C3280378	Multiple mitochondrial dysfunctions syndrome 2	MONDO	MONDO:0013675
UMLS:C3280392	EDICT syndrome	MONDO	MONDO:0013678
UMLS:C3280402	Sclerosteosis 2	MONDO	MONDO:0013679
UMLS:C3280415	Cognitive impairment with or without cerebellar ataxia	MONDO	MONDO:0013680
UMLS:C3280428	Alpha-methylacyl-CoA racemase deficiency	MONDO	MONDO:0013681
UMLS:C3280439	Vesicoureteral reflux 4	MONDO	MONDO:0013682
UMLS:C3280440	Vesicoureteral reflux 5	MONDO	MONDO:0013683
UMLS:C3280441	Vesicoureteral reflux 6	MONDO	MONDO:0013684
UMLS:C3280442	Pancreatic cancer, susceptibility to, 4	MONDO	MONDO:0013685
UMLS:C3280443	Distal myopathy, Tateyama type	MONDO	MONDO:0013686
UMLS:C3280452	Autosomal recessive spinocerebellar ataxia 12	MONDO	MONDO:0013687
UMLS:C3280471	Ovarian dysgenesis 3	MONDO	MONDO:0013689
UMLS:C3280479	Pitt-Hopkins-like syndrome 2	MONDO	MONDO:0013690
UMLS:C3280489	Feingold syndrome type 2	MONDO	MONDO:0013691
UMLS:C3280492	BAP1-related tumor predisposition syndrome	MONDO	MONDO:0013692
UMLS:C3280501	Inflammatory skin and bowel disease, neonatal, 1	MONDO	MONDO:0013693
UMLS:C3280523	Intellectual disability, autosomal recessive 31	MONDO	MONDO:0013694
UMLS:C3280525	Intellectual disability, autosomal recessive 29	MONDO	MONDO:0013697
UMLS:C3280526	Arthrogryposis, distal, type 1B	MONDO	MONDO:0013698
UMLS:C3280527	Pancreatic triacylglycerol lipase deficiency	MONDO	MONDO:0013700
UMLS:C3280538	Intellectual disability, autosomal recessive 27	MONDO	MONDO:0013702
UMLS:C3280539	Intellectual disability, autosomal recessive 33	MONDO	MONDO:0013703
UMLS:C3280540	Intellectual disability, autosomal recessive 30	MONDO	MONDO:0013704
UMLS:C3280541	Intellectual disability, autosomal recessive 19	MONDO	MONDO:0013705
UMLS:C3280542	Intellectual disability, autosomal recessive 23	MONDO	MONDO:0013706
UMLS:C3280543	Intellectual disability, autosomal recessive 24	MONDO	MONDO:0013707
UMLS:C3280544	Intellectual disability, autosomal recessive 25	MONDO	MONDO:0013708
UMLS:C3280545	Intellectual disability, autosomal recessive 28	MONDO	MONDO:0013709
UMLS:C3280556	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	MONDO	MONDO:0013711
UMLS:C3280574	Surfactant metabolism dysfunction, pulmonary, 5	MONDO	MONDO:0013712
UMLS:C3280582	Dengue virus, susceptibility to	MONDO	MONDO:0013713
UMLS:C3280586	Mannose-binding lectin deficiency	MONDO	MONDO:0013714
UMLS:C3280587	Amyotrophic lateral sclerosis type 16	MONDO	MONDO:0013715
UMLS:C3280597	Aortic aneurysm, familial abdominal, 4	MONDO	MONDO:0013716
UMLS:C3280598	Asphyxiating thoracic dystrophy 5	MONDO	MONDO:0013717
UMLS:C3280612	Nephronophthisis 13	MONDO	MONDO:0013718
UMLS:C3280616	Cranioectodermal dysplasia 4	MONDO	MONDO:0013719
UMLS:C3280617	Nephronophthisis-Like Nephropathy		
UMLS:C3280641	Complement component 4b deficiency	MONDO	MONDO:0013720
UMLS:C3280642	Complement component 4a deficiency	MONDO	MONDO:0013721
UMLS:C3280644	Hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism	MONDO	MONDO:0013722
UMLS:C3280645	Bacteremia, susceptibility to, 1	MONDO	MONDO:0013723
UMLS:C3280646	Bacteremia, susceptibility	MONDO	MONDO:0000108
UMLS:C3280647	Bacteremia, susceptibility to, 2	MONDO	MONDO:0013724
UMLS:C3280660	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	MONDO	MONDO:0013726
UMLS:C3280670	Pregnancy loss, recurrent, susceptibility to, 1	MONDO	MONDO:0013727
UMLS:C3280672	Pregnancy loss, recurrent, susceptibility to, 2	MONDO	MONDO:0013728
UMLS:C3280674	Pregnancy loss, recurrent, susceptibility to, 3	MONDO	MONDO:0013729
UMLS:C3280677	Graft-versus-host disease, susceptibility to		
UMLS:C3280678	Graft-versus-host disease, resistance to		
UMLS:C3280679	MEGF10-Related Myopathy	MONDO	MONDO:0013731
UMLS:C3280689	Glucocorticoid therapy, response to	MONDO	MONDO:0013732
UMLS:C3280690	Accelerated tumor formation, susceptibility to	MONDO	MONDO:0013733
UMLS:C3280692	Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome	MONDO	MONDO:0013735
UMLS:C3280708	Upper limb dysmetria	Human Phenotype Ontology	HP:0020036
UMLS:C3280715	Glycerol release during exercise, defective		
UMLS:C3280721	Chilblain lupus 2	MONDO	MONDO:0013739
UMLS:C3280729	Lethal occipital encephalocele-skeletal dysplasia syndrome	MONDO	MONDO:0013740
UMLS:C3280730	Familial temporal lobe epilepsy 5	MONDO	MONDO:0013741
UMLS:C3280734	Febrile seizures, familial, 11	MONDO	MONDO:0024566
UMLS:C3280741	Aspartate aminotransferase, serum level of, quantitative trait locus 1		
UMLS:C3280742	Autosomal systemic lupus erythematosus type 16	MONDO	MONDO:0013743
UMLS:C3280758	Cataract 37	MONDO	MONDO:0013744
UMLS:C3280766	Joubert syndrome 14	MONDO	MONDO:0013745
UMLS:C3280768	Abnormal posterior cranial fossa morphology	Human Phenotype Ontology	HP:0000932
UMLS:C3280777	Ventricular septal defect 1	MONDO	MONDO:0013746
UMLS:C3280781	Atrioventricular septal defect 4	MONDO	MONDO:0013747
UMLS:C3280783	Ventricular septal defect 2	MONDO	MONDO:0013748
UMLS:C3280785	Ventricular septal defect 3	MONDO	MONDO:0013749
UMLS:C3280790	Atrial septal defect 8	MONDO	MONDO:0013750
UMLS:C3280794	Cutis laxa, autosomal dominant 2	MONDO	MONDO:0013751
UMLS:C3280795	Hypoplastic left heart syndrome 2	MONDO	MONDO:0013752
UMLS:C3280797	Charcot-Marie-Tooth disease axonal type 2P	MONDO	MONDO:0013753
UMLS:C3280798	Cutis laxa, autosomal recessive, type 1B	MONDO	MONDO:0013754
UMLS:C3280799	PYCR1-related de Barsy syndrome	MONDO	MONDO:0013755
UMLS:C3280800	Hypertrophic osteoarthropathy, primary, autosomal recessive, 2	MONDO	MONDO:0013756
UMLS:C3280817	Congenital nongoitrous hypothryoidism 6	MONDO	MONDO:0013757
UMLS:C3280845	Charcot-Marie-Tooth disease dominant intermediate E	MONDO	MONDO:0013758
UMLS:C3280856	Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome	MONDO	MONDO:0013760
UMLS:C3280866	Childhood encephalopathy due to thiamine pyrophosphokinase deficiency	MONDO	MONDO:0013761
UMLS:C3280887	Lipoic acid synthetase deficiency	MONDO	MONDO:0013762
UMLS:C3280897	Joubert syndrome 15	MONDO	MONDO:0013763
UMLS:C3280898	Joubert syndrome 9/15, digenic		
UMLS:C3280899	Joubert syndrome 12/15, digenic		
UMLS:C3280906	Joubert syndrome 16	MONDO	MONDO:0013764
UMLS:C3280913	Coronary heart disease, susceptibility to, 6	MONDO	MONDO:0013765
UMLS:C3280914	Familial cold autoinflammatory syndrome 3	MONDO	MONDO:0013766
UMLS:C3280939	Atrioventricular septal defect 5	MONDO	MONDO:0013769
UMLS:C3280940	Unbalanced atrioventricular canal defect	Human Phenotype Ontology	HP:0011579
UMLS:C3280943	Atrial septal defect 9	MONDO	MONDO:0013770
UMLS:C3280953	Transient infantile hypertriglyceridemia and hepatosteatosis	MONDO	MONDO:0013771
UMLS:C3280965	Congenital cataract-hearing loss-severe developmental delay syndrome	MONDO	MONDO:0013772
UMLS:C3280970	Porencephaly 2	MONDO	MONDO:0013773
UMLS:C3280974	Trigonocephaly 2	MONDO	MONDO:0013774
UMLS:C3280976	Thrombomodulin-related bleeding disorder	MONDO	MONDO:0013775
UMLS:C3280977	Spastic ataxia 5	MONDO	MONDO:0013776
UMLS:C3280986	Blood group, Junior system		
UMLS:C3281001	Wiskott-Aldrich syndrome 2	MONDO	MONDO:0013779
UMLS:C3281002	Retinitis pigmentosa 63	MONDO	MONDO:0013780
UMLS:C3281027	Microphthalmia, isolated, with coloboma 7	MONDO	MONDO:0013783
UMLS:C3281029	Neonatal-onset encephalopathy with rigidity and seizures	MONDO	MONDO:0013784
UMLS:C3281034	Multifocal seizures	Human Phenotype Ontology	HP:0031165
UMLS:C3281044	Intellectual disability, autosomal recessive 34	MONDO	MONDO:0013785
UMLS:C3281045	Cone-rod dystrophy 16	MONDO	MONDO:0013786
UMLS:C3281046	Retinitis pigmentosa 64	NCBI curation	
UMLS:C3281055	Psychomotor retardation, epilepsy, and craniofacial dysmorphism	MONDO	MONDO:0013787
UMLS:C3281059	Broad jaw	Human Phenotype Ontology	HP:0012802
UMLS:C3281066	Usher syndrome type 3B	MONDO	MONDO:0013788
UMLS:C3281084	Congenital disorder of glycosylation type Ir		
UMLS:C3281089	Mirror movements 2	MONDO	MONDO:0013790
UMLS:C3281092	Thrombophilia due to protein S deficiency, autosomal recessive	MONDO	MONDO:0013791
UMLS:C3281105	Intracerebral hemorrhage	MONDO	MONDO:0013792
UMLS:C3281106	Encephalomyopathy, mitochondrial, due to voltage-dependent anion channel deficiency	MONDO	MONDO:0013793
UMLS:C3281125	Thrombocythemia 3	MONDO	MONDO:0013794
UMLS:C3281128	Fibrochondrogenesis 2	MONDO	MONDO:0013795
UMLS:C3281137	Chromosome 17q12 duplication syndrome	MONDO	MONDO:0013796
UMLS:C3281138	Chromosome 17q12 deletion syndrome	MONDO	MONDO:0013797
UMLS:C3281152	Chromosome 16q22 deletion syndrome	MONDO	MONDO:0013798
UMLS:C3281153	Efavirenz response	NCBI curation	
UMLS:C3281160	Ehlers-Danlos syndrome, kyphoscoliotic and deafness type	MONDO	MONDO:0013800
UMLS:C3281191	Developmental and epileptic encephalopathy, 13	MONDO	MONDO:0013801
UMLS:C3281192	Infantile cerebellar-retinal degeneration	MONDO	MONDO:0013802
UMLS:C3281200	Leukoencephalopathy with calcifications and cysts	MONDO	MONDO:0013803
UMLS:C3281201	Coffin-Siris syndrome 1	MONDO	MONDO:0007617
UMLS:C3281202	Intellectual disability, autosomal dominant 13	MONDO	MONDO:0013805
UMLS:C3281203	Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome	MONDO	MONDO:0013806
UMLS:C3281215	Congenital stationary night blindness 1E	MONDO	MONDO:0013807
UMLS:C3281223	Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome	MONDO	MONDO:0044720
UMLS:C3281234	Combined oxidative phosphorylation defect type 9	MONDO	MONDO:0013811
UMLS:C3281235	Baraitser-winter syndrome 2	MONDO	MONDO:0013812
UMLS:C3281236	Dystonia 21	MONDO	MONDO:0013813
UMLS:C3281245	Podoconiosis, susceptibility to	MONDO	MONDO:0013814
UMLS:C3281247	FGFR2-related bent bone dysplasia	MONDO	MONDO:0013815
UMLS:C3281288	Preeclampsia/eclampsia 5	MONDO	MONDO:0013817
UMLS:C3281289	Trichohepatoenteric syndrome 2	MONDO	MONDO:0013818
UMLS:C3281297	Autosomal dominant nonsyndromic hearing loss 4B	MONDO	MONDO:0013823
UMLS:C3282896	Glandular papilloma	MONDO	MONDO:0021078
UMLS:C3282904	Liver cavernous hemangioma	MONDO	MONDO:0006267
UMLS:C3463824	Myelodysplastic syndrome	MONDO	MONDO:0018881
UMLS:C3463897	Hydatidiform mole, recurrent, 1	MONDO	MONDO:0009273
UMLS:C3463916	Factor I deficiency	NCBI curation	
UMLS:C3463917	Corticosterone methyloxidase type 2 deficiency	MONDO	MONDO:0012524
UMLS:C3463992	Developmental and epileptic encephalopathy, 1	MONDO	MONDO:0010632
UMLS:C3468041	Fanconi anemia complementation group C	MONDO	MONDO:0009213
UMLS:C3468114	Juvenile amyotrophic lateral sclerosis	MONDO	MONDO:0017593
UMLS:C3468338	Carpal tunnel syndrome 1	MONDO	MONDO:0020730
UMLS:C3468561	Familial atrial fibrillation	MONDO	MONDO:0018054
UMLS:C3469186	Hemochromatosis type 1	MONDO	MONDO:0021001
UMLS:C3469521	Fanconi anemia complementation group A	MONDO	MONDO:0009215
UMLS:C3469522	Breast cancer, susceptibility to		
UMLS:C3469524	Prostate cancer susceptibility		
UMLS:C3469526	Fanconi anemia complementation group F	MONDO	MONDO:0011325
UMLS:C3469527	Fanconi anemia complementation group G	MONDO	MONDO:0013565
UMLS:C3469528	Fanconi anemia complementation group L	MONDO	MONDO:0013566
UMLS:C3469529	Fanconi anemia, complementation group M		
UMLS:C3469542	Fanconi anemia complementation group P	MONDO	MONDO:0013499
UMLS:C3469605	Pseudohypoaldosteronism type 2D	MONDO	MONDO:0013781
UMLS:C3469606	Pseudohypoaldosteronism type 2E	MONDO	MONDO:0013782
UMLS:C3472165	Anomalous origin of right coronary artery from the pulmonary artery	Human Phenotype Ontology	HP:0011639
UMLS:C3472610	Calcifying nested epithelial stromal tumor of the liver	MONDO	MONDO:0006122
UMLS:C3472614	Plasmablastic lymphoma	MONDO	MONDO:0017347
UMLS:C3472657	Urachal sinus	MONDO	MONDO:0018552
UMLS:C3472711	Spinocerebellar ataxia type 36	MONDO	MONDO:0013594
UMLS:C3484357	Hermansky-Pudlak syndrome 4	MONDO	MONDO:0013556
UMLS:C3489393	Hiatus hernia	MONDO	MONDO:0007721
UMLS:C3489398	Peripheral neuroepithelioma	Human Phenotype Ontology	HP:0006717
UMLS:C3489413	Familial multiple lipomatosis	MONDO	MONDO:0007909
UMLS:C3489529	Tooth agenesis, selective, 1	MONDO	MONDO:0007129
UMLS:C3489532	Cone-rod dystrophy 2	MONDO	MONDO:0007362
UMLS:C3489626	Myoclonic cerebellar dyssynergia	MONDO	MONDO:0008945
UMLS:C3489627	Stuttering, familial persistent, 1	MONDO	MONDO:0008483
UMLS:C3489724	Aicardi-Goutieres syndrome 2	MONDO	MONDO:0012429
UMLS:C3489725	Pseudo-TORCH syndrome	OMIM phenotypic series	PS251290
UMLS:C3489726	Geleophysic dysplasia	MONDO	MONDO:0000127
UMLS:C3489733	Oculomotor apraxia	Human Phenotype Ontology	HP:0000657
UMLS:C3489787	Non-acquired combined pituitary hormone deficiency with spine abnormalities	MONDO	MONDO:0009091
UMLS:C3489789	Progressive familial intrahepatic cholestasis type 2	MONDO	MONDO:0011156
UMLS:C3489793	46,XY sex reversal 3	MONDO	MONDO:0013066
UMLS:C3489796	Thyroid hormone resistance, generalized, autosomal recessive	MONDO	MONDO:0010131
UMLS:C3492944	Familial generalized lentiginosis	MONDO	MONDO:0007891
UMLS:C3493776	Hypothyroidism due to TSH receptor mutations	MONDO	MONDO:0010142
UMLS:C3494175	Fused mandibular incisors	MONDO	MONDO:0007820
UMLS:C3494181	Paragangliomas 1	NCBI curation	
UMLS:C3494187	Factor VIII deficiency	Human Phenotype Ontology	HP:0003125
UMLS:C3494506	Pseudohypoparathyroidism type I A	NCBI curation	
UMLS:C3494934	Benign paroxysmal torticollis of infancy	MONDO	MONDO:0019113
UMLS:C3494941	Dysbaric osteonecrosis	MONDO	MONDO:0000840
UMLS:C3494976	Malignant migrating partial seizures of infancy	MONDO	MONDO:0017385
UMLS:C3495361	Gigantiform cementoma		
UMLS:C3495417	Goldenhar syndrome		
UMLS:C3495427	Fanconi-Bickel syndrome	NCBI curation	
UMLS:C3495438	Age related macular degeneration 2	MONDO	MONDO:0007932
UMLS:C3495483	BIDS brittle hair-impaired intellect-decreased fertility-short stature syndrome		
UMLS:C3495488	Axenfeld-Rieger syndrome	MONDO	MONDO:0019187
UMLS:C3495490	Acrorenal syndrome	MONDO	MONDO:0007059
UMLS:C3495498	Hypertrophic cardiomyopathy 1	MONDO	MONDO:0008647
UMLS:C3495537	Visceral heterotaxy 5, autosomal	NCBI curation	
UMLS:C3495555	Carnosinemia	MONDO	MONDO:0008921
UMLS:C3495558	Carnosinuria	Human Phenotype Ontology	HP:0003167
UMLS:C3495559	Juvenile idiopathic arthritis	MONDO	MONDO:0011429
UMLS:C3495587	Congenital stationary night blindness 1A	MONDO	MONDO:0010690
UMLS:C3495588	Acrocephalopolydactyly	MONDO	MONDO:0008709
UMLS:C3495589	Jalili syndrome	MONDO	MONDO:0009007
UMLS:C3495590	Familial thyroglossal duct cyst	MONDO	MONDO:0008565
UMLS:C3495591	Charcot-Marie-Tooth disease type 1E	MONDO	MONDO:0007311
UMLS:C3495676	Anorectal anomaly	Human Phenotype Ontology	HP:0012732
UMLS:C3495679	NF1 microduplication syndrome		
UMLS:C3495772	Anti-ganglioside antibody positivity	Human Phenotype Ontology	HP:0031810
UMLS:C3495801	Granulomatosis with polyangiitis	MONDO	MONDO:0012105
UMLS:C3495919	Enthesitis-related juvenile idiopathic arthritis	MONDO	MONDO:0019437
UMLS:C3496202	Hereditary nonpolyposis colorectal cancer type 3	NCBI curation	
UMLS:C3496228	Hereditary spastic paraplegia 35	MONDO	MONDO:0012866
UMLS:C3496337	Idiopathic nephrotic syndrome	Orphanet	ORPHA357502
UMLS:C3501265	Sensorineural deafness with hypertrophic cardiomyopathy	NCBI curation	
UMLS:C3501611	Non-syndromic X-linked intellectual disability	MONDO	MONDO:0019181
UMLS:C3501643	Generalized epilepsy with febrile seizures plus type 5		
UMLS:C3501833	Adult I blood group with congenital cataract		
UMLS:C3501834	Adult i blood group without congenital cataract		
UMLS:C3501843	Familial nonmedullary thyroid carcinoma	MONDO	MONDO:0017896
UMLS:C3501848	Congenital nephrotic syndrome	Human Phenotype Ontology	HP:0008677
UMLS:C3501854	Leukemia, acute, X-linked	MONDO	MONDO:0700060
UMLS:C3501946	Chorioretinopathy dominant form microcephaly	MONDO	MONDO:0022734
UMLS:C3502054	Odontoleukodystrophy	MONDO	MONDO:0019177
UMLS:C3502055	Immunoglobulin beta deficiency	MONDO	MONDO:0000583
UMLS:C3502075	Fatal multiple mitochondrial dysfunctions syndrome	MONDO	MONDO:0017338
UMLS:C3502105	Autosomal recessive dyskeratosis congenita		
UMLS:C3502110	Homocystinuria, pyridoxine-responsive		
UMLS:C3502131	Congenital Adrenal Insufficiency		
UMLS:C3502215	Bernard-Soulier syndrome, type A		
UMLS:C3502293	Deafness, autosomal recessive 36, without vestibular involvement	NCBI curation	
UMLS:C3502469	BRESEK syndrome	MONDO	MONDO:0019414
UMLS:C3502492	Autosomal recessive chorioretinopathy-microcephaly syndrome	NCBI curation	
UMLS:C3502510	Chromosome 16p13.3 deletion syndrome	MONDO	MONDO:0022752
UMLS:C3502809	Generalized epilepsy with febrile seizures plus	MONDO	MONDO:0018214
UMLS:C3508773	Ehlers-Danlos syndrome type 7A	MONDO	MONDO:0020521
UMLS:C3509787	Progressive limb weakness		
UMLS:C3510450	Usher syndrome type 3A	MONDO	MONDO:0010170
UMLS:C3531771	Dextrotransposition of the great arteries	Human Phenotype Ontology	HP:0031348
UMLS:C3532021	Anomalous origin of the left common carotid artery from the brachiocephalic artery	Human Phenotype Ontology	HP:0031635
UMLS:C3532164	Fetal pleural effusion	Human Phenotype Ontology	HP:0025676
UMLS:C3532165	Fetal pericardial effusion	Human Phenotype Ontology	HP:0025671
UMLS:C3532166	Fetal choroid plexus cysts	Human Phenotype Ontology	HP:0011426
UMLS:C3532239	Cardiomyopathy, mitochondrial		
UMLS:C3532240	Cardiomyopathy, hypertrophic, mitochondrial		
UMLS:C3532243	Fatal infantile mitochondrial cardiomyopathy		
UMLS:C3532257	Gestational diabetes mellitus uncontrolled		
UMLS:C3532354	Far eastern spotted fever	MONDO	MONDO:0000231
UMLS:C3532429	Usual ductal breast hyperplasia	MONDO	MONDO:0006484
UMLS:C3532933	Moderate expressive language delay	Human Phenotype Ontology	HP:0011345
UMLS:C3532934	Mild expressive language delay	Human Phenotype Ontology	HP:0011346
UMLS:C3532946	Moderate receptive language delay	Human Phenotype Ontology	HP:0011351
UMLS:C3532947	Severe receptive language delay	Human Phenotype Ontology	HP:0011352
UMLS:C3532948	Mild receptive language delay	Human Phenotype Ontology	HP:0011350
UMLS:C3536558	complex congenital heart defect		
UMLS:C3536714	Renal dysplasia	Human Phenotype Ontology	HP:0000110
UMLS:C3536715	AA amyloidosis	MONDO	MONDO:0019439
UMLS:C3536734	Hypoplastic pelvis	Human Phenotype Ontology	HP:0008839
UMLS:C3536893	Ewing sarcoma/peripheral primitive neuroectodermal tumor	MONDO	MONDO:0021038
UMLS:C3536983	Vitamin D-dependent rickets, type 2	MONDO	MONDO:0019642
UMLS:C3537055	Pilonidal abscess	Human Phenotype Ontology	HP:0010771
UMLS:C3537167	Trisomy 21	MONDO	MONDO:0700126
UMLS:C3537440	Infantile nephropathic cystinosis	NCBI curation	
UMLS:C3538945	Kaposi sarcoma, susceptibility to	MONDO	MONDO:0007845
UMLS:C3538946	Autosomal recessive nonsyndromic hearing loss 4	MONDO	MONDO:0010933
UMLS:C3538951	Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma	MONDO	MONDO:0009633
UMLS:C3538999	Dystonia 23	MONDO	MONDO:0013928
UMLS:C3539003	Hereditary sensory and autonomic neuropathy type 6	MONDO	MONDO:0013839
UMLS:C3539013	Aicardi-Goutieres syndrome 6	MONDO	MONDO:0014007
UMLS:C3539071	Nephronophthisis 14	MONDO	MONDO:0013916
UMLS:C3539120	Prostate cancer, hereditary, 2	MONDO	MONDO:0013872
UMLS:C3539121	Blood group, globoside system		
UMLS:C3539123	Neuronal ceroid lipofuscinosis 11	MONDO	MONDO:0013866
UMLS:C3539124	Usher syndrome type 1K	MONDO	MONDO:0014001
UMLS:C3539195	Tremor, hereditary essential, 4	MONDO	MONDO:0013888
UMLS:C3539494	Hereditary spastic paraplegia 53	MONDO	MONDO:0013962
UMLS:C3539495	Hereditary spastic paraplegia 54	MONDO	MONDO:0014018
UMLS:C3539506	Hereditary spastic paraplegia 55	MONDO	MONDO:0014020
UMLS:C3539507	Hereditary spastic paraplegia 56	MONDO	MONDO:0014015
UMLS:C3539878	Triple-negative breast cancer		
UMLS:C3539888	Autosomal recessive congenital ichthyosis 3	MONDO	MONDO:0011680
UMLS:C3539916	Myoclonus, familial, 1	MONDO	MONDO:0100093
UMLS:C3539920	Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	MONDO	MONDO:0013983
UMLS:C3540094	Interleukin 6, serum level of, quantitative trait locus	NCBI curation	
UMLS:C3540450	Hypogonadotropic hypogonadism 14 with or without anosmia	MONDO	MONDO:0013926
UMLS:C3540453	Charcot-Marie-Tooth disease type 4F	MONDO	MONDO:0013959
UMLS:C3540764	Retinal coloboma	Human Phenotype Ontology	HP:0000480
UMLS:C3540844	Primary ciliary dyskinesia 20	MONDO	MONDO:0014030
UMLS:C3540845	Microphthalmia, isolated, with coloboma 8		
UMLS:C3540850	Cataract 4 multiple types	MONDO	MONDO:0007281
UMLS:C3541319	Short stature-optic atrophy-Pelger-HuC+t anomaly syndrome	MONDO	MONDO:0013889
UMLS:C3541340	Pontine tegmental cap dysplasia	MONDO	MONDO:0013858
UMLS:C3541456	Spondyloepiphyseal dysplasia tarda, X-linked	MONDO	MONDO:0010737
UMLS:C3541462	Hypogonadotropic hypogonadism 13 with or without anosmia	MONDO	MONDO:0013915
UMLS:C3541471	Mitochondrial complex III deficiency nuclear type 1	MONDO	MONDO:0007415
UMLS:C3541474	Ectopia lentis 2, isolated, autosomal recessive	MONDO	MONDO:0009152
UMLS:C3541476	Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant		
