DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated
MONDO:0014261	SFXN4		C3810001	Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	MONDO	615578.0	Apr 19 2022
MONDO:0014262	TGFB3		C3810012	Rienhoff syndrome	MONDO	615582.0	Apr 19 2022
MONDO:0014263	PUF60		C3810023	8q24.3 microdeletion syndrome	MONDO	615583.0	Apr 19 2022
MONDO:0014265	ADAM10		C3810041	Alzheimer disease 18	MONDO	615590.0	Feb 16 2016
MONDO:0014266	C9		C3810042	Age related macular degeneration 15	MONDO	615591.0	Apr 19 2022
MONDO:0014267	IKBKB		C4747743	Severe combined immunodeficiency due to IKK2 deficiency	MONDO	615592.0	Apr 19 2022
MONDO:0014268	TNFRSF4		C3810053	Combined immunodeficiency due to OX40 deficiency	MONDO	615593.0	Apr 19 2022
MONDO:0014269	LYRM4		C3810055	Combined oxidative phosphorylation deficiency 19	MONDO	615595.0	Feb 16 2016
MONDO:0014270	STT3A		C3810062	STT3A-CDG	MONDO	615596.0	Apr 19 2022
MONDO:0014271	STT3B		C2931007	STT3B-CDG	MONDO	615597.0	Apr 19 2022
MONDO:0014272	SERPINB7		C3810072	Palmoplantar keratoderma, Nagashima type	MONDO	615598.0	Apr 19 2022
MONDO:0014273	TAF2		C3810080	Microcephaly-thin corpus callosum-intellectual disability syndrome	MONDO	615599.0	Apr 19 2022
MONDO:0014274	FTL		C3810090	L-ferritin deficiency	MONDO	615604.0	Feb 16 2016
MONDO:0014275	EHHADH		C3810100	Fanconi renotubular syndrome 3	MONDO	615605.0	Feb 16 2016
MONDO:0014276	CD3G		C3810107	Combined immunodeficiency due to CD3gamma deficiency	MONDO	615607.0	Apr 19 2022
MONDO:0014278	CD3E		C3810127	Immunodeficiency 18	MONDO	615615.0	Feb 16 2016
MONDO:0014280	CD3D		C3810147	Immunodeficiency 19	MONDO	615617.0	Feb 16 2016
MONDO:0014282	REEP2		C3810160	Hereditary spastic paraplegia 72	MONDO	615625.0	Apr 19 2022
MONDO:0014283	TNC		C3810170	Autosomal dominant nonsyndromic hearing loss 56	MONDO	615629.0	Apr 19 2022
MONDO:0014284	IFT172		C3810175	Short-rib thoracic dysplasia 10 with or without polydactyly	MONDO	615630.0	Feb 16 2016
MONDO:0014285	CDIN1		C3810185	Congenital dyserythropoietic anemia type type 1B	MONDO	615631.0	Apr 22 2020
MONDO:0014286	ATL3		C3810194	Neuropathy, hereditary sensory, type 1F	MONDO	615632.0	Apr 19 2022
MONDO:0014287	DYNC2I2		C3810200	Short-rib thoracic dysplasia 11 with or without polydactyly	MONDO	615633.0	Feb 16 2016
MONDO:0014288	CSPP1		C3810212	Joubert syndrome 21	MONDO	615636.0	Feb 16 2016
MONDO:0014289	KPTN		C3810225	Macrocephaly-developmental delay syndrome	MONDO	615637.0	Mar 29 2022
MONDO:0014290	COASY		C3810230	Neurodegeneration with brain iron accumulation 6	MONDO	615643.0	Feb 16 2016
MONDO:0014292	CLCN2		C4554120	Leukoencephalopathy with mild cerebellar ataxia and white matter edema	MONDO	615651.0	Apr 19 2022
MONDO:0014295	TFG		C3714897	Hereditary spastic paraplegia 57	MONDO	615658.0	Apr 19 2022
MONDO:0014296	TBC1D20		C3810265	Warburg micro syndrome 4	MONDO	615663.0	Feb 16 2016
MONDO:0014297	PDE6D		C3810278	Joubert syndrome 22	MONDO	615665.0	Feb 16 2016
MONDO:0014299	LZTR1		C3810283	Schwannomatosis 2	MONDO	615670.0	Feb 16 2016
MONDO:0014300	MICU1		C3810285	Proximal myopathy with extrapyramidal signs	MONDO	615673.0	Apr 19 2022
MONDO:0014302	ERLIN1		C4284588	Hereditary spastic paraplegia 62	MONDO	615681.0	Apr 19 2022
MONDO:0014303	ENTPD1		C3810289	Hereditary spastic paraplegia 64	MONDO	615683.0	Apr 19 2022
MONDO:0014304	ARL6IP1		C3810294	Hereditary spastic paraplegia 61	MONDO	615685.0	Apr 19 2022
MONDO:0014305	AMPD2		C3810295	Hereditary spastic paraplegia 63	MONDO	615686.0	Apr 19 2022
MONDO:0014306	ADA2		C3887654	Vasculitis due to ADA2 deficiency	MONDO	615688.0	Apr 19 2022
MONDO:0014307	POGLUT1		C3810313	Dowling-Degos disease 4	MONDO	615696.0	Apr 19 2022
MONDO:0014309	CEP19		C3810324	Obesity due to CEP19 deficiency	MONDO	615703.0	Apr 19 2022
MONDO:0014310	FAM111B		C3810325	Hereditary sclerosing poikiloderma with tendon and pulmonary involvement	MONDO	615704.0	Apr 19 2022
MONDO:0014311	RUBCN		C3810326	Autosomal recessive spinocerebellar ataxia 15	MONDO	615705.0	Apr 19 2022
MONDO:0014312	EDN1		C3810332	Auriculocondylar syndrome 3	MONDO	615706.0	Feb 16 2016
MONDO:0014313	FCGR3A		C3810342	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	MONDO	615707.0	Apr 19 2022
MONDO:0014314	TBXT		C3810343	Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	MONDO	615709.0	Apr 19 2022
MONDO:0014317	ERCC6L2		C3810350	Pancytopenia-developmental delay syndrome	MONDO	615715.0	Apr 19 2022
MONDO:0014318	PGAP3		C3810354	Hyperphosphatasia with intellectual disability syndrome 4	MONDO	615716.0	Mar 29 2022
MONDO:0014319	FGF20		C3810359	Renal hypodysplasia/aplasia 2	MONDO	615721.0	Feb 16 2016
MONDO:0014320	NR2F1		C3810363	Bosch-Boonstra-Schaaf optic atrophy syndrome	MONDO	615722.0	Apr 22 2016
MONDO:0014321	STAG3		C3810367	Premature ovarian failure 8	MONDO	615723.0	Feb 16 2016
MONDO:0014322	HFM1		C3810376	Premature ovarian failure 9	MONDO	615724.0	Feb 16 2016
MONDO:0014323	SLC7A14		C3810380	Retinitis pigmentosa 68	MONDO	615725.0	Feb 16 2016
MONDO:0014324	KRT6A		C3714948	Pachyonychia congenita 3	MONDO	615726.0	Feb  4 2018
MONDO:0014325	KRT6B		C3714949	Pachyonychia congenita 4	MONDO	615728.0	Feb 16 2016
MONDO:0014326	KLHL41		C3810384	Nemaline myopathy 9	MONDO	615731.0	Feb 16 2016
MONDO:0014327	KRT6C		C3810394	Palmoplantar keratoderma, nonepidermolytic, focal or diffuse	MONDO	615735.0	Feb 16 2016
MONDO:0014328	GABRA1		C3810400	Developmental and epileptic encephalopathy, 19	MONDO	615744.0	Apr 19 2022
MONDO:0014329	NPPA		C3810401	Atrial standstill 2	MONDO	615745.0	Feb 16 2016
MONDO:0014331	GUCY1A1		C3810403	Moyamoya disease with early-onset achalasia	MONDO	615750.0	Apr 19 2022
MONDO:0014332	CA5A		C3810404	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	MONDO	615751.0	Apr 19 2022
MONDO:0014333	ADGRG1		C3810405	Polymicrogyria, bilateral perisylvian, autosomal recessive	MONDO	615752.0	Feb 16 2016
MONDO:0014334	LCK		C4014233	Severe combined immunodeficiency due to LCK deficiency	MONDO	615758.0	Apr 19 2022
MONDO:0014335	QARS1		C4014239	Diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome	MONDO	615760.0	Apr 19 2022
MONDO:0014336	SETD5		C3810406	Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	MONDO	615761.0	Mar 29 2022
MONDO:0014337	TUBB2A		C3810407	Complex cortical dysplasia with other brain malformations 5	MONDO	615763.0	Apr 19 2022
MONDO:0014338	IL21		C4014258	IL21-related infantile inflammatory bowel disease	MONDO	615767.0	Apr 19 2022
MONDO:0014339	STUB1		C4014261	Autosomal recessive spinocerebellar ataxia 16	MONDO	615768.0	Apr 19 2022
MONDO:0014340	NUP155		C4014269	Atrial fibrillation, familial, 15	MONDO	615770.0	Feb 16 2016
MONDO:0014341	TUBB		C4014283	Complex cortical dysplasia with other brain malformations 6	MONDO	615771.0	Apr 19 2022
MONDO:0014342	ZP1		C4014291	Female infertility due to zona pellucida defect	MONDO	615774.0	Apr 19 2022
MONDO:0014343	XYLT1		C4014294	Desbuquois dysplasia 2	MONDO	615777.0	Feb 16 2016
MONDO:0014344	NR2F2		C4014310	Congenital heart defects, multiple types, 4	MONDO	615779.0	Feb 16 2016
MONDO:0014345	KIZ		C4014312	Retinitis pigmentosa 69	MONDO	615780.0	Feb 16 2016
MONDO:0014346	KRT13		C4014321	White sponge nevus 2	MONDO	615785.0	Feb 16 2016
MONDO:0014347	CRIPT		C4014339	Short stature with microcephaly and distinctive facies	MONDO	615789.0	Feb 16 2016
MONDO:0014348	PGAP1		C4014343	Intellectual disability, autosomal recessive 42	MONDO	615802.0	Mar 29 2022
MONDO:0014349	CLP1		C4014347	Pontocerebellar hypoplasia type 10	MONDO	615803.0	Apr 19 2022
MONDO:0014350	DNA2		C3891452	Seckel syndrome 8	MONDO	615807.0	Feb 16 2016
MONDO:0014351	AMPD2		C4014354	Pontocerebellar hypoplasia type 9	MONDO	615809.0	Apr 19 2022
MONDO:0014352	DYRK1B		C4014361	Abdominal obesity-metabolic syndrome 3	MONDO	615812.0	Feb 16 2016
MONDO:0014353	PGM3		C4014371	Immunodeficiency 23	MONDO	615816.0	Feb 16 2016
MONDO:0014354	WASHC4		C4014386	Intellectual disability, autosomal recessive 43	MONDO	615817.0	Feb  9 2022
MONDO:0014355	DSP		C4014393	Cardiomyopathy, dilated, with woolly hair, keratoderma, and tooth agenesis	MONDO	615821.0	Feb 16 2016
MONDO:0014356	UQCC2		C4014408	Mitochondrial complex III deficiency nuclear type 7	MONDO	615824.0	Apr 19 2022
MONDO:0014357	DEAF1		C4014414	Intellectual disability, autosomal dominant 24	MONDO	615828.0	Mar 29 2022
MONDO:0014358	AHDC1		C4014419	AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome	MONDO	615829.0	Apr 19 2022
MONDO:0014359	PRKACA		C4014425	Pigmented nodular adrenocortical disease, primary, 4	MONDO	615830.0	Feb 16 2016
MONDO:0014360	NECAP1		C4014430	Developmental and epileptic encephalopathy, 21	MONDO	615833.0	Apr 19 2022
MONDO:0014361	AUTS2		C4014435	Autism spectrum disorder due to AUTS2 deficiency	MONDO	615834.0	Mar 29 2022
MONDO:0014363	GRXCR2		C3892049	Autosomal recessive nonsyndromic hearing loss 101	MONDO	615837.0	Apr 19 2022
MONDO:0014364	LYRM7		C4014440	Mitochondrial complex III deficiency nuclear type 8	MONDO	615838.0	Apr 19 2022
MONDO:0014365	TAF4B		C4014449	Spermatogenic failure 13	MONDO	615841.0	Feb 16 2016
MONDO:0014366	ZMYND15		C4014454	Spermatogenic failure 14	MONDO	615842.0	Feb 16 2016
MONDO:0014367	IFIH1		C3888244	Aicardi-Goutieres syndrome 7	MONDO	615846.0	Apr  8 2018
MONDO:0014368	POT1		C4014476	Melanoma, cutaneous malignant, susceptibility to, 10	MONDO	615848.0	Feb 16 2016
MONDO:0014369	GLI2		C4014479	Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	MONDO	615849.0	Apr 19 2022
MONDO:0014370	VPS53		C4014488	Pontocerebellar hypoplasia type 2E	MONDO	615851.0	Apr 19 2022
MONDO:0014371	DOCK7		C4014492	Developmental and epileptic encephalopathy, 23	MONDO	615859.0	Apr 19 2022
MONDO:0014372	TTLL5		C4014501	Cone-rod dystrophy 19	MONDO	615860.0	Feb 16 2016
MONDO:0014373	EMP2		C4014507	Nephrotic syndrome, type 10	MONDO	615861.0	Feb 16 2016
MONDO:0014374	CEP83		C3890591	Nephronophthisis 18	MONDO	615862.0	Feb 16 2016
MONDO:0014375	DGAT1		C4014516	Congenital diarrhea 7 with exudative enteropathy	MONDO	615863.0	Apr 19 2022
MONDO:0014376	SOX11		C4014528	Intellectual disability, autosomal dominant 27	MONDO	615866.0	Mar 29 2022
MONDO:0014377	HCN1		C4014531	Developmental and epileptic encephalopathy, 24	MONDO	615871.0	Apr 19 2022
MONDO:0014378	CCNO		C4014534	Primary ciliary dyskinesia 29	MONDO	615872.0	Apr 19 2022
MONDO:0014379	ADNP		C4014538	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	MONDO	615873.0	Apr 19 2022
MONDO:0014380	MAB21L2		C4014540	Colobomatous microphthalmia-rhizomelic dysplasia syndrome	MONDO	615877.0	Apr 19 2022
MONDO:0014381	TJP2		C2931067	Cholestasis, progressive familial intrahepatic, 4	MONDO	615878.0	Apr 19 2022
MONDO:0014382	DNMT3A		C4014545	Tall stature-intellectual disability-facial dysmorphism syndrome	MONDO	615879.0	Apr 19 2022
MONDO:0014383	ORAI1		C4014557	Myopathy, tubular aggregate, 2	MONDO	615883.0	Feb 16 2016
MONDO:0014384	RPL21		C4014563	Hypotrichosis 12	MONDO	615885.0	Feb 16 2016
MONDO:0014385	SLC24A4		C4014578	Amelogenesis imperfecta hypomaturation type 2A5	MONDO	615887.0	Apr 19 2022
MONDO:0014386	RASGRP2		C4014584	Platelet-type bleeding disorder 18	MONDO	615888.0	Apr 24 2016
MONDO:0014387	AARS2		C4014588	Leukoencephalopathy, progressive, with ovarian failure	MONDO	615889.0	Feb 16 2016
MONDO:0014390	KRT71		C4014616	Hypotrichosis 13	MONDO	615896.0	Feb 16 2016
MONDO:0014391	CTPS1		C4014617	Severe combined immunodeficiency due to CTPS1 deficiency	MONDO	615897.0	Apr 19 2022
MONDO:0014392	SLC13A5		C4014621	Developmental and epileptic encephalopathy, 25	MONDO	615905.0	Oct 19 2021
MONDO:0014393	VEGFC		C4747769	Lymphatic malformation 4	MONDO	615907.0	Apr 19 2022
MONDO:0014394	RPS29		C4014641	Diamond-Blackfan anemia 13	MONDO	615909.0	Feb 16 2016
MONDO:0014395	CHCHD10		C4014648	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	MONDO	615911.0	Feb 16 2016
MONDO:0014396	RAF1		C4014656	Dilated cardiomyopathy 1NN	MONDO	615916.0	Apr 19 2022
MONDO:0014397	VARS2		C4014660	Combined oxidative phosphorylation defect type 20	MONDO	615917.0	Apr 19 2022
MONDO:0014398	TARS2		C4014668	Combined oxidative phosphorylation defect type 21	MONDO	615918.0	Apr 19 2022
MONDO:0014399	PCNA		C4014676	Ataxia-telangiectasia-like disorder 2	MONDO	615919.0	Feb 16 2016
MONDO:0014400	PRPF4		C4014681	Retinitis pigmentosa 70	MONDO	615922.0	Feb 16 2016
MONDO:0014401	NPR2		C4014690	Tall stature-scoliosis-macrodactyly of the great toes syndrome	MONDO	615923.0	Apr 19 2022
MONDO:0014402	BSCL2		C4014700	Severe neurodegenerative syndrome with lipodystrophy	MONDO	615924.0	Apr 19 2022
MONDO:0014404	ARNT2		C4014708	Webb-Dattani syndrome	MONDO	615926.0	Feb 16 2016
MONDO:0014405	STING1		C4014722	STING-associated vasculopathy with onset in infancy	MONDO	615934.0	Apr 19 2022
MONDO:0014406	PTF1A		C4014737	Pancreatic agenesis 2	MONDO	615935.0	Feb 16 2016
MONDO:0014407	AKT3		C4014738	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2	MONDO	615937.0	Feb 16 2016
MONDO:0014408	CCND2		C4014742	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	MONDO	615938.0	Feb 16 2016
MONDO:0014409	METTL23		C4014745	Intellectual disability, autosomal recessive 44	MONDO	615942.0	Mar 29 2022
MONDO:0014410	DAB1		C3889636	Spinocerebellar ataxia type 37	MONDO	615945.0	Apr 19 2022
MONDO:0014411	SLC39A5		C4014762	Myopia 24, autosomal dominant	MONDO	615946.0	Feb 16 2016
MONDO:0014412	GPIHBP1		C4014767	Hyperlipoproteinemia, type 1D	MONDO	615947.0	Apr 19 2022
MONDO:0014413	C2CD3		C4014780	Orofaciodigital syndrome type 14	MONDO	615948.0	Apr 19 2022
MONDO:0014414	STAT3		C4014795	STAT3-related early-onset multisystem autoimmune disease	MONDO	615952.0	Apr 19 2022
MONDO:0014415	KLK1		C1835808	Kallikrein, decreased urinary activity of	MONDO	615953.0	Feb 16 2016
MONDO:0014416	ARMC5		C4014803	ACTH-independent macronodular adrenal hyperplasia 2	MONDO	615954.0	Apr 19 2022
MONDO:0014417	ELOVL5		C4518337	Spinocerebellar ataxia type 38	MONDO	615957.0	Apr 19 2022
MONDO:0014418	SPEG		C4014814	Myopathy, centronuclear, 5	MONDO	615959.0	Feb 16 2016
MONDO:0014419	LAMA1		C4014821	Ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome	MONDO	615960.0	Apr 19 2022
MONDO:0014420	IGFALS		C3900122	Short stature due to primary acid-labile subunit deficiency	MONDO	615961.0	Apr 19 2022
MONDO:0014421	NR3C1		C1841972	Glucocorticoid resistance	MONDO	615962.0	Apr 19 2022
MONDO:0014422	TNXB		C4014831	Vesicoureteral reflux 8	MONDO	615963.0	Feb 16 2016
MONDO:0014423	PRKDC		C4014833	Severe combined immunodeficiency due to DNA-PKcs deficiency	MONDO	615966.0	Apr 19 2022
MONDO:0014426	TMEM98		C4014848	Nanophthalmos 4	MONDO	615972.0	Feb 16 2016
MONDO:0014427	POC1B		C4014856	Cone-rod dystrophy 20	MONDO	615973.0	Feb 16 2016
MONDO:0014428	EPS8		C3892050	Autosomal recessive nonsyndromic hearing loss 102	MONDO	615974.0	Apr 19 2022
MONDO:0014429	IFNGR1		C4014863	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	MONDO	615978.0	Apr 19 2022
MONDO:0014430	FBXO31		C4014864	Intellectual disability, autosomal recessive 45	MONDO	615979.0	Mar 29 2022
MONDO:0014431	LIPE		C4014869	LIPE-related familial partial lipodystrophy	MONDO	615980.0	Apr 19 2022
MONDO:0014432	BBS2		C2936863	Bardet-Biedl syndrome 2	MONDO	615981.0	Feb 16 2016
MONDO:0014433	BBS4		C2936864	Bardet-Biedl syndrome 4	MONDO	615982.0	May 22 2020
MONDO:0014434	BBS5		C3892039	Bardet-Biedl syndrome 5	MONDO	615983.0	Feb 16 2016
MONDO:0014435	BBS7		C1859565	Bardet-Biedl syndrome 7	MONDO	615984.0	Feb 16 2016
MONDO:0014436	TTC8		C1859566	Bardet-Biedl syndrome 8	MONDO	615985.0	Feb 16 2016
MONDO:0014437	BBS9		C1859567	Bardet-Biedl syndrome 9	MONDO	615986.0	Feb 16 2016
MONDO:0014438	BBS10		C1859568	Bardet-Biedl syndrome 10	MONDO	615987.0	Feb 16 2016
MONDO:0014439	TRIM32		C1859569	Bardet-Biedl syndrome 11	MONDO	615988.0	Feb 16 2016
MONDO:0014440	BBS12		C1859570	Bardet-Biedl syndrome 12	MONDO	615989.0	Feb 16 2016
MONDO:0014441	MKS1		C2673873	Bardet-Biedl syndrome 13	MONDO	615990.0	Feb 16 2016
MONDO:0014442	CEP290		C2673874	Bardet-Biedl syndrome 14	MONDO	615991.0	Feb 16 2016
MONDO:0014443	WDPCP		C3150127	Bardet-Biedl syndrome 15	MONDO	615992.0	Feb 16 2016
MONDO:0014444	SDCCAG8		C3889474	Bardet-Biedl syndrome 16	MONDO	615993.0	Feb 16 2016
MONDO:0014445	LZTFL1		C3714980	Bardet-Biedl syndrome 17	MONDO	615994.0	Feb 16 2016
MONDO:0014446	BBIP1		C3806174	Bardet-Biedl syndrome 18	MONDO	615995.0	Feb 16 2016
MONDO:0014447	IFT27		C3889475	Bardet-Biedl syndrome 19	MONDO	615996.0	Feb 16 2016
MONDO:0014448	ALB		C0342185	Hyperthyroxinemia, familial dysalbuminemic	MONDO	615999.0	Feb 16 2016
MONDO:0014450	PTPRF		C4014918	Breasts and/or nipples, aplasia or hypoplasia of, 2	MONDO	616001.0	Feb 16 2016
MONDO:0014451	PAX2		C4014925	Focal segmental glomerulosclerosis 7	MONDO	616002.0	Feb 16 2016
MONDO:0014452	FGA		C0272350	Familial dysfibrinogenemia	MONDO	616004.0	Apr 19 2022
MONDO:0014453	PIK3R1		C4014934	Immunodeficiency 36	MONDO	616005.0	Feb 16 2016
MONDO:0014454	FAT4		C4014939	Hennekam lymphangiectasia-lymphedema syndrome 2	MONDO	616006.0	Feb 16 2016
MONDO:0014455	IARS2		C4014942	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	MONDO	616007.0	Apr 19 2022
MONDO:0014456	JAGN1		C4014954	Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency	MONDO	616022.0	Apr 19 2022
MONDO:0014457	PIGW		C4014958	Hyperphosphatasia with intellectual disability syndrome 5	MONDO	616025.0	Mar 29 2022
MONDO:0014458	HNF4A		C4014962	Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young	MONDO	616026.0	Feb 16 2016
MONDO:0014459	NOTCH1		C4014970	Adams-Oliver syndrome 5	MONDO	616028.0	Feb 16 2016
MONDO:0014460	GRHL2		C4014987	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	MONDO	616029.0	Apr 19 2022
MONDO:0014461	FEZF1		C4014988	Hypogonadotropic hypogonadism 22 with or without anosmia	MONDO	616030.0	Feb 16 2016
MONDO:0014462	ANLN		C4014993	Focal segmental glomerulosclerosis 8	MONDO	616032.0	Feb 16 2016
MONDO:0014464	NADK2		C1857252	Progressive encephalopathy with leukodystrophy due to DECR deficiency	MONDO	616034.0	Apr 19 2022
MONDO:0014465	ODAD3		C4015016	Primary ciliary dyskinesia 30	MONDO	616037.0	Apr 19 2022
MONDO:0014466	PSAT1		C4015019	Neu-Laxova syndrome 2	MONDO	616038.0	Apr 19 2022
MONDO:0014467	COX6A1		C4015029	Charcot-Marie-Tooth disease recessive intermediate D	MONDO	616039.0	Apr 19 2022
MONDO:0014468	SYT2		C4015038	Congenital myasthenic syndrome 7	MONDO	616040.0	Apr 19 2022
MONDO:0014469	CLIC5		C4015050	Autosomal recessive nonsyndromic hearing loss 103	MONDO	616042.0	Apr 19 2022
MONDO:0014470	TBC1D24		C3892048	Autosomal dominant nonsyndromic hearing loss 65	MONDO	616044.0	Apr 19 2022
MONDO:0014472	NLRC4		C4015067	Periodic fever-infantile enterocolitis-autoinflammatory syndrome	MONDO	616050.0	Apr 19 2022
MONDO:0014473	CENPE		C4015080	Microcephaly 13, primary, autosomal recessive	MONDO	616051.0	Apr 19 2022
MONDO:0014474	CRPPA		C4015095	Autosomal recessive limb-girdle muscular dystrophy type 2U	MONDO	616052.0	Apr 19 2022
MONDO:0014475	CCDC88C		C4518336	Spinocerebellar ataxia type 40	MONDO	616053.0	Apr 19 2022
MONDO:0014477	KCNB1		C4015119	Developmental and epileptic encephalopathy, 26	MONDO	616056.0	Apr 19 2022
MONDO:0014478	DNAL4		C4015124	Mirror movements 3	MONDO	616059.0	Feb 16 2016
MONDO:0014479	SLC17A9		C4015128	Porokeratosis 8, disseminated superficial actinic type	MONDO	616063.0	Feb 16 2016
MONDO:0014480	ZFPM2		C4015129	46,XY sex reversal 9	MONDO	616067.0	Feb 16 2016
MONDO:0014481	EGFR		C4015130	Inflammatory skin and bowel disease, neonatal, 2	MONDO	616069.0	Feb 16 2016
MONDO:0014482	SETBP1		C4015141	Intellectual disability, autosomal dominant 29	MONDO	616078.0	Mar 29 2022
MONDO:0014483	ITM2B		C4015146	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	MONDO	616079.0	Apr 19 2022
MONDO:0014484	CDK6		C4015156	Microcephaly 12, primary, autosomal recessive	MONDO	616080.0	Apr 19 2022
MONDO:0014485	EXOSC8		C4015160	Pontocerebellar hypoplasia, type 1C	MONDO	616081.0	Apr 19 2022
MONDO:0014486	ZMYND11		C4015167	Intellectual disability, autosomal dominant 30	MONDO	616083.0	Mar 29 2022
MONDO:0014487	TRNT1		C4015172	Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	MONDO	616084.0	Apr 19 2022
MONDO:0014488	TBC1D4		C4015183	Diabetes mellitus, noninsulin-dependent, 5	MONDO	616087.0	Feb 16 2016
MONDO:0014489	POMK		C4015184	Limb-girdle muscular dystrophy due to POMK deficiency	MONDO	616094.0	Apr 19 2022
MONDO:0014490	SLC16A1		C4015186	Ketoacidosis due to monocarboxylate transporter-1 deficiency	MONDO	616095.0	Apr 19 2022
MONDO:0014491	BCL10		C4015195	Immunodeficiency 37	MONDO	616098.0	Feb 16 2016
MONDO:0014492	KANK2		C4015202	Woolly hair-palmoplantar keratoderma syndrome	MONDO	616099.0	Apr 19 2022
MONDO:0014493	CTLA4		C4015214	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	MONDO	616100.0	Apr 19 2022
MONDO:0014494	AP1S3		C4015235	Psoriasis 15, pustular, susceptibility to	MONDO	616106.0	Feb 16 2016
MONDO:0014495	RDH11		C4015242	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	MONDO	616108.0	Apr 19 2022
MONDO:0014496	UQCC3		C4015253	Mitochondrial complex III deficiency nuclear type 9	MONDO	616111.0	Apr 19 2022
MONDO:0014497	DMXL2		C4015261	Polyendocrine-polyneuropathy syndrome	MONDO	616113.0	Feb 16 2016
MONDO:0014498	NLRC4		C4015276	Familial cold autoinflammatory syndrome 4	MONDO	616115.0	Feb 16 2016
MONDO:0014499	NDST1		C4015283	Intellectual disability, autosomal recessive 46	MONDO	616116.0	Mar 29 2022
MONDO:0014500	TNNI3K		C4015285	Atrial conduction disease	MONDO	616117.0	Apr 19 2022
MONDO:0014501	FBN2		C4015286	Macular degeneration, early-onset	MONDO	616118.0	Feb 16 2016
MONDO:0014502	ISG15		C4015293	Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency	MONDO	616126.0	Apr 19 2022
MONDO:0014503	CWF19L1		C4015301	Autosomal recessive spinocerebellar ataxia 17	MONDO	616127.0	Apr 19 2022
MONDO:0014504	TWNK		C4015307	Perrault syndrome 5	MONDO	616138.0	Feb 16 2016
MONDO:0014505	GRIN2B		C4015316	Developmental and epileptic encephalopathy, 27	MONDO	616139.0	Apr 19 2022
MONDO:0014506	RARS1		C4015323	Hypomyelinating leukodystrophy 9	MONDO	616140.0	Apr 19 2022
MONDO:0014507	TGDS		C1844887	Catel-Manzke syndrome	MONDO	616145.0	Apr 19 2022
MONDO:0014508	IMPG1		C4015342	Vitelliform macular dystrophy 4	MONDO	616151.0	Apr 19 2022
MONDO:0014509	IMPG2		C4015343	Vitelliform macular dystrophy 5	MONDO	616152.0	Apr 19 2022
MONDO:0014510	FAR1		C4015344	Fatty acyl-CoA reductase 1 deficiency	MONDO	616154.0	Apr 19 2022
MONDO:0014511	IGHMBP2		C4015349	Charcot-Marie-Tooth disease axonal type 2S	MONDO	616155.0	Apr 19 2022
MONDO:0014513	LMOD3		C4015360	Nemaline myopathy 10	MONDO	616165.0	Feb 16 2016
MONDO:0014514	MFAP5		C4015368	Aortic aneurysm, familial thoracic 9	MONDO	616166.0	Feb 16 2016
MONDO:0014515	MFSD8		C4015371	Macular dystrophy with central cone involvement	MONDO	616170.0	Feb 16 2016
MONDO:0014516	PLK4		C4015388	Microcephaly and chorioretinopathy 2	MONDO	616171.0	Apr 19 2022
MONDO:0014517	STX1B		C4015395	Generalized epilepsy with febrile seizures plus, type 9	MONDO	616172.0	Feb 16 2016
MONDO:0014518	PRKACG		C4015405	Platelet-type bleeding disorder 19	MONDO	616176.0	Apr 24 2016
MONDO:0014520	MCM9		C4015409	46,XX ovarian dysgenesis-short stature syndrome	MONDO	616185.0	Apr 14 2022
MONDO:0014521	KCNC1		C4015420	Progressive myoclonic epilepsy type 7	MONDO	616187.0	Apr 19 2022
MONDO:0014522	TUB		C4015424	Retinal dystrophy and obesity	MONDO	616188.0	Feb 16 2016
