DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated	a	LastModified	Category
MONDO:0003248			C0280794	Adult pineal parenchymal tumor	MONDO				17 Apr 2020	Disease
MONDO:0003249				Pineal gland cancer	MONDO				17 Apr 2020	Disease
MONDO:0003250			C0027043	Benign granular cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003251			C1333448	Esophageal granular cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003252			C0334618	Granular cell cancer	MONDO				17 Apr 2020	Disease
MONDO:0003253			C1520083	Vulvar granular cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003254			C1332845	Cardiac granular cell neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003255			C1334656	Mediastinal granular cell myoblastoma	MONDO				17 Apr 2020	Disease
MONDO:0003256			C1333873	Neurohypophysis granular cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003258			C0346076	Hobnail hemangioma	MONDO				17 Apr 2020	Disease
MONDO:0003260			C1332197	Adult cerebellar neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003261			C1332902	Papillary meningioma of the cerebellum	MONDO				17 Apr 2020	Disease
MONDO:0003262			C0259786	Rhabdoid meningioma	MONDO				17 Apr 2020	Disease
MONDO:0003263			C1332959	Childhood cerebellar neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003264			C0007118	Basosquamous carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003266			C1333407	Ependymal tumor	MONDO				22 Jan 2021	Disease
MONDO:0003268			C0259783	Mixed glioma	MONDO				17 Apr 2020	Disease
MONDO:0003271			C0154159	Iodine hypothyroidism	MONDO				17 Apr 2020	Disease
MONDO:0003272				Mixed epithelial stromal tumor	MONDO				17 Apr 2020	Disease
MONDO:0003273			C1382025	Sternum cancer	MONDO				17 Apr 2020	Disease
MONDO:0003274			C0153661	Thoracic cancer	MONDO				17 Apr 2020	Disease
MONDO:0003275				Middle ear cancer	MONDO				17 Apr 2020	Disease
MONDO:0003276			C0271428	Middle ear disorder	MONDO				28 Feb 2022	Disease
MONDO:0003277			C2350059	Malignant ear neoplasm	MONDO				22 Jan 2021	Disease
MONDO:0003278				Inner ear cancer	MONDO				17 Apr 2020	Disease
MONDO:0003279			C0392041	Testicular infarct	MONDO				17 Apr 2020	Disease
MONDO:0003281			C1335155	Ovarian cystic teratoma	MONDO				17 Apr 2020	Disease
MONDO:0003282			C0029927	Ovarian cyst	MONDO				16 Feb 2016	Disease
MONDO:0003283			C0346239	Epididymal neoplasm	MONDO				16 Feb 2016	Finding
MONDO:0003284			C1334659	Mediastinum leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003285			C1517115	Fallopian tube leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003286			C1333507	Extrahepatic bile duct leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003287			C1334382	Central nervous system leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003288			C0334478	Bizarre leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003289			C1333266	Deep leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003290				Simple partial epilepsy	MONDO				17 Apr 2020	Disease
MONDO:0003292			C1332266	Anus leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003293			C1334447	Lung leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003294			C1335380	Pericardium leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003295			C0206654	Leiomyomatosis	MONDO				17 Apr 2020	Disease
MONDO:0003296			C0334477	Cellular leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003297			C1333745	Gallbladder leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003298			C1520087	Vulvar leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003299			C1333113	Colorectal leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003300			C1332327	Appendix leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003301			C0346066	Dartoic leiomyoma	MONDO				17 Apr 2020	Disease
MONDO:0003302			C1275264	Epithelioid neurofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003303			C1333751	Neurofibroma of gallbladder	MONDO				17 Apr 2020	Disease
MONDO:0003304			C0206728	Plexiform neurofibroma	MONDO				16 Feb 2016	Finding
MONDO:0003305			C1516371	Cellular neurofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003306			C1510961	Atypical neurofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003308			C1377913	Pleural mesothelioma	MONDO				29 Dec 2021	Disease
MONDO:0003310			C0887866	Monckeberg arteriosclerosis	MONDO				17 Apr 2020	Disease
MONDO:0003311			C0334695	Endometrial stromal tumor	MONDO				17 Apr 2020	Disease
MONDO:0003312			C4288544	Ovarian endometrioid stromal and related neoplasms	MONDO				17 Apr 2020	Disease
MONDO:0003313			C3642329	Endometrioid stromal sarcoma of the vagina	MONDO				17 Apr 2020	Disease
MONDO:0003314			C4289585	Endometrioid stromal and related neoplasms of the vagina	MONDO				17 Apr 2020	Disease
MONDO:0003315			C0346191	Endometrium carcinoma in situ	MONDO				17 Apr 2020	Disease
MONDO:0003316			C1335062	Nonanaplastic kidney Wilms tumor	MONDO				17 Apr 2020	Disease
MONDO:0003317			C1334705	Metachronous kidney Wilms' tumor	MONDO				17 Apr 2020	Disease
MONDO:0003318			C0279611	Mixed cell type kidney Wilms' tumor	MONDO				17 Apr 2020	Disease
MONDO:0003320			C0279609	Blastema predominant kidney Wilms tumor	MONDO				17 Apr 2020	Disease
MONDO:0003321		BRCA2	C0677779	Hereditary Wilms tumor	MONDO		06 Apr 2021			
MONDO:0003322			C0279608	Epithelial predominant Wilms' tumor	MONDO				17 Apr 2020	Disease
MONDO:0003325			C1517445	Nodular ganglioneuroblastoma	MONDO				17 Apr 2020	Disease
MONDO:0003326			C1517444	Intermixed schwannian stroma-rich ganglioneuroblastoma	MONDO				17 Apr 2020	Disease
MONDO:0003327			C1335387	Peripheral ganglioneuroblastoma	MONDO				17 Apr 2020	Disease
MONDO:0003328			C1517110	Fallopian tube adenomatoid tumor	MONDO				17 Apr 2020	Disease
MONDO:0003329			C0041956	Ureteral obstruction	MONDO				16 Feb 2016	Disease
MONDO:0003330			C0178879	Urinary tract obstruction	MONDO				17 Apr 2020	Disease
MONDO:0003331			C1302569	Ovarian monodermal teratoma	MONDO				17 Apr 2020	Disease
MONDO:0003332			C0334525	Malignant struma ovarii	MONDO				17 Apr 2020	Disease
MONDO:0003333			C1511104	Benign struma ovarii	MONDO				17 Apr 2020	Disease
MONDO:0003335			C1167650	Chronic polyneuropathy	MONDO				17 Apr 2020	Disease
MONDO:0003336			C0338418	Acute necrotizing encephalitis	MONDO				04 Jun 2020	Infectious disease
MONDO:0003337			C1332149	Acute hemorrhagic encephalitis	MONDO				04 Jun 2020	Infectious disease
MONDO:0003340			C1266111	Malignant glomus tumor	MONDO				17 Apr 2020	Disease
MONDO:0003341			C1304510	Subungual glomus tumor	MONDO				17 Apr 2020	Disease
MONDO:0003342			C1332532	Benign perivascular tumor	MONDO				17 Apr 2020	Disease
MONDO:0003346			C0751878	Central nervous system vasculitis	MONDO				17 Apr 2020	Disease
MONDO:0003347			C1334179	Inflammatory leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003348			C1333157	Conventional leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003349			C1334385	Central nervous system leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003350			C1333871	Granular cell leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003351			C1333093	Colon leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003352			C1333098	Colon sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003353			C1332848	Heart leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003355			C1335163	Ovary leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003356			C0205815	Epithelioid leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003357			C1334448	Lung leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003358			C1332267	Anus leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003359			C0205816	Myxoid leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003360			C0920305	Small intestine leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003361			C1336007	Small intestinal sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003362			C0346067	Cutaneous leiomyosarcoma	MONDO				16 Feb 2016	Finding
MONDO:0003363			C0346811	Malignant dermis tumor	MONDO				17 Apr 2020	Disease
MONDO:0003364			C1333746	Gallbladder leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003365			C1333454	Esophagus leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003366				Hydrarthrosis	MONDO				17 Apr 2020	Disease
MONDO:0003367			C0744295	Gastric leiomyosarcoma	MONDO				04 Apr 2018	Finding
MONDO:0003368			C1335511	Prostate leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003369			C1336940	Vagina leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003370			C2187547	Retroperitoneal leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003371			C1332631	Breast leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003372			C2168304	Vulvar leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003373			C1335743	Kidney leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003374			C1334371	Laryngeal leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003376			C1334660	Mediastinum leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003377			C1333508	Extrahepatic bile duct leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003378			C1333969	Liver leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003379			C1335683	Rectum leiomyosarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003381				Pituitary gland disorder	MONDO				28 Feb 2022	Disease
MONDO:0003382				Eyelid disorder	MONDO				28 Feb 2022	Disease
MONDO:0003383			C1333591	Fallopian tube clear cell adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003384			C1519867	Uterine ligament clear cell adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003386			C1332557	Bladder clear cell adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003387			C1336886	Urethra clear cell adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003388			C1332246	Ampulla of vater clear cell adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003389			C0334392	Epithelial-myoepithelial carcinoma	MONDO				22 Jan 2021	Disease
MONDO:0003390			C2012261	Glycogen-rich clear cell breast carcinoma	MONDO				01 Jan 2022	Disease
MONDO:0003391			C1520069	Vulvar alveolar soft part sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003392			C1517114	Fallopian tube germ cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003393			C0154199	Thymus gland disorder	MONDO				28 Feb 2022	Disease
MONDO:0003394			C0011405	Dental pulp disorder	MONDO				28 Feb 2022	Disease
MONDO:0003395			C1336709	Testicular granulosa cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003396			C0266919	Epulis	MONDO				17 Apr 2020	Disease
MONDO:0003398			C0233795	Anterograde amnesia	MONDO				17 Apr 2020	Disease
MONDO:0003399			C1335420	Pineal region yolk sac tumor	MONDO				17 Apr 2020	Disease
MONDO:0003400			C1333016	Childhood endodermal sinus tumor	MONDO				17 Apr 2020	Disease
MONDO:0003401				Central nervous system endodermal sinus tumor	MONDO				17 Apr 2020	Disease
MONDO:0003402			C0279708	Testicular yolk sac tumor	MONDO				17 Apr 2020	Disease
MONDO:0003403			C1334625	Testicular non-seminomatous germ cell cancer	MONDO				17 Apr 2020	Disease
MONDO:0003404			C1332221	Adult yolk sac tumor	MONDO				17 Apr 2020	Disease
MONDO:0003405			C0280796	Adult central nervous system germ cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003406				Sleep-wake disorder	MONDO				17 Apr 2020	Disease
MONDO:0003408			C1518727	Ovarian primitive germ cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003409			C0009373	Colonic disorder	MONDO				28 Feb 2022	Disease
MONDO:0003410			C1516419	Wolffian duct adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003411			C1511313	Breast hemangiopericytoma	MONDO				17 Apr 2020	Disease
MONDO:0003412			C1335777	Retroperitoneal hemangiopericytoma	MONDO				17 Apr 2020	Disease
MONDO:0003413			C0859920	Hair follicle neoplasm	MONDO				16 Feb 2016	Finding
MONDO:0003414			C0585475	Skin pilomatrix carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003417			C0152134	Internuclear ophthalmoplegia	MONDO				02 Apr 2017	Finding
MONDO:0003419			C1511048	Bartholin gland adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003420			C0334285	Bile duct cystadenoma	MONDO				17 Apr 2020	Disease
MONDO:0003421			C0334323	Mixed cell adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003422			C0345964	Lung adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003423			C1334759	Middle ear adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003425			C0029089	Ophthalmoplegia	MONDO				16 Feb 2016	Finding
MONDO:0003426			C0334315	Clear cell adenoma	MONDO				22 Jan 2021	Disease
MONDO:0003427			C0149845	Bronchus adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003428			C0238814	Brain hemangioma	MONDO				17 Apr 2020	Disease
MONDO:0003429			C0854486	Functioning pituitary gland adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003430			C0278863	Prolactin producing pituitary tumor	MONDO				17 Apr 2020	Disease
MONDO:0003431			C0334325	Lipoadenoma	MONDO				17 Apr 2020	Disease
MONDO:0003432			C0038379	Strabismus	MONDO				16 Feb 2016	Finding
MONDO:0003433			C0334321	Water-clear cell adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003434			C1519913	Vaginal adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003435			C0205648	Microcystic adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003437			C1335099	Occult small cell lung carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003438			C1333125	Combined small cell lung carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003439			C1336893	Urinary bladder villous adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003441			C0013421	Dystonic disorder	MONDO				19 Apr 2022	Disease
MONDO:0003442			C1511197	Bladder papillary urothelial neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003443			C1335329	Papillary urothelial neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003444			C1331535	Intrahepatic bile duct adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003445			C1331534	Extrahepatic bile duct adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003446			C0334348	Papillary hidradenoma	MONDO				17 Apr 2020	Disease
MONDO:0003447			C1370701	Clear cell hidradenoma	MONDO				17 Apr 2020	Disease
MONDO:0003448			C0334347	Benign spiradenoma	MONDO				17 Apr 2020	Disease
MONDO:0003450			C0334350	Eccrine papillary adenoma	MONDO				22 Apr 2020	Disease
MONDO:0003452			C0009197	Cochlear disorder	MONDO				28 Feb 2022	Disease
MONDO:0003453			C1333148	Conjunctival intraepithelial neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003454				Conjunctival cancer	MONDO				17 Apr 2020	Disease
MONDO:0003455			C1879344	Bile duct papillary neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003458			C1336901	Uterine corpus adenofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003459			C1516402	Cervical adenofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003460			C0334317	Clear cell adenofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003461			C1517109	Fallopian tube serous adenofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003462			C1377850	Papillary adenofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003463			C2212024	Ovarian endometrioid adenofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003464				Cystadenofibroma	MONDO				17 Apr 2020	Disease
MONDO:0003465			C1333616	Fibrous synovial sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003466			C0334505	Spindle cell synovial sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003467			C1334681	Mediastinum synovial sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003468			C0334507	Biphasic synovial sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003469			C0334506	Epithelioid cell synovial sarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003470			C1384403	Cellular ependymoma	MONDO				17 Apr 2020	Disease
MONDO:0003471			C0030757	Pediculus humanus capitis infestation	MONDO				04 Jun 2020	Infectious disease
MONDO:0003472			CN281747	Lice infestation	MONDO				04 Jun 2020	Infectious disease
MONDO:0003473			C0238432	Spinal cord ependymoma	MONDO				17 Apr 2020	Disease
MONDO:0003474			C1370500	Tanycytic ependymoma	MONDO				17 Apr 2020	Disease
MONDO:0003475			C0334578	Papillary ependymoma	MONDO				17 Apr 2020	Disease
MONDO:0003476				Clear cell ependymoma	MONDO				17 Apr 2020	Disease
MONDO:0003477			C1332609	Brain stem ependymoma	MONDO				17 Apr 2020	Disease
MONDO:0003478			C1851584	Childhood ependymoma	MONDO				17 Apr 2020	Disease
MONDO:0003479			C3714582	Toxic pneumonitis	MONDO				17 Apr 2020	Disease
MONDO:0003480			C1335415	Pineal region dysgerminoma	MONDO				17 Apr 2020	Disease
MONDO:0003481			C0346185	Dysgerminoma of ovary	MONDO				17 Apr 2020	Disease
MONDO:0003482			C0030758	Pediculus humanus corporis infestation	MONDO				04 Jun 2020	Infectious disease
MONDO:0003486			C1266005	Basaloid squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003487			C5400033	Pseudoglandular squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003490			C1332251	Ampulla of vater squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003492			C1334360	Lacrimal gland squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003493			C1336082	Thymus squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003494			C2019443	Ovarian squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003495			C1518739	Ovarian squamous cell neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003497			C0238409	Renal pelvis squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003499			C0349656	Sarcomatoid squamous cell skin carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003500			C0861861	Squamous cell bile duct carcinoma	MONDO				19 Oct 2021	Disease
MONDO:0003501			C1333494	External ear squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003502			C1336879	Ureter squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003503			C1333596	Fallopian tube squamous cell carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003504			C1332273	Anal canal neuroendocrine neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003505				Femoral cancer	MONDO				17 Apr 2020	Disease
MONDO:0003506			C1335571	Pulmonary artery choriocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003507			C0346181	Choriocarcinoma of ovary	MONDO				17 Apr 2020	Disease
MONDO:0003508			C0238449	Choriocarcinoma of testis	MONDO				17 Apr 2020	Disease
MONDO:0003509			C1335414	Pineal region choriocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003510			C0855197	Malignant testicular germ cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003512			C1334669	Mediastinal mesenchymal tumor	MONDO				17 Apr 2020	Disease
MONDO:0003513			C1333790	Gastric teratoma	MONDO				17 Apr 2020	Disease
MONDO:0003514			C4722083	Malignant teratoma	MONDO				17 Apr 2020	Disease
MONDO:0003515			C1517127	Fallopian tube teratoma	MONDO				17 Apr 2020	Disease
MONDO:0003516			C1368898	Adult teratoma	MONDO				17 Apr 2020	Disease
MONDO:0003517			C1368910	Mature teratoma	MONDO				17 Apr 2020	Disease
MONDO:0003519			C0346027	Malignant syringoma	MONDO				17 Apr 2020	Disease
MONDO:0003522				Male orgasm disorder	MONDO				17 Apr 2020	Disease
MONDO:0003523			C0017150	Gastrin-producing neuroendocrine tumor	MONDO				17 Apr 2020	Disease
MONDO:0003524			C1333767	Gastric gastrin-producing neuroendocrine tumor	MONDO				17 Apr 2020	Disease
MONDO:0003525			C1368066	Pancreatic gastrin-producing neuroendocrine tumor	MONDO				17 Apr 2020	Disease
MONDO:0003528			C0042951	Volkmann contracture	MONDO				17 Apr 2020	Disease
MONDO:0003529			C0520575	Acute pyelonephritis	MONDO				04 Jun 2020	Infectious disease
MONDO:0003530				Aggressive digital papillary adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003531			C1707880	Papillary eccrine carcinoma	MONDO				22 Jan 2021	Disease
MONDO:0003532				Breast papillary carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003534			C1335327	Papillary thymic adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003535			C1333595	Fallopian tube papillary adenocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003537			C1301359	Precursor T-lymphoblastic lymphoma/leukemia	MONDO				19 Apr 2022	Disease
MONDO:0003538			C1335469	Precursor lymphoblastic lymphoma/leukemia	MONDO				17 Apr 2020	Disease
MONDO:0003539			C0279592	T-cell adult acute lymphocytic leukemia	MONDO				17 Apr 2020	Disease
MONDO:0003540				Acute T cell leukemia	MONDO				17 Apr 2020	Disease
MONDO:0003541			C0751606	Adult acute lymphoblastic leukemia	MONDO				17 Apr 2020	Disease
MONDO:0003542			C0011401	Dental pulp calcification	MONDO				17 Apr 2020	Disease
MONDO:0003543				Trigeminal nerve disorder	MONDO				28 Feb 2022	Disease
MONDO:0003544			C0153646	Spinal cord cancer	MONDO				17 Apr 2020	Disease
MONDO:0003545			C1334255	Intradural extramedullary spinal canal neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003546			C0271353	Third cranial nerve disorder	MONDO				28 Feb 2022	Disease
MONDO:0003548			C1510796	Adenosquamous breast carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003549			C0861854	Adenosquamous bile duct carcinoma	MONDO				23 Sep 2021	Disease
MONDO:0003550			C2063886	Esophageal adenosquamous carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003551			C1332171	Thymic adenosquamous carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003553			C1332245	Ampulla of vater adenosquamous carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003554			C1333082	Adenosquamous colon carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003555			C1511050	Bartholin gland adenosquamous carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003556			C3896969	Endometrial adenosquamous carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003557			C0346328	Optic nerve sheath meningioma	MONDO				17 Apr 2020	Disease
MONDO:0003558			C1335503	Adenosquamous prostate carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003561			C0334554	Malignant giant cell tumor of soft parts	MONDO				17 Apr 2020	Disease
MONDO:0003562			C1514912	Rete testis neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003563			C0865849	Diffuse pulmonary fibrosis	MONDO				17 Apr 2020	Disease
MONDO:0003564			C0340127	Localized pulmonary fibrosis	MONDO				17 Apr 2020	Disease
MONDO:0003565			C1519828	Urethral villous adenoma	MONDO				17 Apr 2020	Disease
MONDO:0003567			C0155518	Bilateral hypoactive labyrinth	MONDO				17 Apr 2020	Disease
MONDO:0003568			C0155307	Disorder of optic chiasm	MONDO				17 Apr 2020	Disease
MONDO:0003569			C0010266	Cranial nerve neuropathy	MONDO				17 Apr 2020	Disease
MONDO:0003570			C0334318	Lipid-rich carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003572			CN294478	Nasopharyngeal type undifferentiated carcinoma	MONDO				22 Jan 2021	Disease
MONDO:0003573			C0334233	Pleomorphic carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003574			C0349576	External ear cancer	MONDO				17 Apr 2020	Disease
MONDO:0003575			C0334370	Comedocarcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003578			C1334582	Extragonadal nonseminomatous germ cell tumor	MONDO				17 Apr 2020	Disease
MONDO:0003579			C3665426	Retinal nerve fibre layer disorder	MONDO				17 Apr 2020	Disease
MONDO:0003581			C0346183	Ovarian embryonal carcinoma	MONDO				17 Apr 2020	Disease
MONDO:0003582	BRCA1		C0677776	Hereditary breast ovarian cancer syndrome	MONDO		Apr 19 2022			
MONDO:0003584			C0234398	Visual cortex disorder	MONDO				28 Feb 2022	Disease
MONDO:0003585			C0278608	Adult liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003586			C1333456	Esophagus liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003587			C0279984	Pediatric liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003588			C1334372	Larynx liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003589			C1335165	Liposarcoma of the ovary	MONDO				17 Apr 2020	Disease
MONDO:0003590			C1266130	Fibroblastic liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003591			C1335745	Kidney liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003592			C1333778	Gastric liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003593			C1332632	Breast liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003594			C0334472	Mixed liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003595			C0334469	Sclerosing liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003596			C1275275	Spindle cell liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003598				Median nerve neuropathy	MONDO				17 Apr 2020	Disease
MONDO:0003599			C2184082	Vulvar liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003600			C1333175	Cutaneous liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003601			C1334663	Mediastinum liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003602			C1334242	Intracranial liposarcoma	MONDO				17 Apr 2020	Disease
MONDO:0003603				Non-functioning pituitary gland neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003604			C0851693	Functioning pituitary gland neoplasm	MONDO				17 Apr 2020	Disease
MONDO:0003606				Adrenal medulla cancer	MONDO				16 Feb 2016	Disease
MONDO:0003607				Neuritis of upper limb	MONDO				17 Apr 2020	Disease
MONDO:0003608			C0029124	Optic atrophy	MONDO				16 Feb 2016	Disease
MONDO:0003609			C1519234	Seminal vesicle cystadenoma	MONDO				17 Apr 2020	Disease
MONDO:0003610			C1514907	Rete ovarii cystadenoma	MONDO				17 Apr 2020	Disease
MONDO:0003611			C3642324	Uterine ligament papillary cystadenoma associated with von Hippel-Lindau disease	MONDO				17 Apr 2020	Disease
MONDO:0003612			C0864950	Uterine ligament cancer	MONDO				17 Apr 2020	Disease
MONDO:0003614			C0346200	Intravenous leiomyomatosis	MONDO				17 Apr 2020	Disease
MONDO:0003615				Nerve compression syndrome	MONDO				17 Apr 2020	Disease
MONDO:0003616			C0269043	Salpingitis isthmica nodosa	MONDO				17 Apr 2020	Disease
MONDO:0003617			C0269041	Chronic salpingitis	MONDO				17 Apr 2020	Disease
MONDO:0003618			C0034220	Pyosalpinx	MONDO				17 Apr 2020	Disease
