DiseaseID	DiseaseName	SourceName	ConceptID	a	LastModified	Category
HP:0041116	Fractured left clavicle	Human Phenotype Ontology	C5421719		18 Nov 2021	Finding
HP:0041117	Fractured lower limb segment	Human Phenotype Ontology	C5421720		18 Nov 2021	Finding
HP:0041118	Fractured upper limb segment	Human Phenotype Ontology	C5421721		18 Nov 2021	Finding
HP:0041119	Fractured metacarpus skeleton	Human Phenotype Ontology	C5421722		18 Nov 2021	Finding
HP:0041121	Fractured epiphysis of fifth metacarpal bone	Human Phenotype Ontology	C5421723		18 Nov 2021	Finding
HP:0041143	Fractured tibia	Human Phenotype Ontology	C0040185		18 Nov 2021	Finding
HP:0041144	Fractured clavicle bone	Human Phenotype Ontology	C5421724		18 Nov 2021	Finding
HP:0041145	Fractured acetabular part of hip bone	Human Phenotype Ontology	C5421725		18 Nov 2021	Finding
HP:0041146	Fractured coccyx	Human Phenotype Ontology	C0149860		18 Nov 2021	Finding
HP:0041147	Fractured epiphysis	Human Phenotype Ontology	C5203015		18 Nov 2021	Finding
HP:0041149	Fractured navicular bone of pes	Human Phenotype Ontology	C5421726		18 Nov 2021	Finding
HP:0041150	Fractured cuboid bone	Human Phenotype Ontology	C2867626		18 Nov 2021	Finding
HP:0041152	Fractured sternoclavicular joint	Human Phenotype Ontology	C5421727		18 Nov 2021	Finding
HP:0041153	Fractured ankle	Human Phenotype Ontology	C0159877		18 Nov 2021	Finding
HP:0041154	Fractured elbow joint	Human Phenotype Ontology	C5421728		18 Nov 2021	Finding
HP:0041155	Fractured mandible	Human Phenotype Ontology	C0024692		18 Nov 2021	Finding
HP:0041156	Fractured orbit of skull	Human Phenotype Ontology	C0029184		18 Nov 2021	Finding
HP:0041157	Fractured larynx	Human Phenotype Ontology	C0238229		18 Nov 2021	Finding
HP:0041159	Fractured rib	Human Phenotype Ontology	C0035522		18 Nov 2021	Finding
HP:0041162	Fractured foot bone	Human Phenotype Ontology	C0272774		18 Nov 2021	Finding
HP:0041163	Fractured manual digit	Human Phenotype Ontology	C5421730		18 Nov 2021	Finding
HP:0041164	Fractured talus	Human Phenotype Ontology	C0347813		18 Nov 2021	Finding
HP:0041165	Fractured maxilla	Human Phenotype Ontology	C0024953		18 Nov 2021	Finding
HP:0041166	Fractured vertebra	Human Phenotype Ontology	C0080179		18 Nov 2021	Finding
HP:0041167	Fractured cervical vertebra	Human Phenotype Ontology	C0262414		18 Nov 2021	Finding
HP:0041168	Fractured lumbar vertebra	Human Phenotype Ontology	C0262544		18 Nov 2021	Finding
HP:0041172	Fractured fused sacrum	Human Phenotype Ontology	C5421731		18 Nov 2021	Finding
HP:0041173	Fractured metacarpophalangeal joint	Human Phenotype Ontology	C0585048		18 Nov 2021	Finding
HP:0041174	Fractured distal phalanx of manus	Human Phenotype Ontology	C5421732		18 Nov 2021	Finding
HP:0041175	Fractured middle phalanx of pes	Human Phenotype Ontology	C5421733		18 Nov 2021	Finding
HP:0041176	Fractured distal phalanx of manual digit 2	Human Phenotype Ontology	C5421734		18 Nov 2021	Finding
HP:0041177	Fractured distal phalanx of manual digit 3	Human Phenotype Ontology	C5421735		18 Nov 2021	Finding
HP:0041178	Fractured distal phalanx of manual digit 4	Human Phenotype Ontology	C5421736		18 Nov 2021	Finding
HP:0041179	Fractured distal phalanx of manual digit 5	Human Phenotype Ontology	C5421737		18 Nov 2021	Finding
HP:0041180	Fractured distal phalanx of pedal digit 1	Human Phenotype Ontology	C5421738		18 Nov 2021	Finding
HP:0041181	Fractured distal phalanx of pedal digit 3	Human Phenotype Ontology	C5421739		18 Nov 2021	Finding
HP:0041182	Fractured middle phalanx of manual digit 2	Human Phenotype Ontology	C5421740		18 Nov 2021	Finding
HP:0041183	Fractured middle phalanx of manual digit 3	Human Phenotype Ontology	C5421741		18 Nov 2021	Finding
HP:0041184	Fractured middle phalanx of manual digit 4	Human Phenotype Ontology	C5421742		18 Nov 2021	Finding
HP:0041185	Fractured middle phalanx of manual digit 5	Human Phenotype Ontology	C5421743		18 Nov 2021	Finding
HP:0041186	Fractured middle phalanx of pedal digit 3	Human Phenotype Ontology	C5421744		18 Nov 2021	Finding
HP:0041187	Fractured proximal phalanx of pedal digit 1	Human Phenotype Ontology	C5421745		18 Nov 2021	Finding
HP:0041188	Fractured proximal phalanx of manual digit 1	Human Phenotype Ontology	C5421746		18 Nov 2021	Finding
HP:0041189	Fractured epiphysis of femur	Human Phenotype Ontology	C3694685		18 Nov 2021	Finding
HP:0041190	Fractured epiphysis of second metacarpal bone	Human Phenotype Ontology	C5421747		18 Nov 2021	Finding
HP:0041191	Fractured epiphysis of third metacarpal bone	Human Phenotype Ontology	C5421748		18 Nov 2021	Finding
HP:0041192	Fractured epiphysis of fourth metacarpal bone	Human Phenotype Ontology	C5421749		18 Nov 2021	Finding
HP:0041193	Fractured epiphysis of first metatarsal bone	Human Phenotype Ontology	C5421750		18 Nov 2021	Finding
HP:0041194	Fractured epiphysis of second metatarsal bone	Human Phenotype Ontology	C5421751		18 Nov 2021	Finding
HP:0041195	Fractured epiphysis of third metatarsal bone	Human Phenotype Ontology	C5421752		18 Nov 2021	Finding
HP:0041196	Fractured distal epiphysis of radius	Human Phenotype Ontology	C5421753		18 Nov 2021	Finding
HP:0041197	Fractured proximal epiphysis of first metacarpal bone	Human Phenotype Ontology	C5421754		18 Nov 2021	Finding
HP:0041198	Fractured proximal epiphysis of middle phalanx of manual digit 3	Human Phenotype Ontology	C5421755		18 Nov 2021	Finding
HP:0041199	Fractured interphalangeal joint	Human Phenotype Ontology	C5421756		18 Nov 2021	Finding
HP:0041200	Fractured sternal end of clavicle	Human Phenotype Ontology	C0272600		18 Nov 2021	Finding
HP:0041209	Fractured epiphysis of middle phalanx of manus	Human Phenotype Ontology	C5421757		18 Nov 2021	Finding
HP:0041210	Fractured lateral malleolus of fibula	Human Phenotype Ontology	C5421758		18 Nov 2021	Finding
HP:0041211	Fractured proximal phalanx of digit 2	Human Phenotype Ontology	C5421780		18 Nov 2021	Finding
HP:0041212	Fractured proximal phalanx of digit 3	Human Phenotype Ontology	C5421759		18 Nov 2021	Finding
HP:0041213	Fractured proximal phalanx of digit 4	Human Phenotype Ontology	C5421760		18 Nov 2021	Finding
HP:0041214	Fractured proximal phalanx of digit 5	Human Phenotype Ontology	C5421761		18 Nov 2021	Finding
HP:0041215	Fractured fused metatarsal bones 2-4	Human Phenotype Ontology	C5421762		18 Nov 2021	Finding
HP:0041216	Fractured distal epiphysis of distal phalanx of manual digit 1	Human Phenotype Ontology	C5421763		18 Nov 2021	Finding
HP:0041217	Fractured shoulder	Human Phenotype Ontology	C0037006		18 Nov 2021	Finding
HP:0041218	Fractured distal phalanx	Human Phenotype Ontology	C0840655		18 Nov 2021	Finding
HP:0041219	Fractured elbow	Human Phenotype Ontology	C0600106		18 Nov 2021	Finding
HP:0041220	Fractured facial bone	Human Phenotype Ontology	C0159321		18 Nov 2021	Finding
HP:0041221	Fractured head of femur	Human Phenotype Ontology	C0743887		18 Nov 2021	Finding
HP:0041222	Fractured fibula	Human Phenotype Ontology	C0149699		18 Nov 2021	Finding
HP:0041223	Fractured metatarsal bone of digit 5	Human Phenotype Ontology	C5421764		18 Nov 2021	Finding
HP:0041224	Fractured manual digit bone	Human Phenotype Ontology	C5421765		18 Nov 2021	Finding
HP:0041225	Fractured metacarpal bone of digit 1	Human Phenotype Ontology	C5421766		18 Nov 2021	Finding
HP:0041226	Fractured distal tarsal bone	Human Phenotype Ontology	C5421781		18 Nov 2021	Finding
HP:0041227	Fractured distal tarsal bone 2	Human Phenotype Ontology	C5421767		18 Nov 2021	Finding
HP:0041228	Fractured distal tarsal bone 3	Human Phenotype Ontology	C5421768		18 Nov 2021	Finding
HP:0041230	Fractured metatarsal bone of digit 4	Human Phenotype Ontology	C5421769		18 Nov 2021	Finding
HP:0041231	Fractured metatarsal bone of digit 1	Human Phenotype Ontology	C5421770		18 Nov 2021	Finding
HP:0041232	Fractured skeleton of manual acropodium	Human Phenotype Ontology	C5421771		18 Nov 2021	Finding
HP:0041233	Fractured ilium	Human Phenotype Ontology	C0347805		18 Nov 2021	Finding
HP:0041234	Fractured bone of jaw	Human Phenotype Ontology	C5421772		18 Nov 2021	Finding
HP:0041235	Fractured hindlimb bone	Human Phenotype Ontology	C5421773		18 Nov 2021	Finding
HP:0041236	Fractured middle phalanx of manus	Human Phenotype Ontology	C5421774		18 Nov 2021	Finding
HP:0041237	Fractured patella	Human Phenotype Ontology	C0159849		18 Nov 2021	Finding
HP:0041239	Fractured manual digit 1 phalanx	Human Phenotype Ontology	C5421775		18 Nov 2021	Finding
HP:0041240	Fractured phalanx of pes	Human Phenotype Ontology	C5421776		18 Nov 2021	Finding
HP:0041241	Fractured phalanx of manus	Human Phenotype Ontology	C5421777		18 Nov 2021	Finding
HP:0041243	Fractured proximal phalanx of manus	Human Phenotype Ontology	C5421778		18 Nov 2021	Finding
HP:0041244	Fractured scapula	Human Phenotype Ontology	C0159667		18 Nov 2021	Finding
HP:0041245	Fractured shoulder bone	Human Phenotype Ontology	C5421779		18 Nov 2021	Finding
HP:0041246	Fractured sternum	Human Phenotype Ontology	C0238436		18 Nov 2021	Finding
HP:0041247	Fractured tarsal bone	Human Phenotype Ontology	C0281851		18 Nov 2021	Finding
HP:0041248	Fractured carpal bone	Human Phenotype Ontology	C0016644		18 Nov 2021	Finding
HP:0041249	Fractured nose	Human Phenotype Ontology	C0339848		18 Nov 2021	Finding
HP:0045001	Abnormal ossification of the trapezium	Human Phenotype Ontology	C4022409		16 Feb 2016	Finding
HP:0045002	Absent ossification of the trapezium	Human Phenotype Ontology	C4022408		16 Feb 2016	Finding
HP:0045003	Abnormal ossification of the scaphoid	Human Phenotype Ontology	C4022407		16 Feb 2016	Finding
HP:0045004	Abnormal ossification of the trapezoid bone	Human Phenotype Ontology	C4022406		16 Feb 2016	Finding
HP:0045005	Neural tube defect	Human Phenotype Ontology	C0027794	182940.0	16 Feb 2016	Disease
HP:0045006	Aplasia of lymphatic vessels	Human Phenotype Ontology	C4022404		16 Feb 2016	Finding
HP:0045007	Abnormal substantia nigra morphology	Human Phenotype Ontology	C4022403		18 Nov 2021	Finding
HP:0045008	Abnormal shape of the radius	Human Phenotype Ontology	C4022402		16 Feb 2016	Finding
HP:0045009	Abnormal morphology of the radius	Human Phenotype Ontology	C4022401		16 Feb 2016	Finding
HP:0045010	Abnormality of peripheral nerves	Human Phenotype Ontology	C4022400		16 Feb 2016	Finding
HP:0045011	Decreased urine bicarbonate concentration	Human Phenotype Ontology	C4022399		16 Feb 2016	Finding
HP:0045012	Decreased urinary catecholamine concentration	Human Phenotype Ontology	C4022398		16 Feb 2016	Finding
HP:0045014	Hypolipidemia	Human Phenotype Ontology	C0342892		16 Feb 2016	Finding
HP:0045017	Congenital malformation of the left heart	Human Phenotype Ontology	C4022397		16 Feb 2016	Finding
HP:0045018	Partial duplication of eyebrows	Human Phenotype Ontology	C4022396		16 Feb 2016	Finding
HP:0045025	Narrow palpebral fissure	Human Phenotype Ontology	C2675021		02 Apr 2017	Finding
HP:0045026	Abnormality of the mediastinum	Human Phenotype Ontology	C4022395		16 Feb 2016	Finding
HP:0045027	Abnormality of the thoracic cavity	Human Phenotype Ontology	C4022394		16 Feb 2016	Finding
HP:0045028	Microlissencephaly	Human Phenotype Ontology	C1956147		16 Feb 2016	Disease
HP:0045034	Elevated urinary aminoisobutyric acid	Human Phenotype Ontology	C4022393		16 Feb 2016	Finding
HP:0045035	Decreased urinary copper concentration	Human Phenotype Ontology	C4073164		16 Feb 2016	Finding
HP:0045036	Abnormal urinary copper concentration	Human Phenotype Ontology	C4073165		16 Feb 2016	Finding
HP:0045037	Abnormality of jaw muscles	Human Phenotype Ontology	C4073166		16 Feb 2016	Finding
HP:0045038	Gastric lymphoma	Human Phenotype Ontology	C0349532		16 Feb 2016	Finding
HP:0045039	Osteolysis involving bones of the upper limbs	Human Phenotype Ontology	C4073167		16 Feb 2016	Finding
HP:0045040	Abnormal lactate dehydrogenase level	Human Phenotype Ontology	C4073168		18 Nov 2021	Finding
HP:0045041	Reduced lactate dehydrogenase B level	Human Phenotype Ontology	C4477051		04 Apr 2018	Finding
HP:0045042	Decreased serum complement C4	Human Phenotype Ontology	C4073169		16 Feb 2016	Finding
HP:0045045	Elevated circulating acylcarnitine concentration	Human Phenotype Ontology	C4073171		18 Nov 2021	Finding
HP:0045046	Reduced insulin like growth factor binding protein acid labile subunit level	Human Phenotype Ontology	C4321359		04 Apr 2018	Finding
HP:0045047	HbS hemoglobin	Human Phenotype Ontology	C4282073		16 Feb 2016	Finding
HP:0045048	Increased HbA2 hemoglobin	Human Phenotype Ontology	C4073172		16 Feb 2016	Finding
HP:0045049	Abnormal DLCO	Human Phenotype Ontology	C4073173		16 Feb 2016	Finding
HP:0045050	Increased DLCO	Human Phenotype Ontology	C4073174		16 Feb 2016	Finding
HP:0045051	Decreased DLCO	Human Phenotype Ontology	C4073175		16 Feb 2016	Finding
HP:0045052	Abnormality of the brachial nerve plexus	Human Phenotype Ontology	C4073176		16 Feb 2016	Finding
HP:0045053	Abnormality of the lumbosacral nerve plexus	Human Phenotype Ontology	C4073177		16 Feb 2016	Finding
HP:0045054	Brachial plexus neuropathy	Human Phenotype Ontology	C0700251		16 Feb 2016	Finding
HP:0045055	Tiger tail banding	Human Phenotype Ontology	C4073178		16 Feb 2016	Finding
HP:0045056	Abnormal levels of alpha-fetoprotein	Human Phenotype Ontology	C4073179		16 Feb 2016	Finding
HP:0045057	Decreased levels of alpha-fetoprotein	Human Phenotype Ontology	C4073295		16 Feb 2016	Finding
HP:0045058	Abnormality of the testis size	Human Phenotype Ontology	C4073180		02 Apr 2017	Finding
HP:0045059	Hyperkeratotic papule	Human Phenotype Ontology	C2047516		02 Apr 2017	Finding
HP:0045060	Aplasia/hypoplasia involving bones of the extremities	Human Phenotype Ontology	C4073181		02 Apr 2017	Finding
HP:0045061	Decreased carnitine level in liver	Human Phenotype Ontology	C4073182		02 Apr 2017	Finding
HP:0045063	Increased PIVKA-II	Human Phenotype Ontology	C1112467		02 Apr 2017	Finding
HP:0045073	Serositis	Human Phenotype Ontology	C0036749		02 Apr 2017	Finding
HP:0045074	Thin eyebrow	Human Phenotype Ontology	C4281771		02 Apr 2017	Finding
HP:0045075	Sparse eyebrow	Human Phenotype Ontology	C1832446		02 Apr 2017	Finding
HP:0045079	Distal femoral metaphyseal irregularity	Human Phenotype Ontology	C4477052		02 Apr 2017	Finding
HP:0045080	Decreased proportion of CD3-positive T cells	Human Phenotype Ontology	C4477053		18 Nov 2021	Finding
HP:0045081	Abnormality of body mass index	Human Phenotype Ontology	C3805014		02 Apr 2017	Finding
HP:0045082	Decreased body mass index	Human Phenotype Ontology	C0231255		02 Apr 2017	Finding
HP:0045084	Limb myoclonus	Human Phenotype Ontology	C4477055		02 Apr 2017	Finding
HP:0045085	Atrophy of masseter muscle	Human Phenotype Ontology	C3670700		04 Apr 2018	Finding
HP:0045086	Knee joint hypermobility	Human Phenotype Ontology	C0574978		04 Apr 2018	Finding
HP:0045087	Hip joint hypermobility	Human Phenotype Ontology	C0574977		04 Apr 2018	Finding
HP:0045088	Clinical relevance	Human Phenotype Ontology	C5209294		18 Nov 2021	Finding
HP:0045089	Distinctive finding	Human Phenotype Ontology	C5209295		18 Nov 2021	Finding
HP:0045090	Minor finding	Human Phenotype Ontology	C5209296		18 Nov 2021	Finding
HP:0046502	Anorgasmia	Human Phenotype Ontology	C0234022		18 Nov 2021	Finding
HP:0046503	Increased libido	Human Phenotype Ontology	C0021177		18 Nov 2021	Finding
HP:0046504	Decreased libido	Human Phenotype Ontology	C0011124		18 Nov 2021	Finding
HP:0046505	Hand pain	Human Phenotype Ontology	C0239833		18 Nov 2021	Finding
HP:0046506	Pain in head and neck region	Human Phenotype Ontology	C0578055		18 Nov 2021	Finding
HP:0046507	Bradypnea	Human Phenotype Ontology	C0231837		23 Nov 2021	Finding
HP:0046508	Abnormal cervical spine morphology	Human Phenotype Ontology	C5398012		18 Nov 2021	Finding
HP:0100000	Early onset of sexual maturation	Human Phenotype Ontology	C4022392		16 Feb 2016	Finding
HP:0100004	Pericardial mesothelioma	Human Phenotype Ontology	C1335381		16 Feb 2016	Finding
HP:0100005	Testicular mesothelioma	Human Phenotype Ontology	C4022391		16 Feb 2016	Finding
HP:0100006	Neoplasm of the central nervous system	Human Phenotype Ontology	C0085136		16 Feb 2016	Finding
HP:0100007	Neoplasm of the peripheral nervous system	Human Phenotype Ontology	C0031118		16 Feb 2016	Finding
HP:0100008	Schwannoma	Human Phenotype Ontology	C0027809		16 Feb 2016	Disease
HP:0100009	Intracranial meningioma	Human Phenotype Ontology	C0349604		16 Feb 2016	Finding
HP:0100010	Spinal meningioma	Human Phenotype Ontology	C0347515		16 Feb 2016	Finding
HP:0100011	Scleral schwannoma	Human Phenotype Ontology	C4022390		16 Feb 2016	Finding
HP:0100012	Neoplasm of the eye	Human Phenotype Ontology	C0015414		16 Feb 2016	Finding
HP:0100014	Epiretinal membrane	Human Phenotype Ontology	C0339543		16 Feb 2016	Finding
HP:0100015	Stahl ear	Human Phenotype Ontology	C1862689		16 Feb 2016	Finding
HP:0100016	Abnormality of mesentery morphology	Human Phenotype Ontology	C4293672		02 Apr 2017	Finding
HP:0100017	Capsular cataract	Human Phenotype Ontology	C0339352		16 Feb 2016	Finding
HP:0100018	Nuclear cataract	Human Phenotype Ontology	C0392557		16 Feb 2016	Finding
HP:0100019	Cortical cataract	Human Phenotype Ontology	C0271160		16 Feb 2016	Finding
HP:0100020	Posterior capsular cataract	Human Phenotype Ontology	C4022388		16 Feb 2016	Finding
HP:0100021	Cerebral palsy	Human Phenotype Ontology	C0007789		16 Feb 2016	Finding
HP:0100022	Movement disorder	Human Phenotype Ontology	C0026650		19 Apr 2022	Disease
HP:0100023	Recurrent hand flapping	Human Phenotype Ontology	C4022387		16 Feb 2016	Finding
HP:0100024	Conspicuously happy disposition	Human Phenotype Ontology	C4021029		16 Feb 2016	Finding
HP:0100025	Overfriendliness	Human Phenotype Ontology	C4022386		16 Feb 2016	Finding
HP:0100026	Arteriovenous malformation	Human Phenotype Ontology	C0003857		16 Feb 2016	Finding
HP:0100027	Recurrent pancreatitis	Human Phenotype Ontology	C4551632		16 Feb 2016	Finding
HP:0100028	Ectopic thyroid	Human Phenotype Ontology	C0266283		16 Feb 2016	Finding
HP:0100029	Lingual thyroid	Human Phenotype Ontology	C0266284		16 Feb 2016	Finding
HP:0100030	Accessory ectopic thyroid tissue	Human Phenotype Ontology	C4022385		16 Feb 2016	Finding
HP:0100033	Tics	Human Phenotype Ontology	C2169806		16 Feb 2016	Finding
HP:0100034	Motor tics	Human Phenotype Ontology	C0751900		16 Feb 2016	Finding
HP:0100035	Phonic tics	Human Phenotype Ontology	C0751901		16 Feb 2016	Finding
HP:0100036	Pseudo-fractures	Human Phenotype Ontology	C4021028		16 Feb 2016	Finding
HP:0100037	Abnormality of the scalp hair	Human Phenotype Ontology	C4022384		16 Feb 2016	Finding
HP:0100038	Slow-growing scalp hair	Human Phenotype Ontology	C4022383		16 Feb 2016	Finding
HP:0100039	Thickened cortex of bones	Human Phenotype Ontology	C4022382		16 Feb 2016	Finding
HP:0100040	Broad 2nd toe	Human Phenotype Ontology	C4022381		16 Feb 2016	Finding
HP:0100041	Broad 3rd toe	Human Phenotype Ontology	C4022380		16 Feb 2016	Finding
HP:0100042	Broad 4th toe	Human Phenotype Ontology	C4022379		16 Feb 2016	Finding
HP:0100043	Broad 5th toe	Human Phenotype Ontology	C4022378		16 Feb 2016	Finding
HP:0100044	Absent epiphyses of the 2nd toe	Human Phenotype Ontology	C4022377		16 Feb 2016	Finding
HP:0100045	Bracket epiphyses of the 2nd toe	Human Phenotype Ontology	C4022376		16 Feb 2016	Finding
HP:0100046	Cone-shaped epiphyses of the 2nd toe	Human Phenotype Ontology	C4022375		16 Feb 2016	Finding
HP:0100047	Enlarged epiphyses of the 2nd toe	Human Phenotype Ontology	C4022374		16 Feb 2016	Finding
HP:0100048	Fragmentation of the epiphyses of the 2nd toe	Human Phenotype Ontology	C4022373		16 Feb 2016	Finding
HP:0100049	Irregular epiphyses of the 2nd toe	Human Phenotype Ontology	C4022372		16 Feb 2016	Finding
HP:0100050	Ivory epiphyses of the 2nd toe	Human Phenotype Ontology	C4022371		16 Feb 2016	Finding
HP:0100051	Pseudoepiphyses of the 2nd toe	Human Phenotype Ontology	C4022370		16 Feb 2016	Finding
HP:0100052	Small epiphyses of the 2nd toe	Human Phenotype Ontology	C4022369		16 Feb 2016	Finding
HP:0100053	Stippling of the epiphyses of the 2nd toe	Human Phenotype Ontology	C4022368		16 Feb 2016	Finding
HP:0100054	Triangular epiphyses of the 2nd toe	Human Phenotype Ontology	C4022367		16 Feb 2016	Finding
HP:0100055	Absent epiphyses of the 3rd toe	Human Phenotype Ontology	C4022366		16 Feb 2016	Finding
HP:0100056	Bracket epiphyses of the 3rd toe	Human Phenotype Ontology	C4022365		16 Feb 2016	Finding
HP:0100057	Cone-shaped epiphyses of the 3rd toe	Human Phenotype Ontology	C4022364		16 Feb 2016	Finding
HP:0100058	Enlarged epiphyses of the 3rd toe	Human Phenotype Ontology	C4022363		16 Feb 2016	Finding
HP:0100059	Fragmentation of the epiphyses of the 3rd toe	Human Phenotype Ontology	C4022362		16 Feb 2016	Finding
HP:0100060	Irregular epiphyses of the 3rd toe	Human Phenotype Ontology	C4022361		16 Feb 2016	Finding
HP:0100061	Ivory epiphyses of the 3rd toe	Human Phenotype Ontology	C4022360		16 Feb 2016	Finding
HP:0100062	Pseudoepiphyses of the 3rd toe	Human Phenotype Ontology	C4022359		16 Feb 2016	Finding
HP:0100063	Small epiphyses of the 3rd toe	Human Phenotype Ontology	C4022358		16 Feb 2016	Finding
HP:0100064	Stippling of the epiphyses of the 3rd toe	Human Phenotype Ontology	C4022357		16 Feb 2016	Finding
HP:0100065	Triangular epiphyses of the 3rd toe	Human Phenotype Ontology	C4022356		16 Feb 2016	Finding
HP:0100066	Absent epiphyses of the 4th toe	Human Phenotype Ontology	C4022355		16 Feb 2016	Finding
HP:0100067	Bracket epiphyses of the 4th toe	Human Phenotype Ontology	C4022354		16 Feb 2016	Finding
HP:0100068	Cone-shaped epiphyses of the 4th toe	Human Phenotype Ontology	C4022353		16 Feb 2016	Finding
HP:0100069	Enlarged epiphyses of the 4th toe	Human Phenotype Ontology	C4022352		16 Feb 2016	Finding
HP:0100070	Fragmentation of the epiphyses of the 4th toe	Human Phenotype Ontology	C4022351		16 Feb 2016	Finding
HP:0100071	Irregular epiphyses of the 4th toe	Human Phenotype Ontology	C4022350		16 Feb 2016	Finding
HP:0100072	Ivory epiphyses of the 4th toe	Human Phenotype Ontology	C4022349		16 Feb 2016	Finding
HP:0100073	Pseudoepiphyses of the 4th toe	Human Phenotype Ontology	C4022348		16 Feb 2016	Finding
HP:0100074	Small epiphyses of the 4th toe	Human Phenotype Ontology	C4022347		16 Feb 2016	Finding
HP:0100075	Stippling of the epiphyses of the 4th toe	Human Phenotype Ontology	C4022346		16 Feb 2016	Finding
HP:0100076	Triangular epiphyses of the 4th toe	Human Phenotype Ontology	C4022345		16 Feb 2016	Finding
HP:0100077	Absent epiphyses of the 5th toe	Human Phenotype Ontology	C4022344		16 Feb 2016	Finding
HP:0100078	Bracket epiphyses of the 5th toe	Human Phenotype Ontology	C4022343		16 Feb 2016	Finding
HP:0100079	Cone-shaped epiphyses of the 5th toe	Human Phenotype Ontology	C4022342		16 Feb 2016	Finding
HP:0100080	Enlarged epiphyses of the 5th toe	Human Phenotype Ontology	C4022341		16 Feb 2016	Finding
HP:0100081	Fragmentation of the epiphyses of the 5th toe	Human Phenotype Ontology	C4022340		16 Feb 2016	Finding
HP:0100082	Irregular epiphyses of the 5th toe	Human Phenotype Ontology	C4022339		16 Feb 2016	Finding
HP:0100083	Ivory epiphyses of the 5th toe	Human Phenotype Ontology	C4022338		16 Feb 2016	Finding
HP:0100084	Pseudoepiphyses of the 5th toe	Human Phenotype Ontology	C4022337		16 Feb 2016	Finding
HP:0100085	Small epiphyses of the 5th toe	Human Phenotype Ontology	C4022336		16 Feb 2016	Finding
HP:0100086	Stippling of the epiphyses of the 5th toe	Human Phenotype Ontology	C4022335		16 Feb 2016	Finding
HP:0100087	Triangular epiphyses of the 5th toe	Human Phenotype Ontology	C4022334		16 Feb 2016	Finding
HP:0100088	Abnormality of the epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022333		16 Feb 2016	Finding
HP:0100089	Abnormality of the epiphysis of the middle phalanx of the 2nd toe	Human Phenotype Ontology	C4022332		16 Feb 2016	Finding
HP:0100090	Abnormality of the epiphysis of the proximal phalanx of the 2nd toe	Human Phenotype Ontology	C4022331		16 Feb 2016	Finding
HP:0100091	Abnormality of the epiphysis of the distal phalanx of the 3rd toe	Human Phenotype Ontology	C4022330		16 Feb 2016	Finding
HP:0100092	Abnormality of the epiphysis of the middle phalanx of the 3rd toe	Human Phenotype Ontology	C4022329		16 Feb 2016	Finding
HP:0100093	Abnormality of the epiphysis of the proximal phalanx of the 3rd toe	Human Phenotype Ontology	C4022328		16 Feb 2016	Finding
HP:0100094	Abnormality of the epiphysis of the distal phalanx of the 4th toe	Human Phenotype Ontology	C4022327		16 Feb 2016	Finding
HP:0100095	Abnormality of the epiphysis of the middle phalanx of the 4th toe	Human Phenotype Ontology	C4022326		16 Feb 2016	Finding
HP:0100096	Abnormality of the epiphysis of the proximal phalanx of the 4th toe	Human Phenotype Ontology	C4022325		16 Feb 2016	Finding
HP:0100097	Abnormality of the epiphysis of the distal phalanx of the 5th toe	Human Phenotype Ontology	C4022324		16 Feb 2016	Finding
HP:0100098	Abnormality of the epiphysis of the middle phalanx of the 5th toe	Human Phenotype Ontology	C4022323		16 Feb 2016	Finding
HP:0100099	Abnormality of the epiphysis of the proximal phalanx of the 5th toe	Human Phenotype Ontology	C4022322		16 Feb 2016	Finding
HP:0100100	Absent epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022321		16 Feb 2016	Finding
HP:0100101	Bracket epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022320		16 Feb 2016	Finding
HP:0100102	Cone-shaped epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022319		16 Feb 2016	Finding
HP:0100103	Enlarged epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022318		16 Feb 2016	Finding
HP:0100104	Fragmentation of the epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022317		16 Feb 2016	Finding
HP:0100105	Irregular epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022316		16 Feb 2016	Finding
HP:0100106	Ivory epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022315		16 Feb 2016	Finding
HP:0100107	Pseudoepiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022314		16 Feb 2016	Finding
HP:0100108	Small epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022313		16 Feb 2016	Finding
HP:0100109	Stippling of the epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022312		16 Feb 2016	Finding
HP:0100110	Triangular epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022311		16 Feb 2016	Finding
HP:0100111	Absent epiphysis of the middle phalanx of the 2nd toe	Human Phenotype Ontology	C4022310		16 Feb 2016	Finding
HP:0100112	Bracket epiphysis of the middle phalanx of the 2nd toe	Human Phenotype Ontology	C4022309		16 Feb 2016	Finding
