COSMIC_PHENOTYPE_ID,SITE_PRIMARY,SITE_SUBTYPE1,SITE_SUBTYPE2,SITE_SUBTYPE3,HISTOLOGY,HIST_SUBTYPE1,HIST_SUBTYPE2,HIST_SUBTYPE3,SITE_PRIMARY_COSMIC,SITE_SUBTYPE1_COSMIC,SITE_SUBTYPE2_COSMIC,SITE_SUBTYPE3_COSMIC,HISTOLOGY_COSMIC,HIST_SUBTYPE1_COSMIC,HIST_SUBTYPE2_COSMIC,HIST_SUBTYPE3_COSMIC,NCI,EFO
COSO27986712,blood_bone_marrow,NS,NS,NS,mastocytosis,systemic,indolent,associated_with_clonal_haematological_non-mast_cell_disease,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,mast_cell_neoplasm,systemic_mastocytosis,indolent_and_associated_with_other_haematological_disorder,C9295,http://www.ebi.ac.uk/efo/EFO_0009000
COSO62076169,arm,NS,NS,NS,lipoma,NS,NS,NS,soft_tissue,fat,arm,NS,lipoma,NS,NS,NS,C3192,http://www.ebi.ac.uk/efo/EFO_0000759
COSO28376128,skin,NS,NS,NS,neurofibroma,NS,NS,NS,soft_tissue,nerve_sheath,NS,NS,neurofibroma,NS,NS,NS,C3272,http://www.ebi.ac.uk/efo/EFO_0000622
COSO37736185,abdomen,NS,NS,NS,dermatofibrosarcoma_protuberans,sclerosing,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,abdomen,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO54266185,vulva,NS,NS,NS,dermatofibrosarcoma_protuberans,sclerosing,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,vulva,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO37736185,abdomen,NS,NS,NS,dermatofibrosarcoma_protuberans,with_fibrosarcomatous_lesion,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,abdomen,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO60026185,cheek,NS,NS,NS,dermatofibrosarcoma_protuberans,with_fibrosarcomatous_lesion,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,cheek,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO36736185,supraclavicular,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,chest,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO279810976,blood_bone_marrow,NS,NS,NS,myelofibrosis,with_splanchinc_vein_thrombosis,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelofibrosis,NS,NS,C3248,
COSO29096562,skin,NS,NS,NS,lymphoma,cutaneous_T_cell,transformed_mycosis_fungoides,NS,haematopoietic_and_lymphoid_tissue,skin,NS,NS,lymphoid_neoplasm,mycosis_fungoides-Sezary_syndrome,NS,NS,C9265,
COSO29324954,head_neck,NS,NS,NS,NS,NS,NS,NS,upper_aerodigestive_tract,head_neck,NS,NS,NS,NS,NS,NS,C3077,http://www.ebi.ac.uk/efo/EFO_0005950
COSO621311970,midline_organs,NS,NS,NS,midline_carcinoma,NS,NS,NS,midline_organs,NS,NS,NS,midline_carcinoma,NS,NS,NS,C45716,http://www.ebi.ac.uk/efo/EFO_0005783
COSO38264830,eye,conjunctiva,NS,NS,carcinoma,squamous_cell,NS,NS,eye,conjunctiva,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4549,http://www.ebi.ac.uk/efo/EFO_1000206
COSO622110550,central_nervous_system,NS,NS,NS,haemangioblastoma,NS,NS,NS,soft_tissue,blood_vessel,central_nervous_system,NS,haemangioblastoma,NS,NS,NS,C3801,http://purl.obolibrary.org/obo/MONDO_0016748
COSO279810974,blood_bone_marrow,NS,NS,NS,myelofibrosis,post_ET,with_osteosclerosis,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelofibrosis,post-thrombocythaemic-polycythaemic,NS,C3248,
COSO31366152,NS,NS,NS,NS,liposarcoma,well_differentiated,NS,NS,soft_tissue,fat,NS,NS,liposarcoma,well_differentiated,NS,NS,C4250,http://www.ebi.ac.uk/efo/EFO_0000736
COSO31366147,NS,NS,NS,NS,liposarcoma,dedifferentiated,NS,NS,soft_tissue,fat,NS,NS,liposarcoma,dedifferentiated,NS,NS,C3704,http://www.ebi.ac.uk/efo/EFO_0003085
COSO31366155,NS,NS,NS,NS,liposarcoma,pleomorphic,NS,NS,soft_tissue,fat,NS,NS,liposarcoma,pleomorphic,NS,NS,C3705,http://www.ebi.ac.uk/efo/EFO_0003083
COSO31356211,NS,NS,NS,NS,myxofibrosarcoma,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,fibrosarcoma,myxofibrosarcoma,NS,NS,C6496,
COSO27985106,blood_bone_marrow,NS,NS,NS,mastocytosis,systemic,associated_with_MPN,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,mast_cell_neoplasm,systemic_mastocytosis,associated_with_other_haematological_disorder,C9295,http://www.ebi.ac.uk/efo/EFO_0009000
COSO279818351,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M2,post_PV,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_polycythaemia_vera,NS,NS,C25765,
COSO279818351,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M1,post_PV,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_polycythaemia_vera,NS,NS,C25765,
COSO279818351,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M0,post_PV,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_polycythaemia_vera,NS,NS,C25765,
COSO279818351,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M6,post_PV,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_polycythaemia_vera,NS,NS,C25765,
COSO279818349,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M1,post_ET,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_essential_thrombocythaemia,NS,NS,C25765,
COSO279818349,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M2,post_ET,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_essential_thrombocythaemia,NS,NS,C25765,
COSO279818349,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M4,post_ET,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_essential_thrombocythaemia,NS,NS,C25765,
COSO279818349,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M6,post_ET,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_essential_thrombocythaemia,NS,NS,C25765,
COSO279818349,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M7,post_ET,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_essential_thrombocythaemia,NS,NS,C25765,
COSO279818352,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M2,post_IMF,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_primary_myelofibrosis,NS,NS,C25765,
COSO279818352,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M7,post_IMF,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_primary_myelofibrosis,NS,NS,C25765,
COSO279818352,blood_bone_marrow,NS,NS,NS,leukaemia,biphenotypic,post_IMF,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_primary_myelofibrosis,NS,NS,C25765,
COSO37914813,adrenal_gland,bilateral_left,NS,NS,adrenal_cortical_carcinoma,NS,NS,NS,adrenal_gland,adrenal_gland,NS,NS,adrenal_cortical_carcinoma,NS,NS,NS,C9325,http://www.ebi.ac.uk/efo/EFO_1000796
COSO37914813,adrenal_gland,bilateral_right,NS,NS,adrenal_cortical_carcinoma,NS,NS,NS,adrenal_gland,adrenal_gland,NS,NS,adrenal_cortical_carcinoma,NS,NS,NS,C9325,http://www.ebi.ac.uk/efo/EFO_1000796
COSO284813017,central_nervous_system,NS,NS,NS,lymphoma,primary_central_nervous_system,NS,NS,haematopoietic_and_lymphoid_tissue,central_nervous_system,NS,NS,lymphoid_neoplasm,primary_central_nervous_system_lymphoma,NS,NS,C9301,http://www.ebi.ac.uk/efo/EFO_1000157
COSO58566137,skin,head_neck,NS,NS,nevus,Spitz,NS,NS,skin,head_neck,NS,NS,benign_melanocytic_nevus,Spitz,NS,NS,C27007,
COSO33746137,skin,trunk,NS,NS,nevus,Spitz,NS,NS,skin,trunk,NS,NS,benign_melanocytic_nevus,Spitz,NS,NS,C27007,
COSO33456137,skin,upper_leg,NS,NS,nevus,Spitz,NS,NS,skin,upper_leg,NS,NS,benign_melanocytic_nevus,Spitz,NS,NS,C27007,
COSO337410856,skin,trunk,NS,NS,spitzoid_tumour_of_uncertain_malignant_potential,NS,NS,NS,skin,trunk,NS,NS,other,atypical_Spitzoid_tumour,NS,NS,C7058,http://purl.obolibrary.org/obo/MONDO_0021143
COSO334510856,skin,upper_leg,NS,NS,spitzoid_tumour_of_uncertain_malignant_potential,NS,NS,NS,skin,upper_leg,NS,NS,other,atypical_Spitzoid_tumour,NS,NS,C7058,http://purl.obolibrary.org/obo/MONDO_0021143
COSO329210856,skin,upper_arm,NS,NS,spitzoid_tumour_of_uncertain_malignant_potential,NS,NS,NS,skin,upper_arm,NS,NS,other,atypical_Spitzoid_tumour,NS,NS,C7058,http://purl.obolibrary.org/obo/MONDO_0021143
COSO327810856,skin,distal_forearm-hand,NS,NS,spitzoid_tumour_of_uncertain_malignant_potential,NS,NS,NS,skin,forearm,NS,NS,other,atypical_Spitzoid_tumour,NS,NS,C7058,http://purl.obolibrary.org/obo/MONDO_0021143
COSO338010856,skin,lower_leg-foot,NS,NS,spitzoid_tumour_of_uncertain_malignant_potential,NS,NS,NS,skin,lower_leg,NS,NS,other,atypical_Spitzoid_tumour,NS,NS,C7058,http://purl.obolibrary.org/obo/MONDO_0021143
COSO33806137,skin,lower_leg-foot,NS,NS,nevus,Spitz,NS,NS,skin,lower_leg,NS,NS,benign_melanocytic_nevus,Spitz,NS,NS,C27007,
COSO32786137,skin,distal_forearm-hand,NS,NS,nevus,Spitz,NS,NS,skin,forearm,NS,NS,benign_melanocytic_nevus,Spitz,NS,NS,C27007,
COSO326617328,skin,NS,NS,NS,nevus,blue,cellular,NS,skin,NS,NS,NS,benign_melanocytic_nevus,blue,cellular,NS,C3803,http://www.ebi.ac.uk/efo/EFO_1000841
COSO59975274,lower_leg,NS,NS,NS,schwannoma,conventional,NS,NS,soft_tissue,nerve_sheath,lower_leg,NS,schwannoma,NS,NS,NS,C41430,http://www.ebi.ac.uk/efo/EFO_0000693
COSO97285274,lower_arm,NS,NS,NS,schwannoma,conventional,NS,NS,soft_tissue,nerve_sheath,lower_arm,NS,schwannoma,NS,NS,NS,C41430,http://www.ebi.ac.uk/efo/EFO_0000693
COSO97245274,groin,NS,NS,NS,schwannoma,conventional,NS,NS,soft_tissue,nerve_sheath,groin,NS,schwannoma,NS,NS,NS,C41430,http://www.ebi.ac.uk/efo/EFO_0000693
COSO27985106,blood_bone_marrow,NS,NS,NS,mastocytosis,systemic,AHNMD,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,mast_cell_neoplasm,systemic_mastocytosis,associated_with_other_haematological_disorder,C9295,http://www.ebi.ac.uk/efo/EFO_0009000
COSO339611121,skin,lumbar,NS,NS,seborrhoeic_keratosis,acanthotic,NS,NS,skin,lower_back,NS,NS,other,seborrhoeic_keratosis,acanthotic,NS,C9006,http://www.ebi.ac.uk/efo/EFO_0005584
COSO344511111,omentum,NS,NS,NS,inflammatory_myofibroblastic_tumour,epithelioid,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,omentum,NS,inflammatory_myofibroblastic_tumour,NS,NS,NS,C6481,http://purl.obolibrary.org/obo/MONDO_0015798
COSO344511111,omentum-mesentery,NS,NS,NS,inflammatory_myofibroblastic_tumour,epithelioid,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,omentum,NS,inflammatory_myofibroblastic_tumour,NS,NS,NS,C6481,http://purl.obolibrary.org/obo/MONDO_0015798
COSO288111111,small_intestine-mesentery,NS,NS,NS,inflammatory_myofibroblastic_tumour,epithelioid,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,inflammatory_myofibroblastic_tumour,NS,NS,NS,C6481,http://purl.obolibrary.org/obo/MONDO_0015798
COSO31356125,soft_tissue,NS,NS,NS,dermatofibroma,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,dermatofibroma,NS,NS,NS,C6801,http://www.ebi.ac.uk/efo/EFO_1000885
COSO27984905,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid,with_recurrent_genetic_abnormalities,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,NS,NS,C3171,http://www.ebi.ac.uk/efo/EFO_0000222
COSO571911597,trunk,NS,NS,NS,fibrosarcoma,infantile,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,trunk,NS,congenital_(infantile)_fibrosarcoma,NS,NS,NS,C4244,
COSO27814826,bile_duct,middle,NS,NS,adenocarcinoma,NS,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO32516015,salivary_gland,submandibular,NS,NS,carcinoma,hybrid,epithelial-myoepithelial,adenoid_cystic,salivary_gland,submandibular,NS,NS,carcinoma,adenoid_cystic_carcinoma,NS,NS,C5935,http://www.ebi.ac.uk/efo/EFO_1000555
COSO98016015,salivary_gland,retromolar,NS,NS,carcinoma,adenoid,cystic,NS,salivary_gland,retromolar,NS,NS,carcinoma,adenoid_cystic_carcinoma,NS,NS,C8026,http://purl.obolibrary.org/obo/MONDO_0003175
COSO29915492,lung,NS,NS,NS,carcinosarcoma,NS,NS,NS,lung,NS,NS,NS,carcinoma,carcinosarcoma,NS,NS,C3729,http://www.ebi.ac.uk/efo/EFO_1000356
COSO326611512,skin,NS,NS,NS,carcinoma,sebaceous,NS,NS,skin,NS,NS,NS,adnexal_tumour,sebaceous_carcinoma,NS,NS,C43341,
COSO340217607,skin,upper_back,NS,NS,melanocytic_tumour,combined,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,upper_back,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO327417607,skin,ear,NS,NS,melanocytic_tumour,combined,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,ear,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO329217607,skin,upper_arm,NS,NS,melanocytic_tumour,combined,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,upper_arm,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO328217607,skin,neck,NS,NS,melanocytic_tumour,combined,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,neck,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO338017607,skin,lower_leg,NS,NS,melanocytic_tumour,combined,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,lower_leg,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO329217607,skin,upper_arm,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,upper_arm,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO340217607,skin,upper_back,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,upper_back,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO329017607,skin,shoulder,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,shoulder,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO328217607,skin,neck,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,neck,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO339617607,skin,lower_back,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,lower_back,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO336817607,skin,knee,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,knee,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO328617607,skin,occipital,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,scalp,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO327417607,skin,ear,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,ear,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO330017607,skin,lower_arm,NS,NS,melanocytic_tumour,epithelioid,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,arm,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO330017607,skin,lower_arm,NS,NS,melanocytic_tumour,of_uncertain_malignant_potential,autosomal_dominant_syndrome_with_germline_BAP1_mutation,NS,skin,arm,NS,NS,benign_melanocytic_nevus,melanocytic_tumour,NS,NS,C7571,
COSO37236152,thigh,NS,NS,NS,liposarcoma,well_differentiated,NS,NS,soft_tissue,fat,upper_leg,NS,liposarcoma,well_differentiated,NS,NS,C4250,http://www.ebi.ac.uk/efo/EFO_0000736
COSO34276152,retroperitoneum,NS,NS,NS,liposarcoma,well_differentiated,NS,NS,soft_tissue,fat,retroperitoneum,NS,liposarcoma,well_differentiated,NS,NS,C4250,http://www.ebi.ac.uk/efo/EFO_0000736
COSO37796152,calf,NS,NS,NS,liposarcoma,well_differentiated,NS,NS,soft_tissue,fat,lower_leg,NS,liposarcoma,well_differentiated,NS,NS,C4250,http://www.ebi.ac.uk/efo/EFO_0000736
COSO98336147,scalp,NS,NS,NS,liposarcoma,dedifferentiated,NS,NS,soft_tissue,fat,scalp,NS,liposarcoma,dedifferentiated,NS,NS,C3704,http://www.ebi.ac.uk/efo/EFO_0003085
COSO27985106,blood_bone_marrow,NS,NS,NS,mastocytosis,systemic,associated_with_clonal_haematological_non-mast_cell_disease,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,mast_cell_neoplasm,systemic_mastocytosis,associated_with_other_haematological_disorder,C9295,http://www.ebi.ac.uk/efo/EFO_0009000
COSO283912930,breast,NS,NS,NS,carcinoma,luminal_B,NS,NS,breast,NS,NS,NS,carcinoma,luminal_B_carcinoma,NS,NS,C53555,http://www.ebi.ac.uk/efo/EFO_0000306
COSO575010944,endometrium,NS,NS,NS,endometriosis,NS,NS,NS,endometrium,ovary,NS,NS,endometriosis,NS,NS,NS,C27628,http://www.ebi.ac.uk/efo/EFO_1000418
COSO279811050,bone,NS,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO279811050,soft_tissue,NS,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO279811050,thyroid,NS,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO279811050,thymus,NS,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO279811050,mediastinum,NS,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO279811002,blood_bone_marrow,NS,NS,NS,myelodysplastic_syndrome,with_isolated_del(5q),NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelodysplastic_syndrome,5q-myelodysplastic_syndrome,NS,C3247,http://www.ebi.ac.uk/efo/EFO_0000198
COSO57365385,pleura,NS,NS,NS,extragastrointestinal_stromal_tumour,spindle,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,pleura,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO30534830,mouth,buccal_mucosa,right,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,buccal_mucosa,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30454830,mouth,soft_tissue,right,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO38307384,thymus,NS,NS,NS,adenocarcinoma,NS,NS,NS,thymus,NS,NS,NS,thymic_carcinoma,NS,NS,NS,C7569,http://www.ebi.ac.uk/efo/EFO_1000576
COSO31034830,mouth,tongue,lateral,left,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO31034830,mouth,tongue,border,left,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO31034830,mouth,tongue,ventral,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO31034830,mouth,tongue,posterolateral,left,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30474830,mouth,alveolus,maxillary,left,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,alveolus,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30534830,mouth,mucosa,mandibular,left,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,buccal_mucosa,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO31114830,mouth,alveolar_ridge,mandibular,left,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,alveolus_ridge,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30874830,mouth,retromolar,right,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,retromolar,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30574830,mouth,floor_of_mouth,anterior,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,mouth_floor,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO31114830,mouth,alveolar_ridge,left,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,alveolus_ridge,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30574830,mouth,floor_of_mouth,left,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,mouth_floor,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30744830,mouth,maxilla,posterior,left,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,maxilla,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30724830,mouth,mandibular_region,right,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,mandible,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO30834830,mouth,hard_palate,posterior,NS,carcinoma,squamous_cell,NS,NS,upper_aerodigestive_tract,mouth,mouth_roof,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO327410856,skin,ear_lobe,NS,NS,Spitzoid_tumour,atypical,NS,NS,skin,ear,NS,NS,other,atypical_Spitzoid_tumour,NS,NS,C7058,http://purl.obolibrary.org/obo/MONDO_0021143
COSO27984896,blood_bone_marrow,NS,NS,NS,myelodysplastic_syndrome,RARS_or_RCMD-RS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelodysplastic_syndrome,NS,NS,C3247,http://www.ebi.ac.uk/efo/EFO_0000198
COSO27984896,blood_bone_marrow,NS,NS,NS,myelodysplastic_syndrome,RA_or_RCMD,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelodysplastic_syndrome,NS,NS,C3247,http://www.ebi.ac.uk/efo/EFO_0000198
COSO32504826,salivary_gland,tongue,NS,NS,adenocarcinoma,NS,NS,NS,salivary_gland,tongue,NS,NS,carcinoma,adenocarcinoma,NS,NS,C8021,
COSO28844818,caecum,NS,NS,NS,lymphoma,diffuse_large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,large_intestine,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C96503,http://www.ebi.ac.uk/efo/EFO_1000191
