DiseaseID	a	b	DiseaseName	c	d	link
DOID:8020	ENSP00000263233	SYP	Glomangiomyoma	3.837	1.918	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263233&type2=-26&id2=DOID:8020
DOID:2436	ENSP00000263233	SYP	Glomangioma	3.803	1.902	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263233&type2=-26&id2=DOID:2436
DOID:6906	ENSP00000263233	SYP	Glomangiomatosis	3.164	1.582	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263233&type2=-26&id2=DOID:6906
DOID:0070274	ENSP00000263238	ACTR3	Hereditary nonpolyposis colorectal cancer type 2	3.338	1.669	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263238&type2=-26&id2=DOID:0070274
DOID:0080741	ENSP00000263257	NOVA2	Limbic encephalitis	3.075	1.538	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263257&type2=-26&id2=DOID:0080741
DOID:7608	ENSP00000263270	AP2S1	Parathyroid adenoma	4.384	2.192	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263270&type2=-26&id2=DOID:7608
DOID:14223	ENSP00000263321	TYR	Ochronosis	4.295	2.148	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263321&type2=-26&id2=DOID:14223
DOID:12297	ENSP00000263321	TYR	Vogt-Koyanagi-Harada disease	4.048	2.024	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263321&type2=-26&id2=DOID:12297
DOID:10123	ENSP00000263321	TYR	Pigmentation disease	3.279	1.64	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263321&type2=-26&id2=DOID:10123
DOID:8433	ENSP00000263334	PAX8	Thyroid malformation	3.324	1.662	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263334&type2=-26&id2=DOID:8433
DOID:2273	ENSP00000263346	TCF25	Vulvovaginitis	3.212	1.606	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263346&type2=-26&id2=DOID:2273
DOID:3371	ENSP00000263369	MIA	Chondrosarcoma	3.056	1.528	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263369&type2=-26&id2=DOID:3371
DOID:11843	ENSP00000263370	ITPKC	Coronary artery anomaly	5.361	2.681	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263370&type2=-26&id2=DOID:11843
DOID:0070014	ENSP00000263372	KCNK6	Autosomal dominant dyskeratosis congenita 1	3.968	1.984	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263372&type2=-26&id2=DOID:0070014
DOID:0080584	ENSP00000263381	WIZ	Autosomal dominant Wolfram syndrome	3.527	1.764	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263381&type2=-26&id2=DOID:0080584
DOID:0111343	ENSP00000263388	NOTCH3	Lateral meningocele syndrome	4.779	2.389	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263388&type2=-26&id2=DOID:0111343
DOID:0111547	ENSP00000263388	NOTCH3	Retinal arterial tortuosity	3.351	1.676	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263388&type2=-26&id2=DOID:0111547
DOID:0112314	ENSP00000263388	NOTCH3	Brain small vessel disease 2	3.316	1.658	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263388&type2=-26&id2=DOID:0112314
DOID:0080523	ENSP00000263388	NOTCH3	adult-onset leukoencephalopathy with axonal spheroids and pigmented glia	3.138	1.569	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263388&type2=-26&id2=DOID:0080523
DOID:0111625	ENSP00000263409	LIFR	Ventriculomegaly - cystic kidney disease	3.785	1.892	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263409&type2=-26&id2=DOID:0111625
DOID:0070195	ENSP00000263433	PPP1R12C	X-linked chronic granulomatous disease	4.864	2.432	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263433&type2=-26&id2=DOID:0070195
DOID:3948	ENSP00000263519	ATP2B3	Adrenocortical carcinoma	4.181	2.091	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263519&type2=-26&id2=DOID:3948
DOID:3950	ENSP00000263519	ATP2B3	Adrenal carcinoma	3.09	1.545	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263519&type2=-26&id2=DOID:3950
DOID:0110187	ENSP00000263578	FOXRED1	Charcot-Marie-Tooth disease type 4K	3.325	1.662	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263578&type2=-26&id2=DOID:0110187
DOID:0050754	ENSP00000263579	DCPS	Ataxia with oculomotor apraxia type 1	3.009	1.504	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263579&type2=-26&id2=DOID:0050754
DOID:9722	ENSP00000263598	LCN1	Ophthalmia nodosa	3.498	1.749	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263598&type2=-26&id2=DOID:9722
DOID:0080935	ENSP00000263620	ARID3A	Immunoglobulin heavy-and-light chain	3.06	1.53	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263620&type2=-26&id2=DOID:0080935
DOID:0111476	ENSP00000263629	MTIF2	Combined oxidative phosphorylation deficiency 19	3.097	1.549	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263629&type2=-26&id2=DOID:0111476
DOID:13717	ENSP00000263671	CHRDL2	Mature cataract	3.218	1.609	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263671&type2=-26&id2=DOID:13717
DOID:12386	ENSP00000263710	CLASP1	Balantidiasis	3.337	1.669	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263710&type2=-26&id2=DOID:12386
DOID:5608	ENSP00000263733	FAM20B	Dental pulp calcification	3.822	1.911	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263733&type2=-26&id2=DOID:5608
DOID:0080109	ENSP00000263773	FNBP4	Infantile myofibromatosis	3.441	1.721	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263773&type2=-26&id2=DOID:0080109
DOID:4386	ENSP00000263773	FNBP4	Myofibroma	3.404	1.702	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263773&type2=-26&id2=DOID:4386
DOID:0080202	ENSP00000263776	ACCS	Adenoid cystic carcinoma	4.68	2.34	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263776&type2=-26&id2=DOID:0080202
DOID:0112184	ENSP00000263776	ACCS	Thyroid dyshormonogenesis 5	4.102	2.051	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263776&type2=-26&id2=DOID:0112184
DOID:0050246	ENSP00000263776	ACCS	Granulomatous amebic encephalitis	3.477	1.738	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263776&type2=-26&id2=DOID:0050246
DOID:13576	ENSP00000263776	ACCS	twin-to-twin transfusion syndrome	3.32	1.66	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263776&type2=-26&id2=DOID:13576
DOID:12883	ENSP00000263776	ACCS	Hypochondriasis	3.3	1.65	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263776&type2=-26&id2=DOID:12883
DOID:0112188	ENSP00000263776	ACCS	Thyroid dyshormonogenesis 4	3.208	1.604	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263776&type2=-26&id2=DOID:0112188
DOID:4540	ENSP00000263780	CHMP2B	Dysgraphia	3.643	1.822	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263780&type2=-26&id2=DOID:4540
DOID:4189	ENSP00000263780	CHMP2B	Mutism	3.548	1.774	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263780&type2=-26&id2=DOID:4189
DOID:0060478	ENSP00000263798	TYRO3	Zika fever	3.489	1.745	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263798&type2=-26&id2=DOID:0060478
DOID:0050744	ENSP00000263800	LTK	Anaplastic large cell lymphoma	4.25	2.125	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263800&type2=-26&id2=DOID:0050744
DOID:0050905	ENSP00000263800	LTK	Inflammatory myofibroblastic tumor	4.019	2.009	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263800&type2=-26&id2=DOID:0050905
DOID:0090144	ENSP00000263816	LRP2	Donnai-Barrow syndrome	6.52	3.26	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263816&type2=-26&id2=DOID:0090144
DOID:0090066	ENSP00000263816	LRP2	Fanconi-like syndrome	3.326	1.663	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263816&type2=-26&id2=DOID:0090066
DOID:0060379	ENSP00000263857	POLR1A	Acrofacial dysostosis	5.405	2.703	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263857&type2=-26&id2=DOID:0060379
DOID:9097	ENSP00000263863	GNLY	Erythematosquamous dermatosis	3.096	1.548	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263863&type2=-26&id2=DOID:9097
DOID:0110533	ENSP00000263867	CAPG	Autosomal recessive nonsyndromic deafness 88	3.529	1.765	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263867&type2=-26&id2=DOID:0110533
DOID:8567	ENSP00000263897	USE1	Hodgkin's lymphoma	4.027	2.013	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263897&type2=-26&id2=DOID:8567
DOID:0080716	ENSP00000263897	USE1	Infantile liver failure syndrome	3.672	1.836	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263897&type2=-26&id2=DOID:0080716
DOID:12932	ENSP00000263921	CHIC2	Endomyocardial fibrosis	3.915	1.958	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263921&type2=-26&id2=DOID:12932
DOID:0112128	ENSP00000263925	LNX1	X-linked severe congenital neutropenia	3.22	1.61	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263925&type2=-26&id2=DOID:0112128
DOID:3306	ENSP00000263932	TNFRSF8	Mixed germ cell cancer	4.864	2.432	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263932&type2=-26&id2=DOID:3306
DOID:7848	ENSP00000263932	TNFRSF8	Interdigitating dendritic cell sarcoma	3.798	1.899	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263932&type2=-26&id2=DOID:7848
DOID:3664	ENSP00000263932	TNFRSF8	Mast cell neoplasm	3.601	1.801	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263932&type2=-26&id2=DOID:3664
DOID:4043	ENSP00000263932	TNFRSF8	Skeletal muscle cancer	3.575	1.787	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263932&type2=-26&id2=DOID:4043
DOID:0060122	ENSP00000263932	TNFRSF8	Integumentary system cancer	3.422	1.711	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263932&type2=-26&id2=DOID:0060122
DOID:5639	ENSP00000263932	TNFRSF8	Rete testis neoplasm	3.101	1.55	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263932&type2=-26&id2=DOID:5639
DOID:0050136	ENSP00000263932	TNFRSF8	Systemic mycosis	3.006	1.503	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263932&type2=-26&id2=DOID:0050136
DOID:0060583	ENSP00000263956	GTF3C3	Noonan syndrome 5	4.042	2.021	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263956&type2=-26&id2=DOID:0060583
DOID:12286	ENSP00000263956	GTF3C3	Testicular leukemia	3.134	1.567	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263956&type2=-26&id2=DOID:12286
DOID:891	ENSP00000263997	SLC7A6OS	Progressive myoclonus epilepsy	3.283	1.642	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000263997&type2=-26&id2=DOID:891
DOID:14022	ENSP00000264005	LCAT	Algoneurodystrophy	4.391	2.196	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264005&type2=-26&id2=DOID:14022
DOID:0110141	ENSP00000264020	IFT46	Bardet-Biedl syndrome 19	3.75	1.875	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264020&type2=-26&id2=DOID:0110141
DOID:9053	ENSP00000264031	UPK2	Bladder carcinoma in situ	4.035	2.018	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264031&type2=-26&id2=DOID:9053
DOID:0060248	ENSP00000264039	GPC1	Simpson-Golabi-Behmel syndrome type 1	4.044	2.022	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264039&type2=-26&id2=DOID:0060248
DOID:0111842	ENSP00000264039	GPC1	Keipert syndrome	3.36	1.68	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264039&type2=-26&id2=DOID:0111842
DOID:0070126	ENSP00000264042	FARP2	Congenital nongoitrous hypothyroidism 1	3.142	1.571	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264042&type2=-26&id2=DOID:0070126
DOID:13790	ENSP00000264047	SLC5A7	Acute tympanitis	3.744	1.872	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264047&type2=-26&id2=DOID:13790
DOID:9352	ENSP00000264057	DGKD	Type 2 diabetes mellitus	3.541	1.77	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264057&type2=-26&id2=DOID:9352
DOID:0060330	ENSP00000264057	DGKD	Rapp-Hodgkin syndrome	3.236	1.618	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264057&type2=-26&id2=DOID:0060330
DOID:0111413	ENSP00000264059	EFHD1	X-linked exudative vitreoretinopathy 2	3.849	1.924	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264059&type2=-26&id2=DOID:0111413
DOID:0050864	ENSP00000264122	CBLB	non-arteritic anterior ischemic optic neuropathy	3.076	1.538	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264122&type2=-26&id2=DOID:0050864
DOID:0111147	ENSP00000264151	OSGEPL1	Angioimmunoblastic T-cell lymphoma	3.273	1.636	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264151&type2=-26&id2=DOID:0111147
DOID:8002	ENSP00000264161	DARS	Supraglottis neoplasm	3.507	1.754	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264161&type2=-26&id2=DOID:8002
DOID:0080513	ENSP00000264170	KYNU	Meier-Gorlin syndrome 2	3.046	1.523	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264170&type2=-26&id2=DOID:0080513
DOID:0050801	ENSP00000264228	SRD5A3	Androgenic alopecia	3.312	1.656	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264228&type2=-26&id2=DOID:0050801
DOID:11252	ENSP00000264228	SRD5A3	Microcytic anemia	3.068	1.534	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264228&type2=-26&id2=DOID:11252
DOID:7615	ENSP00000264230	NOA1	Sarcomatosis	3.696	1.848	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264230&type2=-26&id2=DOID:7615
DOID:0110366	ENSP00000264249	CHST10	Retinitis pigmentosa 33	4.314	2.157	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264249&type2=-26&id2=DOID:0110366
DOID:0110125	ENSP00000264254	PDCL3	Bardet-Biedl syndrome 3	3.131	1.566	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264254&type2=-26&id2=DOID:0110125
DOID:4267	ENSP00000264255	TXNDC9	Akinetic mutism	5.454	2.727	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264255&type2=-26&id2=DOID:4267
DOID:1455	ENSP00000264257	IL1RL2	Geographic tongue	3.618	1.809	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264257&type2=-26&id2=DOID:1455
DOID:0070079	ENSP00000264313	SLAIN2	Schizophrenia 3	3.346	1.673	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264313&type2=-26&id2=DOID:0070079
DOID:0090103	ENSP00000264313	SLAIN2	Huntington's disease-like 1	3.039	1.519	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264313&type2=-26&id2=DOID:0090103
DOID:0110269	ENSP00000264363	NDST4	Cataract 3 multiple types	3.448	1.724	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264363&type2=-26&id2=DOID:0110269
DOID:3319	ENSP00000264433	FNIP2	Lymphangioleiomyomatosis	3.923	1.961	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264433&type2=-26&id2=DOID:3319
DOID:5132	ENSP00000264433	FNIP2	Leiomyoma cutis	3.438	1.719	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264433&type2=-26&id2=DOID:5132
AmyCo:23	ENSP00000264444	MXD1	AH Amyloidosis	3.841	1.92	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264444&type2=-26&id2=AmyCo:23
DOID:0111031	ENSP00000264451	SLC30A9	Hemochromatosis type 5	3.607	1.804	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264451&type2=-26&id2=DOID:0111031
DOID:8577	ENSP00000264501	KIAA1109	Ulcerative colitis	3.141	1.571	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264501&type2=-26&id2=DOID:8577
DOID:456	ENSP00000264538	IFT57	Ascariasis	3.076	1.538	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264538&type2=-26&id2=DOID:456
DOID:2750	ENSP00000264553	GZMM	Glycogen storage disease IV	3.154	1.577	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264553&type2=-26&id2=DOID:2750
DOID:14784	ENSP00000264554	SHC2	Olivopontocerebellar atrophy	3.192	1.596	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264554&type2=-26&id2=DOID:14784
DOID:0080222	ENSP00000264554	SHC2	Pseudohypoparathyroidism type IB	3.047	1.524	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264554&type2=-26&id2=DOID:0080222
DOID:5850	ENSP00000264649	ATP6V0A1	Inferior myocardial infarction	3.026	1.513	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264649&type2=-26&id2=DOID:5850
DOID:12889	ENSP00000264661	KCNH4	Miller Fisher syndrome	3.443	1.722	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264661&type2=-26&id2=DOID:12889
DOID:13252	ENSP00000264664	FGF10	Mesenteric vascular occlusion	3.005	1.502	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264664&type2=-26&id2=DOID:13252
DOID:9699	ENSP00000264668	MTRR	Ophthalmia neonatorum	3.164	1.582	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264668&type2=-26&id2=DOID:9699
DOID:0110161	ENSP00000264689	UFSP2	Charcot-Marie-Tooth disease type 2R	3.907	1.954	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264689&type2=-26&id2=DOID:0110161
DOID:14415	ENSP00000264689	UFSP2	Legg-Calve-Perthes disease	3.162	1.581	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264689&type2=-26&id2=DOID:14415
DOID:9191	ENSP00000264690	KLKB1	Diabetic macular edema	4.317	2.159	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264690&type2=-26&id2=DOID:9191
DOID:0110109	ENSP00000264705	CAD	Atrial heart septal defect 4	3.35	1.675	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264705&type2=-26&id2=DOID:0110109
DOID:2173	ENSP00000264711	DNAJC27	Eyelid benign neoplasm	3.245	1.623	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264711&type2=-26&id2=DOID:2173
DOID:0080398	ENSP00000264731	TP63	Orofacial cleft 4	3.785	1.892	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264731&type2=-26&id2=DOID:0080398
DOID:0080079	ENSP00000264731	TP63	Nonsyndromic congenital nail disorder 1	3.339	1.669	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264731&type2=-26&id2=DOID:0080079
DOID:0080173	ENSP00000264731	TP63	Bladder exstrophy-epispadias-cloacal exstrophy complex	3.155	1.578	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264731&type2=-26&id2=DOID:0080173
DOID:0060879	ENSP00000264734	CLDN16	Primary hypomagnesemia	5.088	2.544	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264734&type2=-26&id2=DOID:0060879
DOID:0050450	ENSP00000264734	CLDN16	Gitelman syndrome	4.497	2.249	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264734&type2=-26&id2=DOID:0050450
DOID:0050683	ENSP00000264735	HRASLS	Bothnia retinal dystrophy	3.94	1.97	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264735&type2=-26&id2=DOID:0050683
DOID:0110728	ENSP00000264784	SLC2A9	Neuronal ceroid lipofuscinosis 5	3.26	1.63	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264784&type2=-26&id2=DOID:0110728
DOID:2115	ENSP00000264832	ICAM1	B cell deficiency	3.212	1.606	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264832&type2=-26&id2=DOID:2115
DOID:0060898	ENSP00000264864	PI4K2B	Parkinson's disease 20	3.477	1.738	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264864&type2=-26&id2=DOID:0060898
DOID:0060694	ENSP00000264864	PI4K2B	Cayman type cerebellar ataxia	3.121	1.561	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264864&type2=-26&id2=DOID:0060694
DOID:0111809	ENSP00000264866	TBC1D19	Syndromic microphthalmia 2	3.502	1.751	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264866&type2=-26&id2=DOID:0111809
DOID:4873	ENSP00000264883	NUP54	Anterior horn cell disease	3.089	1.544	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264883&type2=-26&id2=DOID:4873
DOID:3690	ENSP00000264893	SEPT11	Brachial plexus neuropathy	4.601	2.301	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264893&type2=-26&id2=DOID:3690
DOID:0070007	ENSP00000264930	SLC12A7	Seckel syndrome 1	3.167	1.584	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264930&type2=-26&id2=DOID:0070007
DOID:0060537	ENSP00000264932	SDHA	Mitochondrial complex II deficiency	4.854	2.427	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264932&type2=-26&id2=DOID:0060537
DOID:0110666	ENSP00000264952	GRK7	Congenital myasthenic syndrome 3A	3.797	1.898	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264952&type2=-26&id2=DOID:0110666
DOID:13036	ENSP00000264954	GRPEL1	tick-borne relapsing fever	3.159	1.58	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000264954&type2=-26&id2=DOID:13036
DOID:0080775	ENSP00000265007	SOX30	Complete androgen insensitivity syndrome	3.183	1.591	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265007&type2=-26&id2=DOID:0080775
DOID:0110170	ENSP00000265022	DGKG	Charcot-Marie-Tooth disease axonal type 2Q	3.039	1.519	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265022&type2=-26&id2=DOID:0110170
DOID:4270	ENSP00000265029	FETUB	Encephalitozoonosis	3.495	1.748	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265029&type2=-26&id2=DOID:4270
DOID:0060460	ENSP00000265113	SLC1A3	Chromosome 5p13 duplication syndrome	3.854	1.927	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265113&type2=-26&id2=DOID:0060460
DOID:0111862	ENSP00000265162	ENPEP	Congenital bilateral absence of vas deferens	3.362	1.681	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265162&type2=-26&id2=DOID:0111862
DOID:0060585	ENSP00000265174	PAPSS1	Noonan syndrome 7	3.146	1.573	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265174&type2=-26&id2=DOID:0060585
DOID:0110989	ENSP00000265271	RBM27	Joubert syndrome 20	3.493	1.747	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265271&type2=-26&id2=DOID:0110989
DOID:9155	ENSP00000265271	RBM27	Mucocutaneous leishmaniasis	3.02	1.51	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265271&type2=-26&id2=DOID:9155
DOID:0060304	ENSP00000265316	ABCB6	Dyschromatosis universalis hereditaria	6.568	3.284	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265316&type2=-26&id2=DOID:0060304
DOID:10992	ENSP00000265371	NRP1	Acute hemorrhagic leukoencephalitis	3.182	1.591	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265371&type2=-26&id2=DOID:10992
DOID:12236	ENSP00000265388	TNPO3	Primary biliary cholangitis	3.948	1.974	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265388&type2=-26&id2=DOID:12236
DOID:9074	ENSP00000265388	TNPO3	Systemic lupus erythematosus	3.678	1.839	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265388&type2=-26&id2=DOID:9074
DOID:0080307	ENSP00000265388	TNPO3	Myofibrillar myopathy	3.377	1.688	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265388&type2=-26&id2=DOID:0080307
DOID:0112131	ENSP00000265459	NRXN2	Severe congenital neutropenia 2	3.242	1.621	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265459&type2=-26&id2=DOID:0112131
DOID:1283	ENSP00000265593	CLCN2	Enterocele	3.087	1.543	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000265593&type2=-26&id2=DOID:1283
