DiseaseID	DiseaseName	vocabulary	code
UMLS:C1857949	Prominent metopic ridge	HPO	0005487
UMLS:C1857953	Deep plantar creases	HPO	0001869
UMLS:C1857970	Hypobetalipoproteinemia, Familial, 2	DO	0111061
UMLS:C1857977	MICROHYDRANENCEPHALY	MONDO	0011504
UMLS:C1858025	Spinal rigidity	HPO	0003306
UMLS:C1858028	WOLFRAM SYNDROME 2	DO	0110630
UMLS:C1858033	Asymmetry of the thorax	HPO	0001555
UMLS:C1858036	Periorbital fullness	HPO	0000629
UMLS:C1858042	Becker Nevus Syndrome	MONDO	0011500
UMLS:C1858043	Hydronephrosis, Congenital, with Cleft Palate, Characteristic Facies, Hypotonia, and Mental Retardation	MONDO	0011499
UMLS:C1858051	NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS	MONDO	0011497
UMLS:C1858054	BARDET-BIEDL SYNDROME 6	DO	0110128
UMLS:C1858067	ASTHMA AND NASAL POLYPS	MONDO	0008834
UMLS:C1858080	Retinal Dystrophy, Early Onset Severe	DO	0050817
UMLS:C1858084	STICKLER SYNDROME, TYPE II (disorder)	DO	0080046
UMLS:C1858085	Malar flattening	HPO	0000272
UMLS:C1858091	Long fingers	HPO	0100807
UMLS:C1858106	SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT (disorder)	DO	0110765
UMLS:C1858108	Microcephaly, Primary Autosomal Recessive, 3	DO	0070286
UMLS:C1858114	HUNTINGTON DISEASE-LIKE 3 (disorder)	MONDO	0011487
UMLS:C1858116	Caudate atrophy	HPO	0002340
UMLS:C1858120	Generalized hypotonia	HPO	0001290
UMLS:C1858127	Limb-girdle muscle weakness	HPO	0003325
UMLS:C1858133	Ichthyosis, Nonlamellar and Nonerythrodermic, Congenital, Autosomal Recessive	DO	0060714
UMLS:C1858142	ICHTHYOSIS, LAMELLAR, 3	DO	0060714
UMLS:C1858154	CARDIOMYOPATHY, DILATED, 1I	DO	0110431
UMLS:C1858160	CRANIOSYNOSTOSIS, TYPE 2	DO	2340
UMLS:C1858172	Deafness, Autosomal Dominant 20	DO	0110550
UMLS:C1858210	Tooth Agenesis, Selective, 5	DO	0050591
UMLS:C1858262	EXUDATIVE VITREORETINOPATHY, DIGENIC	OMIM	604579
UMLS:C1858266	Bare Lymphocyte Syndrome, Type I	DO	0060009
UMLS:C1858278	Charcot-Marie-Tooth disease, Type 4B2	DO	0110190
UMLS:C1858279	Charcot-Marie-Tooth disease, Type 4B2, with early-onset glaucoma	DO	0110190
UMLS:C1858280	Charcot-Marie-Tooth Neuropathy, Type 4B2, with Early-Onset Glaucoma	DO	0110190
UMLS:C1858285	Decreased number of peripheral myelinated nerve fibers	HPO	0003380
UMLS:C1858301	LEBER CONGENITAL AMAUROSIS 5	DO	0110215
UMLS:C1858302	Ectodermal dysplasia/ skin fragility syndrome	MONDO	0011472
UMLS:C1858303	INFLAMMATORY BOWEL DISEASE 3	DO	0110891
UMLS:C1858312	Megakaryocytopenia	HPO	0005548
UMLS:C1858328	Bile acid synthesis defect, congenital, 4	DO	0111068
UMLS:C1858338	Neuropathy, hereditary motor and sensory, Okinawa type	DO	0050539
UMLS:C1858351	SPINOCEREBELLAR ATAXIA 11	DO	0050961
UMLS:C1858361	Pyogenic Arthritis, Pyoderma Gangrenosum and Acne	DO	0080519
UMLS:C1858379	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5 (disorder)	DO	0110074
UMLS:C1858380	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7 (disorder)	DO	0070276
UMLS:C1858386	Leber Congenital Amaurosis 4	DO	0110332
UMLS:C1858391	ATAXIA-TELANGIECTASIA-LIKE DISORDER	MONDO	0011457
UMLS:C1858392	NEPHRONOPHTHISIS 3	DO	0111114
UMLS:C1858395	Tubular atrophy	HPO	0000092
UMLS:C1858424	Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency	DO	0050713
UMLS:C1858427	Limited extraocular movements	HPO	0007941
UMLS:C1858430	Death in infancy	HPO	0001522
UMLS:C1858433	BREAST AND COLORECTAL CANCER, SUSCEPTIBILITY TO	OMIM	604373
UMLS:C1858438	COLORECTAL CANCER, SUSCEPTIBILITY TO	OMIM	604373
UMLS:C1858439	CANCER OF MULTIPLE TYPES, SUSCEPTIBILITY TO	OMIM	604373
UMLS:C1858452	Thickened calvaria	HPO	0002684
UMLS:C1858477	Epilepsy, Partial, with Variable Foci	MONDO	0000215
UMLS:C1858479	Spastic paraplegia 11, autosomal recessive	DO	0110764
UMLS:C1858493	FEBRILE CONVULSIONS, FAMILIAL, 4	DO	0111305
UMLS:C1858496	Advanced Sleep-Phase Syndrome, Familial	DO	0050628
UMLS:C1858501	Spinocerebellar Ataxia 12	DO	0050962
UMLS:C1858516	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE	DO	0070291
UMLS:C1858517	SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1	DO	0111064
UMLS:C1858529	Denervation of the diaphragm	HPO	0009109
UMLS:C1858535	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 2 (disorder)	DO	0070293
UMLS:C1858539	Shawl scrotum	HPO	0000049
UMLS:C1858545	Facial capillary hemangioma	HPO	0000996
UMLS:C1858556	OVERLAP CONNECTIVE TISSUE DISEASE	MONDO	0011431
UMLS:C1858558	Rheumatoid Arthritis, Systemic Juvenile	DO	676
UMLS:C1858562	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3	DO	0060783
UMLS:C1858565	Duplicated collecting system	HPO	0000081
UMLS:C1858567	Abnormal lacrimal duct morphology	HPO	0011481
UMLS:C1858569	Absence of Stensen duct	HPO	0000198
UMLS:C1858573	Sparse pubic hair	HPO	0002225
UMLS:C1858574	Sparse axillary hair	HPO	0002215
UMLS:C1858583	HEMOSIDEROSIS, SYSTEMIC, DUE TO ACERULOPLASMINEMIA	DO	0050711
UMLS:C1858592	Carney Triad	MONDO	0011424
UMLS:C1858593	Limb-girdle muscular dystrophy, type 2E	DO	0110279
UMLS:C1858626	Bicarbonate-wasting renal tubular acidosis	HPO	0004910
UMLS:C1858628	Increased red cell osmotic resistance	HPO	0005546
UMLS:C1858656	Short Stature, Idiopathic, Autosomal	MONDO	0011420
UMLS:C1858664	HEMOCHROMATOSIS, TYPE 3	DO	0111030
UMLS:C1858672	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1	DO	0111302
UMLS:C1858673	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2	DO	0111294
UMLS:C1858674	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3	MONDO	0012647
UMLS:C1858677	LEBER CONGENITAL AMAUROSIS 3 (disorder)	DO	0110331
UMLS:C1858679	CATARACT, AUTOSOMAL DOMINANT	DO	0110266
UMLS:C1858680	Familial encephalopathy with neuroserpin inclusion bodies	DO	0050831
UMLS:C1858695	Chudley-Mccullough syndrome	MONDO	0011411
UMLS:C1858712	Spastic paraplegia 10, autosomal dominant	DO	0110763
UMLS:C1858717	Facial paresis, hereditary, congenital	MONDO	0011407
UMLS:C1858719	Facial muscle weakness of muscles innervated by CN VII	HPO	0010628
UMLS:C1858723	Poikiloderma with Neutropenia	DO	0060551
UMLS:C1858725	NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1	DO	0060480
UMLS:C1858726	Congenital Cataracts, Facial Dysmorphism, And Neuropathy	MONDO	0011402
UMLS:C1858729	Decreased motor nerve conduction velocity	HPO	0003431
UMLS:C1858732	Malar prominence	HPO	0010620
UMLS:C1858763	Cardiomyopathy, Dilated, 1g	DO	0110430
UMLS:C1858804	Cerebellar Ataxia, Deafness, and Narcolepsy	MSH	C565825
UMLS:C1858805	Vohwinkel Syndrome, Variant Form	MONDO	0011396
UMLS:C1858806	CONE-ROD DYSTROPHY 3 (disorder)	DO	0111013
UMLS:C1858854	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS	DO	0080315
UMLS:C1858855	Diffuse swelling of cerebral white matter	HPO	0007341
UMLS:C1858857	Diffuse spongiform leukoencephalopathy	HPO	0006943
UMLS:C1858891	PARAMYOTONIA CONGENITA/HYPERKALEMIC PERIODIC PARALYSIS	OMIM	603967
UMLS:C1858915	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2	DO	0111129
UMLS:C1858916	DEAFNESS, AUTOSOMAL DOMINANT 16	DO	0110547
UMLS:C1858968	Autoimmune Lymphoproliferative Syndrome, Type IIA	DO	0110115
UMLS:C1858969	Decreased lymphocyte apoptosis	HPO	0002731
UMLS:C1858970	Chronic noninfectious lymphadenopathy	HPO	0002730
UMLS:C1858972	Increased B cell count	HPO	0005404
UMLS:C1858973	Elevated proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	HPO	0002851
UMLS:C1858977	Increased IgG level	HPO	0003237
UMLS:C1858980	Platelet antibody positive	HPO	0003454
UMLS:C1858981	Antineutrophil antibody positivity	HPO	0003453
UMLS:C1858990	Beta Thalassemia, Dominant Inclusion Body Type	DO	12241
UMLS:C1858991	Childhood Ataxia with Central Nervous System Hypomyelinization	DO	0060868
UMLS:C1858995	Decreased circulating progesterone	HPO	0008233
UMLS:C1859014	Primary gonadal insufficiency	HPO	0008193
UMLS:C1859040	Medullary Cystic Kidney Disease Type 2	EFO	0008618
UMLS:C1859047	CYSTIC FIBROSIS MODIFIER 1	MONDO	0011378
UMLS:C1859049	CCHS WITH HIRSCHSPRUNG DISEASE	DO	0060731
UMLS:C1859062	LONG QT SYNDROME 3	DO	0110646
UMLS:C1859069	Brittle Bone Disorder	DO	12347
UMLS:C1859077	Aplasia/Hypoplasia of the nails	HPO	0008386
UMLS:C1859088	COPPER TOXICOSIS, IDIOPATHIC	EFO	0001422
UMLS:C1859093	Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism	DO	0111265
UMLS:C1859098	Chorea, Benign Familial	DO	12859
UMLS:C1859101	Vertebral chordoma	DO	4153
UMLS:C1859111	Enlarged joints	HPO	0003037
UMLS:C1859115	Prominent interphalangeal joints	HPO	0006237
UMLS:C1859116	Large tarsal bones	HPO	0004679
UMLS:C1859120	Anterior rib punctate calcifications	HPO	0006619
UMLS:C1859121	Sternal punctate calcifications	HPO	0006637
UMLS:C1859126	Stippled epiphyses	DO	2581
UMLS:C1859133	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1	DO	0110851
UMLS:C1859135	Calcific stippling of infantile cartilaginous skeleton	HPO	0005841
UMLS:C1859148	Chondrodysplasia, blomstrand type	DO	0060387
UMLS:C1859158	Laryngeal calcification	HPO	0008754
UMLS:C1859162	Neonatal cholestatic liver disease	HPO	0006566
UMLS:C1859178	Progressive peripheral neuropathy	HPO	0007133
UMLS:C1859194	GRISCELLI SYNDROME, TYPE 1	DO	0060832
UMLS:C1859198	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A (disorder)	DO	0110185
UMLS:C1859200	Inability to walk by childhood/adolescence	HPO	0006915
UMLS:C1859209	Klippel Feil syndrome recessive type	DO	0080590
UMLS:C1859212	Limited neck range of motion	HPO	0000466
UMLS:C1859223	Deep longitudinal plantar crease	HPO	0004681
UMLS:C1859224	Second metatarsal posteriorly placed	HPO	0008125
UMLS:C1859231	Hypoplastic olfactory lobes	HPO	0006894
UMLS:C1859235	Intrahepatic biliary dysgenesis	HPO	0001401
UMLS:C1859236	Prolonged neonatal jaundice	HPO	0006579
UMLS:C1859252	Cerebrofaciothoracic Dysplasia	MONDO	0008952
UMLS:C1859273	Dense calcifications in the cerebellar dentate nucleus	HPO	0002461
UMLS:C1859292	Triangular-shaped open mouth	HPO	0200096
UMLS:C1859298	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2	DO	0080061
UMLS:C1859301	Cerebellar hypoplasia with endosteal sclerosis	MONDO	0008940
UMLS:C1859305	Cerebellar Ataxia and Hypogonadotropic Hypogonadism	MONDO	0008935
UMLS:C1859308	PREMATURE CENTROMERE DIVISION	MONDO	0008932
UMLS:C1859309	Syndactyly Cenani Lenz type	DO	0090015
UMLS:C1859311	Microphthalmia, Isolated, with Cataract 2	MONDO	0008927
UMLS:C1859312	CAMFAK syndrome	MONDO	0008926
UMLS:C1859317	Cataract and cardiomyopathy	DO	0080132
UMLS:C1859330	Cardiac Valvular Defect, Developmental	MONDO	0008913
UMLS:C1859335	Thoracolumbar kyphoscoliosis	HPO	0003423
UMLS:C1859339	Midfrontal capillary hemangioma	HPO	0007466
UMLS:C1859341	Olivopontocerebellar hypoplasia	HPO	0006955
UMLS:C1859347	Abnormal subcutaneous fat tissue distribution	HPO	0007552
UMLS:C1859353	Candidiasis, Familial, 2	DO	2058
UMLS:C1859361	Twelfth rib hypoplasia	HPO	0006668
UMLS:C1859363	Abnormality of dental eruption	HPO	0006292
UMLS:C1859366	Hypoplastic 5th lumbar vertebrae	HPO	0008424
UMLS:C1859368	Camptodactyly of 2nd-5th fingers	HPO	0001215
UMLS:C1859372	Calcification of Joints and Arteries	MONDO	0008895
UMLS:C1859376	Fused sternal ossification centers	HPO	0006643
UMLS:C1859377	Thick anterior alveolar ridges	HPO	0009100
UMLS:C1859391	Absent pubic hair	HPO	0002555
UMLS:C1859392	Absent axillary hair	HPO	0002221
UMLS:C1859399	Radial bowing	HPO	0002986
UMLS:C1859405	Bowen-Conradi syndrome	DO	0050684
UMLS:C1859406	Borrone Di Rocco Crovato syndrome	MONDO	0009579
UMLS:C1859408	BOMBAY PHENOTYPE	MONDO	0014763
UMLS:C1859411	PARA-BOMBAY PHENOTYPE	MONDO	0014763
UMLS:C1859436	Weak extraocular muscles	HPO	0007715
UMLS:C1859438	Frontalis muscle weakness	HPO	0004661
UMLS:C1859442	Minimal subcutaneous fat	HPO	0003717
UMLS:C1859443	Severe generalized osteoporosis	HPO	0005897
UMLS:C1859447	Hypoplastic ischia	HPO	0003175
UMLS:C1859449	Thin long bone diaphyses	HPO	0006470
UMLS:C1859452	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I	DO	0060608
UMLS:C1859455	Small anterior fontanelle	HPO	0000237
UMLS:C1859458	Cleft vertebral arch	HPO	0004616
UMLS:C1859460	Bowed humerus	HPO	0003865
UMLS:C1859461	Femoral bowing	HPO	0002980
UMLS:C1859462	Absent knee epiphyses	HPO	0006400
UMLS:C1859470	Large basal ganglia	HPO	0007048
UMLS:C1859477	Hypoplasia of proximal radius	HPO	0006434
UMLS:C1859478	Hypoplasia of proximal fibula	HPO	0006442
UMLS:C1859480	Cone-shaped epiphyses of the phalanges of the hand	HPO	0010230
UMLS:C1859481	Abnormal finger flexion creases	HPO	0006143
UMLS:C1859486	BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY	DO	0050664
UMLS:C1859495	Episodic hemolytic anemia	HPO	0004802
UMLS:C1859499	3-methylcrotonyl CoA carboxylase 2 deficiency	DO	0080580
UMLS:C1859506	Acute hyperammonemia	HPO	0008281
UMLS:C1859516	Episodic metabolic acidosis	HPO	0004911
UMLS:C1859518	Beta-Aminoisobutyric Acid, Urinary Excretion of	MONDO	0008860
UMLS:C1859520	Progressive spasticity	HPO	0002191
UMLS:C1859523	Contractures of the joints of the lower limbs	HPO	0005750
UMLS:C1859524	Adductor longus contractures	HPO	0006366
UMLS:C1859534	Bare Lymphocyte Syndrome, Type II, Complementation Group A	DO	5812
UMLS:C1859535	Bare Lymphocyte Syndrome, Type II, Complementation Group B	DO	5812
UMLS:C1859536	Bare Lymphocyte Syndrome, Type II, Complementation Group C	DO	5812
UMLS:C1859537	Bare Lymphocyte Syndrome, Type II, Complementation Group D	DO	5812
UMLS:C1859538	Bare Lymphocyte Syndrome, Type II, Complementation Group E	DO	5812
UMLS:C1859564	Bardet-Biedl syndrome 3	DO	0110125
UMLS:C1859565	BARDET-BIEDL SYNDROME 7	DO	0110129
UMLS:C1859566	BARDET-BIEDL SYNDROME 8	DO	0110130
UMLS:C1859567	BARDET-BIEDL SYNDROME 9	DO	0110131
UMLS:C1859568	BARDET-BIEDL SYNDROME 10	DO	0110132
UMLS:C1859569	BARDET-BIEDL SYNDROME 11	DO	0110133
UMLS:C1859570	BARDET-BIEDL SYNDROME 12	DO	0110134
UMLS:C1859592	ATRICHIA WITH PAPULAR LESIONS	DO	0060689
UMLS:C1859598	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA	DO	0050754
UMLS:C1859606	Decreased number of large peripheral myelinated nerve fibers	HPO	0003387
UMLS:C1859624	Defective B cell differentiation	HPO	0005357
UMLS:C1859648	Asthma, Nasal Polyps, And Aspirin Intolerance	MONDO	0008834
UMLS:C1859680	Broad face	HPO	0000283
UMLS:C1859682	Hypoplastic frontal sinuses	HPO	0002738
UMLS:C1859690	CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME	DO	0090127
UMLS:C1859692	Decreased cervical spine mobility	HPO	0004637
UMLS:C1859697	Enlargement of the proximal femoral epiphysis	HPO	0003371
UMLS:C1859698	Contractures of the large joints	HPO	0005781
UMLS:C1859700	Enlarged metacarpophalangeal joints	HPO	0006163
UMLS:C1859701	Enlarged interphalangeal joints	HPO	0006247
UMLS:C1859709	Kuskokwim disease	DO	0060231
UMLS:C1859717	Depressed nasal tip	HPO	0000437
UMLS:C1859721	ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE (disorder)	DO	0090124
UMLS:C1859722	Arthrogryposis, renal dysfunction, and cholestasis 1	DO	0050763
UMLS:C1859726	ARTERIAL TORTUOSITY SYNDROME	DO	0050645
UMLS:C1859727	Arterial calcification of infancy	DO	0050644
UMLS:C1859728	Coronary Sclerosis, Medial, of Infancy	DO	0050644
UMLS:C1859736	Progressive spastic quadriplegia	HPO	0002478
UMLS:C1859768	Fused fourth and fifth metacarpals	HPO	0005867
UMLS:C1859773	Microphthalmia, Syndromic 3	DO	10629
UMLS:C1859774	Optic Nerve Hypoplasia and Abnormalities of the Central Nervous System	DO	10629
UMLS:C1859775	Anterior pituitary hypoplasia	HPO	0010627
UMLS:C1859778	Postnatal growth retardation	HPO	0008897
UMLS:C1859807	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)	DO	0060194
UMLS:C1859817	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA	DO	0111453
UMLS:C1859819	Impaired renal concentrating ability	HPO	0004727
UMLS:C1859828	Increased extraneuronal autofluorescent lipopigment	HPO	0003463
UMLS:C1859833	Granular osmiophilic deposits (GROD) in cells	HPO	0003657
UMLS:C1859844	LEBER CONGENITAL AMAUROSIS, TYPE II (disorder)	DO	0110016
UMLS:C1859846	Childhood-onset truncal obesity	HPO	0008915
UMLS:C1859860	Episodic ketoacidosis	HPO	0005974
UMLS:C1859863	Cerebral cortical neurodegeneration	HPO	0006964
UMLS:C1859877	Alopecia universalis congenita	DO	0050634
UMLS:C1859878	Alopecia-Mental Retardation Syndrome 1	MONDO	0008756
UMLS:C1859882	Pigmentation of the sclera	HPO	0007832
UMLS:C1859896	Progressive macrocephaly	HPO	0004481
UMLS:C1859923	Freckles in sun-exposed areas	HPO	0007603
UMLS:C1859966	Neutropenia, Severe Congenital, Autosomal Dominant 1	MONDO	0008742
UMLS:C1859970	Hypodysfibrinogenemia, Congenital	MONDO	0014452
UMLS:C1859972	ADRENOCORTICAL CARCINOMA, HEREDITARY	DO	3948
UMLS:C1859973	Adrenocortical Carcinoma, Pediatric	DO	3948
UMLS:C1859977	Adrenal Hypoplasia, Cytomegalic Type	MONDO	0008732
UMLS:C1859979	Precocious puberty in males	HPO	0008185
UMLS:C1859995	Hyperandrogenism, Nonclassic Type, due to 21-Hydroxylase Deficiency	DO	0050811
UMLS:C1859998	CARCINOMA, ADRENOCORTICAL, ANDROGEN-SECRETING	OMIM	613815
UMLS:C1860042	Antley-Bixler Syndrome with Disordered Steroidogenesis	DO	0050462
UMLS:C1860050	Cloverleaf skull	HPO	0002676
UMLS:C1860081	Medium chain dicarboxylic aciduria	HPO	0008309
UMLS:C1860105	Severe short-limb dwarfism	HPO	0008890
UMLS:C1860107	Distal femoral bowing	HPO	0005096
UMLS:C1860111	Abnormally shaped carpal bones	HPO	0006014
UMLS:C1860118	Acrofrontofacionasal dysostosis syndrome	DO	0060226
UMLS:C1860119	Acrofacial dysostosis Rodriguez type	DO	0060383
UMLS:C1860121	Decreased testosterone in males	HPO	0008230
UMLS:C1860127	Impaired T cell function	HPO	0005435
UMLS:C1860128	Recurrent candida infections	HPO	0005401
UMLS:C1860130	Low alkaline phosphatase	HPO	0003282
UMLS:C1860156	Lateral displacement of patellae	HPO	0006397
UMLS:C1860157	Elejalde Disease	MONDO	0008709
UMLS:C1860162	Bifid distal phalanx of the thumb	HPO	0005848
UMLS:C1860164	Duplication of phalanx of hallux	HPO	0010066
UMLS:C1860165	Pulmonary valve defects	HPO	0005148
UMLS:C1860179	Valgus hand deformity	HPO	0006228
UMLS:C1860182	Aplasia/Hypoplasia of metatarsal bones	HPO	0001964
UMLS:C1860191	Absent vertebral body mineralization	HPO	0004605
UMLS:C1860202	Unossified vertebral bodies	HPO	0004606
UMLS:C1860216	Progressive choreoathetosis	HPO	0007326
UMLS:C1860219	Self-mutilation of tongue and lips due to involuntary movements	HPO	0008767
UMLS:C1860224	ABLEPHARON-MACROSTOMIA SYNDROME	DO	0060550
UMLS:C1860229	Hyperzincemia and Hypercalprotectinemia	MONDO	0008691
UMLS:C1860236	Irregular hyperpigmentation	HPO	0007400
UMLS:C1860238	WOOLLY HAIR, AUTOSOMAL DOMINANT	MONDO	0020717
UMLS:C1860243	Abnormal sternal ossification	HPO	0011863
UMLS:C1860244	Malrotation of small bowel	HPO	0004794
UMLS:C1860245	Cranial asymmetry	HPO	0000267
UMLS:C1860247	Prominent glabella	HPO	0002057
UMLS:C1860253	Pseudoepiphyses of the metacarpals	HPO	0009193
UMLS:C1860268	Gonadal tissue inappropriate for external genitalia or chromosomal sex	HPO	0003248
UMLS:C1860309	Chin with H-shaped crease	HPO	0011824
UMLS:C1860315	Whispering dysphonia, hereditary	DO	0090041
UMLS:C1860320	Bone marrow hypercellularity	HPO	0031020
UMLS:C1860334	Lisch nodules	HPO	0009737
UMLS:C1860335	Axillary freckling	HPO	0000997
UMLS:C1860339	WAARDENBURG SYNDROME, TYPE IIA	DO	0110950
UMLS:C1860344	Hypoplastic iris stroma	HPO	0007990
UMLS:C1860405	Snowflake vitreoretinal degeneration	HPO	0011533
UMLS:C1860446	Congenital vertical talus, bilateral	MONDO	0017547
UMLS:C1860449	Equinus calcaneus	HPO	0008138
UMLS:C1860450	Calcaneovalgus deformity	HPO	0001848
UMLS:C1860475	Retinal vascular tortuosity	HPO	0012841
UMLS:C1860488	Abnormal internal carotid artery morphology	HPO	3000062
UMLS:C1860493	Abnormality of the sternum	HPO	0000766
UMLS:C1860518	Vasculopathy, Retinal, With Cerebral Leukodystrophy	MONDO	0008641
UMLS:C1860601	Flattened femoral head	HPO	0008812
UMLS:C1860606	Short proximal phalanx of finger	HPO	0010241
UMLS:C1860607	Uncombable hair	HPO	0030056
UMLS:C1860608	Pili canaliculi	HPO	0002235
UMLS:C1860614	ULNAR HYPOPLASIA	HPO	0003022
UMLS:C1860707	TUBEROUS SCLEROSIS 2 (disorder)	DO	0080325
UMLS:C1860710	Achromatic retinal patches	HPO	0009727
UMLS:C1860711	Dental enamel pits	HPO	0009722
UMLS:C1860752	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7	DO	0110313
UMLS:C1860787	DOWN SYNDROME CRITICAL REGION	DO	14250
UMLS:C1860788	Transient Myeloproliferative Disorder of Down Syndrome	DO	14250
UMLS:C1860789	Leukemia, Megakaryoblastic, of Down Syndrome	DO	14250
UMLS:C1860808	Triosephosphate Isomerase Deficiency	DO	0050884
UMLS:C1860816	Preauricular skin tag	HPO	0000384
UMLS:C1860819	Metopic synostosis	HPO	0011330
UMLS:C1860823	Trichorhinophalangeal Syndrome, Type III	DO	0080376
UMLS:C1860825	Accelerated bone age after puberty	HPO	0002805
UMLS:C1860826	Coxa Magna	HPO	0003279
UMLS:C1860828	Cone-shaped epiphyses of the middle phalanges of the hand	HPO	0010259
UMLS:C1860834	Infantile muscular hypotonia	HPO	0008947
UMLS:C1860841	Swelling of proximal interphalangeal joints	HPO	0006253
UMLS:C1860850	Familial multiple trichodiscomas	MONDO	0008594
UMLS:C1860855	Obliteration of the calvarial diploe	HPO	0030312
UMLS:C1860861	TREMOR, HEREDITARY ESSENTIAL, 1	DO	0111428
UMLS:C1860896	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6	DO	0070273
UMLS:C1860972	GENIOSPASM 1	HPO	0012462
UMLS:C1860991	NOONAN SYNDROME 3	DO	0060581
UMLS:C1861028	Esophageal atresia with or without tracheoesophageal fistula	DO	0080171
UMLS:C1861063	TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)	EFO	0003768
UMLS:C1861065	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9	DO	0110315
UMLS:C1861098	Tibia, Hypoplasia of, with Polydactyly	MONDO	0008572
UMLS:C1861099	Absence of tibia with polydactyly	MONDO	0020306
UMLS:C1861101	THYROID HORMONE PLASMA MEMBRANE TRANSPORT DEFECT	MONDO	0008568
UMLS:C1861106	Thyrotropin-Releasing Hormone Resistance, Generalized	MSH	C566049
UMLS:C1861141	Abnormality of the middle ear	HPO	0000370
UMLS:C1861171	THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE (disorder)	MONDO	0008560
UMLS:C1861172	Venous Thromboembolism	DO	2452
UMLS:C1861185	THROMBOCYTOPENIA 2 (disorder)	DO	1588
UMLS:C1861194	Thrombasthenia-Thrombocytopenia, Hereditary	DO	0111049
UMLS:C1861195	Glanzmann Thrombasthenia, Autosomal Dominant	DO	0060691
UMLS:C1861213	Wide-cupped costochondral junctions	HPO	0000910
UMLS:C1861217	Small foramen magnum	HPO	0002677
UMLS:C1861218	Hypoplastic ilia	HPO	0000946
UMLS:C1861226	Small abnormally formed scapulae	HPO	0006584
UMLS:C1861235	Forebrain Defects	MSH	C566067
UMLS:C1861238	ARTHROGRYPOSIS, DISTAL, TYPE 10	DO	0050646
UMLS:C1861239	Plantar flexion contractures	HPO	0008112
UMLS:C1861248	Fingerpad telangiectases	HPO	0006107
UMLS:C1861284	Immunodeficiency due to Defect in CD3-Epsilon	MSH	C566082
UMLS:C1861303	SYNOVITIS, GRANULOMATOUS, WITH UVEITIS AND CRANIAL NEUROPATHIES (disorder)	DO	0050678
UMLS:C1861305	TARSAL-CARPAL COALITION SYNDROME	DO	0050789
UMLS:C1861310	Progressive fusion 2nd-5th pip joints	HPO	0006147
UMLS:C1861313	Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly	MONDO	0008520
UMLS:C1861316	Radially deviated wrists	HPO	0006190
UMLS:C1861324	Short philtrum	HPO	0000322
UMLS:C1861325	Progressive conductive hearing impairment	HPO	0008607
UMLS:C1861326	Stapes ankylosis	HPO	0000381
UMLS:C1861328	Hypoplastic nasal septum	HPO	0005104
UMLS:C1861329	Spinal canal stenosis	HPO	0003416
UMLS:C1861331	Limited pronation/supination of forearm	HPO	0006394
UMLS:C1861332	Fusion of midphalangeal joints	HPO	0006187
UMLS:C1861336	Aplasia/Hypoplasia of the distal phalanges of the hand	HPO	0009835
UMLS:C1861339	Absent distal phalanges	HPO	0005807
