BiomarkerID	Biomarker_Name	Diseasename	ICD11	ICD10	ICD9
BM002670	Coagulation factor XIIIA (F13A1)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM001157	Collagen alpha-1(IV) chain	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM001160	Collagen alpha-1(V) chain	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001159	Collagen alpha-1(V) chain	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001158	Collagen alpha-2(IV) chain	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002032	Complement C1s component (C1S)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002042	Complement C1s component (C1S)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001138	Complement component C7 (C7)	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM001139	Complement component C9 (C9)	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM003403	Complement decay-accelerating factor (CD55)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003326	Complement decay-accelerating factor (CD55)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM003476	Complement decay-accelerating factor (CD55)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003427	Complement factor B (CFB)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003378	Complement receptor type 1 (CR1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003321	Complement receptor type 1 (CR1)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM003469	Complement receptor type 1 (CR1)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003374	Complement receptor type 2 (CD21)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM001170	Connective tissue growth factor (CTGF)	Systemic sclerosis	ICD-11: 4A42	.	.
BM002425	Connexin-30 (Cx30)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001180	Coronary artery calcium (CAC)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	ICD-9: 414
BM001193	C-propeptide of collagen type II (PIICP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM003514	C-reactive protein (CRP)	Rheumatic fever	ICD-11: 1B40-1B42	ICD-10: R50	.
BM003575	C-reactive protein (CRP)	Toxic shock syndrome	ICD-11: 1B52	ICD-10: A48.3	.
BM003419	C-reactive protein (CRP)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003454	C-reactive protein (CRP)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003301	C-reactive protein (CRP)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003483	C-reactive protein (CRP)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003538	C-reactive protein (CRP)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001221	C-reactive protein (CRP)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM001805	C-reactive protein (CRP)	Testicular cancer	ICD-11: 2C80	.	ICD-9: 186
BM001234	C-reactive protein (CRP)	Systemic lupus erythematosus	ICD-11: 4A40.0	.	ICD-9: 710
BM000319	C-reactive protein (CRP)	Systemic sclerosis	ICD-11: 4A42	.	ICD-9: 710.1
BM001220	C-reactive protein (CRP)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	.
BM001223	C-reactive protein (CRP)	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM001678	C-reactive protein (CRP)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001195	C-reactive protein (CRP)	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM001237	C-reactive protein (CRP)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001685	C-reactive protein (CRP)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001201	C-reactive protein (CRP)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001198	C-reactive protein (CRP)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001199	C-reactive protein (CRP)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001686	C-reactive protein (CRP)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001203	C-reactive protein (CRP)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM001204	C-reactive protein (CRP)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM001194	C-reactive protein (CRP)	Calcific aortic valve stenosis	ICD-11: BB70.1	.	ICD-9: 424.1
BM001224	C-reactive protein (CRP)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001716	C-reactive protein (CRP)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001239	C-reactive protein (CRP)	Arteriosclerosis	ICD-11: BD40	ICD-10: I70	.
BM001200	C-reactive protein (CRP)	Atherosclerosis	ICD-11: BD40	ICD-10: I80-I82	.
BM001677	C-reactive protein (CRP)	Atherosclerosis	ICD-11: BD40	ICD-10: I80-I82	.
BM001208	C-reactive protein (CRP)	Premature atherosclerosis	ICD-11: BD40	.	.
BM001196	C-reactive protein (CRP)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM001197	C-reactive protein (CRP)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM001202	C-reactive protein (CRP)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000325	C-reactive protein (CRP)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001687	C-reactive protein (CRP)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001231	C-reactive protein (CRP)	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001226	C-reactive protein (CRP)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001227	C-reactive protein (CRP)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001228	C-reactive protein (CRP)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001229	C-reactive protein (CRP)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001230	C-reactive protein (CRP)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001225	C-reactive protein (CRP)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001241	C-reactive protein (CRP)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001709	C-reactive protein (CRP)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001222	C-reactive protein (CRP)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001232	C-reactive protein (CRP)	Overactive bladder	ICD-11: GC50.0	ICD-10: N32.8	ICD-9: 596.51
BM001233	C-reactive protein (CRP)	Overactive bladder	ICD-11: GC50.0	ICD-10: N32.8	ICD-9: 596.51
BM001255	C-terminal fragment of Type I collagen (PICP)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003356	C-X3-C chemokine receptor 1 (CX3CR1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM001933	C-X-C chemokine receptor type 3 (CXCR3)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM003355	C-X-C chemokine receptor type 3 (CXCR3)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003313	C-X-C chemokine receptor type 3 (CXCR3)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM003586	C-X-C chemokine receptor type 4 (CXCR4)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003350	C-X-C chemokine receptor type 4 (CXCR4)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003205	C-X-C chemokine receptor type 4 (CXCR4)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003311	C-X-C chemokine receptor type 4 (CXCR4)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM003363	C-X-C chemokine receptor type 5 (CXCR5)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003211	C-X-C chemokine receptor type 5 (CXCR5)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM001606	C-X-C motif chemokine 1 (CXCL1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001607	C-X-C motif chemokine 1 (CXCL1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM003615	C-X-C motif chemokine 10 (CXCL10)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM001934	C-X-C motif chemokine 10 (CXCL10)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM003416	C-X-C motif chemokine 10 (CXCL10)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003298	C-X-C motif chemokine 10 (CXCL10)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003331	C-X-C motif chemokine 10 (CXCL10)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM003154	C-X-C motif chemokine 10 (CXCL10)	African trypanosomiasis	ICD-11: 1F51	ICD-10: B56, B56.9	ICD-9: 86.5
BM003464	C-X-C motif chemokine 10 (CXCL10)	Leishmaniasis	ICD-11: 1F54	ICD-10: B55, B55.9	.
BM001263	C-X-C motif chemokine 10 (CXCL10)	Systemic sclerosis	ICD-11: 4A42	.	.
BM001266	C-X-C motif chemokine 10 (CXCL10)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001267	C-X-C motif chemokine 10 (CXCL10)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM000448	C-X-C motif chemokine 10 (CXCL10)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J40-J44, J47	ICD-9: 490-492, 494-496
BM003616	C-X-C motif chemokine 11 (CXCL11)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003567	C-X-C motif chemokine 13 (CXCL13)	Syphilis	ICD-11: 1A60-1A6Z	ICD-10: A00-B99	.
BM003431	C-X-C motif chemokine 13 (CXCL13)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003613	C-X-C motif chemokine 5 (CXCL5)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003614	C-X-C motif chemokine 9 (CXCL9)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003366	Cyclic ADP-ribose hydrolase 1 (CD38)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003213	Cyclic ADP-ribose hydrolase 1 (CD38)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003462	Cyclic ADP-ribose hydrolase 1 (CD38)	Leishmaniasis	ICD-11: 1F54	ICD-10: B55, B55.9	.
BM001296	Cystatin-C (CST3)	HIV infection	ICD-11: 1C62	.	ICD-9: 279.3
BM001297	Cystatin-C (CST3)	HIV infection	ICD-11: 1C62	.	ICD-9: 279.3
BM001290	Cystatin-C (CST3)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM001298	Cystatin-C (CST3)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM001300	Cystatin-C (CST3)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM001289	Cystatin-C (CST3)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM001304	Cystatin-C (CST3)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001305	Cystatin-C (CST3)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001293	Cystatin-C (CST3)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001291	Cystatin-C (CST3)	Atherosclerosis	ICD-11: BD40	ICD-10: I80-I82	.
BM000989	Cystatin-C (CST3)	Premature atherosclerosis	ICD-11: BD40	.	.
BM001288	Cystatin-C (CST3)	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001287	Cystatin-C (CST3)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001292	Cystatin-C (CST3)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM001294	Cystatin-C (CST3)	Renal dysfunction	ICD-11: GC2Z	ICD-10: I50, N17-N19	.
BM001295	Cystatin-C (CST3)	Renal dysfunction	ICD-11: GC2Z	ICD-10: I50, N17-N19	.
BM001303	Cystatin-SN (CST1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001306	Cystatin-SN (CST1)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM001307	Cysteine-rich angiogenic inducer 61 (CYR61)	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001308	Cysteinyl leukotrienes (cysLTs)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001827	Cysteinyl leukotrienes (cysLTs)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM003552	Cytidine deaminase (CDA)	Smallpox	ICD-11: 1E70	ICD-10: B03	.
BM000048	Cytochrome P450 2C19 (CYP2C19)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000049	Cytochrome P450 2C19 (CYP2C19)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000001	Cytochrome P450 2C19 (CYP2C19)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001309	Cytochrome P450-PCN3 (CYP3A5)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM000052	Cytokine receptor-like factor 3 (CRLF3)	HBV infection-related hepatocellular carcinoma	ICD-11: 2C12.02	ICD-10: C22.0	ICD-9: 155
BM001283	Cytosolic purine 5'-nucleotidase (NT5C2)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM003382	Cytotoxic T-lymphocyte protein 4 (CTLA-4)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003222	Cytotoxic T-lymphocyte protein 4 (CTLA-4)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003445	Cytotoxic T-lymphocyte protein 4 (CTLA-4)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003473	Cytotoxic T-lymphocyte protein 4 (CTLA-4)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM001257	Cytotoxic T-lymphocyte protein 4 (CTLA-4)	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM001328	Detection of apoptosing retinal cells (DARC)	Glaucoma/ocular hypertension	ICD-11: 9C61	.	ICD-9: 365
BM002623	Dexamethasone-induced Ras-related protein 1 (RASD1)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM001351	Dickkopf-related protein 1 (DKK1)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM003489	Dihydrofolate reductase (DHFR)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM001341	Dihydrofolate reductase (DHFR)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM001344	Dihydroxyphenylacetic acid (DOPAC)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002553	Dimethylacetals (DMA)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003367	Dipeptidyl peptidase 4 (DPP-4)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003316	Dipeptidyl peptidase 4 (DPP-4)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM001346	Dipeptidyl peptidase 4 (DPP-4)	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001345	Dipeptidyl peptidase 4 (DPP-4)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM000047	DNA excision repair protein ERCC-1 (ERCC1)	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	.
BM000038	DNA topoisomerase 1 (TOP1)	Colorectal cancer	ICD-11: 2B91.Z	.	.
BM001354	Dopamine beta-hydroxylase (DBH)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001356	Dopamine D1 receptor (DRD1)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001324	Dopamine D2 receptor (DRD2)	Schizophrenia	ICD-11: 6A20	.	.
BM001357	Dopamine D2 receptor (DRD2)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001325	Dopamine D3 receptor (DRD3)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001358	Dopamine D3 receptor (DRD3)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001359	Dopamine transporter (SLC6A3)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001360	Dopamine transporter (SLC6A3)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001361	Dopamine transporter (SLC6A3)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM003563	Dysferlin (DYSF)	Smallpox	ICD-11: 1E70	ICD-10: B03	.
BM003203	Early activation antigen CD69 (CD69)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003435	Early activation antigen CD69 (CD69)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003460	Early activation antigen CD69 (CD69)	Leishmaniasis	ICD-11: 1F54	ICD-10: B55, B55.9	.
BM003216	Ecto-5'-nucleotidase (CD73)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM001397	Elafin (PI3)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001400	Elafin (PI3)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001401	Elafin (PI3)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001398	Elafin (PI3)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001399	Elafin (PI3)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001402	Elafin (PI3)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001407	Electrocardiography (ECG)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM003470	Endoglin CD105 (ENG)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM000351	Endostatin (COL18A1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003239	Endothelial plasminogen activator inhibitor (SERPINE1)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003536	Endothelial plasminogen activator inhibitor (SERPINE1)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001417	Endothelial progenitor cell (EPC)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM000780	Endothelin-1 (EDN1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001420	Endothelin-1 (EDN1)	Systemic sclerosis	ICD-11: 4A42	.	ICD-9: 710.1
BM002716	Endothelin-1 (EDN1)	Systemic sclerosis	ICD-11: 4A42	.	ICD-9: 710.1
BM001419	Endothelin-1 (EDN1)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001418	Endothelin-1 (EDN1)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001421	Endothelin-1 (EDN1)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM000380	Endothelin-3 (EDN3)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001425	Eosinophil cationic protein (RNASE3)	Ocular allergy	ICD-11: 4A81	.	.
BM001426	Eosinophil cationic protein (RNASE3)	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM001430	Eosinophil-derived neurotoxin (EDN)	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM003049	Epidermal growth factor receptor (EGFR)	Lung cancer	ICD-11: 2C25.0	.	ICD-9: 162
BM000192	Epidermal growth factor receptor (EGFR)	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	.
BM003052	Epidermal growth factor receptor (EGFR)	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	.
BM000023	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000015	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000013	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000004	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003053	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003043	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000189	Erbb2 tyrosine kinase receptor (HER2)	Invasive breast cancer	ICD-11: 2C61	.	.
BM000027	Erbb2 tyrosine kinase receptor (HER2)	Ovarian cancer	ICD-11: 2C73	ICD-10: C56	ICD-9: 183
BM001462	Erythrocyte Sedimentation Rate (ESR)	Systemic sclerosis	ICD-11: 4A42	.	ICD-9: 710.1
BM001457	Erythrocyte Sedimentation Rate (ESR)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001458	Erythrocyte Sedimentation Rate (ESR)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001459	Erythrocyte Sedimentation Rate (ESR)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001460	Erythrocyte Sedimentation Rate (ESR)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001461	Erythrocyte Sedimentation Rate (ESR)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001463	Erythropoietin (EPO)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM000557	E-selectin (SELE)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003381	E-selectin (SELE)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003221	E-selectin (SELE)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003602	E-selectin (SELE)	West nile virus infection	ICD-11: 1D46	ICD-10: A92.3	.
BM003285	E-selectin (SELE)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003496	E-selectin (SELE)	Measles	ICD-11: 1F03	.	.
BM003472	E-selectin (SELE)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM002717	E-selectin (SELE)	Systemic sclerosis	ICD-11: 4A42	.	ICD-9: 710.1
BM001465	E-selectin (SELE)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001464	E-selectin (SELE)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM000203	Estrogen receptor (ER)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000025	Estrogen receptor (ER)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003041	Estrogen receptor (ER)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003046	Estrogen receptor (ER)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000198	Estrogen receptor (ER)	Invasive breast cancer	ICD-11: 2C61	ICD-10: C50	.
BM001097	Estrogen receptor (ER)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001466	Estrogen receptor (ER)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001487	Exhaled nitric oxide (eNO)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM003386	Extracellular matrix receptor III (CD44)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003223	Extracellular matrix receptor III (CD44)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003323	Extracellular matrix receptor III (CD44)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM001490	F(2)-isoprostanes (F2-IsoPs)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000488	F(2)-isoprostanes (F2-IsoPs)	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM001488	F(2)-isoprostanes (F2-IsoPs)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001489	F(2)-isoprostanes (F2-IsoPs)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM000731	F(2)-isoprostanes (F2-IsoPs)	Arteriosclerosis	ICD-11: BD40	ICD-10: I70	.
BM001623	Fatty acid-binding protein, heart (FABP3)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001624	Fatty acid-binding protein, heart (FABP3)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001625	Fatty acid-binding protein, heart (FABP3)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM001626	Fatty acid-binding protein, heart (FABP3)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM003330	Ferritin (FTH1)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM001516	Fibrin monomer (FM)	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM001517	Fibrin monomer (FM)	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM003244	Fibrinogen alpha chain (FGA)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM002671	Fibrinogen beta chain (FGB)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM000781	Fibroblast growth factor-2 (FGF2)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001530	Fibronectin (FN1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003182	Fibronectin (FN1)	Chagas disease	ICD-11: IF53	.	.
BM003537	Fibronectin (FN1)	Sepsis	ICD-11: 1G40-1G41	.	.
BM000887	Ficolin-2 (FCN2)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM001538	FK506-binding protein 5 (FKBP5)	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
