DiseaseID	gene_symbol	hgnc_id	gene_url	DiseaseName	disease_url	mode_of_inheritance	dosage_haploinsufficiency_assertion	dosage_triplosensitivity_assertion	dosage_report	dosage_group	gene_disease_validity_assertion_classifications	gene_disease_validity_assertion_reports	gene_disease_validity_gceps	actionability_assertion_classifications	actionability_assertion_reports	actionability_groups
MONDO:0012670	LRTOMT	HGNC:25033	https://search.clinicalgenome.org/kb/genes/HGNC:25033	autosomal recessive nonsyndromic hearing loss 63	https://search.clinicalgenome.org/kb/conditions/MONDO:0012670	Autosomal recessive inheritance					definitive evidence (02/15/2017)	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5662	Hearing Loss	Strong Actionability (10/29/2020)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018	Pediatric Actionability Working Group
MONDO:0012680	GLIS2	HGNC:29450	https://search.clinicalgenome.org/kb/genes/HGNC:29450	nephronophthisis 7	https://search.clinicalgenome.org/kb/conditions/MONDO:0012680	Autosomal recessive inheritance					limited evidence (05/26/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c51be76f-59d3-4884-9df3-4416686848ab-2021-05-26T160000.000Z	Kidney Cystic and Ciliopathy Disorders			
MONDO:0012683	RARS2	HGNC:21406	https://search.clinicalgenome.org/kb/genes/HGNC:21406	pontocerebellar hypoplasia type 6	https://search.clinicalgenome.org/kb/conditions/MONDO:0012683		30 - Gene Associated with Autosomal Recessive Phenotype (04/09/2015)	0 - No Evidence for Haploinsufficiency (04/09/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21406	Dosage Working Group						
MONDO:0012684	JUP	HGNC:6207	https://search.clinicalgenome.org/kb/genes/HGNC:6207	arrhythmogenic right ventricular dysplasia 12	https://search.clinicalgenome.org/kb/conditions/MONDO:0012684									Moderate Actionability (03/17/2020) | Strong Actionability (03/17/2020)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC039 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC039	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0012690	RAF1	HGNC:9829	https://search.clinicalgenome.org/kb/genes/HGNC:9829	Noonan syndrome 5	https://search.clinicalgenome.org/kb/conditions/MONDO:0012690		0 - No Evidence for Haploinsufficiency (09/13/2018)	0 - No Evidence for Haploinsufficiency (09/13/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9829	Dosage Working Group				Assertion Pending (07/01/2019) | Assertion Pending (07/01/2019)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1003 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1003	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0012691	PTPN11	HGNC:9644	https://search.clinicalgenome.org/kb/genes/HGNC:9644	LEOPARD syndrome 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0012691		3 - Sufficient Evidence for Haploinsufficiency (09/08/2020)	0 - No Evidence for Haploinsufficiency (09/08/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9644	Dosage Working Group				Limited Actionability (03/02/2021) | Limited Actionability (03/02/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1023 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1023	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0012721	KCTD7	HGNC:21957	https://search.clinicalgenome.org/kb/genes/HGNC:21957	progressive myoclonic epilepsy type 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0012721		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21957	Dosage Working Group						
MONDO:0012747	ALDOA	HGNC:414	https://search.clinicalgenome.org/kb/genes/HGNC:414	glycogen storage disease due to aldolase A deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012747		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:414	Dosage Working Group						
MONDO:0012748	DNAH11	HGNC:2942	https://search.clinicalgenome.org/kb/genes/HGNC:2942	primary ciliary dyskinesia 7	https://search.clinicalgenome.org/kb/conditions/MONDO:0012748	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2942	Dosage Working Group	definitive evidence (10/25/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_84088c46-0763-4ed6-9352-530d846e8b24-2021-10-25T190427.941Z	Motile Ciliopathy			
MONDO:0012753	ANG	HGNC:483	https://search.clinicalgenome.org/kb/genes/HGNC:483	amyotrophic lateral sclerosis type 9	https://search.clinicalgenome.org/kb/conditions/MONDO:0012753	Autosomal dominant inheritance					limited evidence (02/08/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4ee17299-56dd-40a7-8cec-9a316f3e46f2-2022-02-08T000000.000Z	Amyotrophic Lateral Sclerosis Spectrum Disorders			
MONDO:0012762	CASQ2	HGNC:1513	https://search.clinicalgenome.org/kb/genes/HGNC:1513	catecholaminergic polymorphic ventricular tachycardia 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0012762		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1513	Dosage Working Group				Strong Actionability (03/11/2021) | Strong Actionability (03/11/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC042 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC042	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0012764	RNF168	HGNC:26661	https://search.clinicalgenome.org/kb/genes/HGNC:26661	RIDDLE syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0012764		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26661	Dosage Working Group						
MONDO:0012775	CYCS	HGNC:19986	https://search.clinicalgenome.org/kb/genes/HGNC:19986	thrombocytopenia 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0012775	Autosomal dominant inheritance					limited evidence (06/23/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_772f2ad2-5d8c-41f6-95c4-39063daf77be-2021-06-23T170356.081Z	Hemostasis Thrombosis			
MONDO:0012786	SLC16A12	HGNC:23094	https://search.clinicalgenome.org/kb/genes/HGNC:23094	juvenile cataract-microcornea-renal glucosuria syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0012786		1 - Little Evidence for Haploinsufficiency (12/21/2011)	0 - No Evidence for Haploinsufficiency (12/21/2011)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23094	Dosage Working Group						
MONDO:0012790	TARDBP	HGNC:11571	https://search.clinicalgenome.org/kb/genes/HGNC:11571	amyotrophic lateral sclerosis type 10	https://search.clinicalgenome.org/kb/conditions/MONDO:0012790	Autosomal dominant inheritance	0 - No Evidence for Haploinsufficiency (09/25/2018)	0 - No Evidence for Haploinsufficiency (09/25/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11571	Dosage Working Group	definitive evidence (07/27/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bf8bf781-25c9-4f16-b8cc-b0533390e4e2-2021-07-27T160623.437Z	Amyotrophic Lateral Sclerosis Spectrum Disorders			
MONDO:0012799	ACTC1	HGNC:143	https://search.clinicalgenome.org/kb/genes/HGNC:143	hypertrophic cardiomyopathy 11	https://search.clinicalgenome.org/kb/conditions/MONDO:0012799		1 - Little Evidence for Haploinsufficiency (11/17/2015)	0 - No Evidence for Haploinsufficiency (11/17/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143	Dosage Working Group				Assertion Pending (08/14/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056	Adult Actionability Working Group
MONDO:0012802	HMX1	HGNC:5017	https://search.clinicalgenome.org/kb/genes/HGNC:5017	oculoauricular syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0012802	Autosomal recessive inheritance					definitive evidence (05/06/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ebf66ec9-77a4-4e48-83a4-970639ad5373-2021-05-06T160000.000Z	Retina			
MONDO:0012804	CSRP3	HGNC:2472	https://search.clinicalgenome.org/kb/genes/HGNC:2472	hypertrophic cardiomyopathy 12	https://search.clinicalgenome.org/kb/conditions/MONDO:0012804									Assertion Pending (08/14/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056	Adult Actionability Working Group
MONDO:0012805	SLC2A1	HGNC:11005	https://search.clinicalgenome.org/kb/genes/HGNC:11005	childhood onset GLUT1 deficiency syndrome 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0012805		3 - Sufficient Evidence for Haploinsufficiency (03/24/2016)	0 - No Evidence for Haploinsufficiency (03/24/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11005	Dosage Working Group						
MONDO:0012812	STXBP1	HGNC:11444	https://search.clinicalgenome.org/kb/genes/HGNC:11444	developmental and epileptic encephalopathy, 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0012812		3 - Sufficient Evidence for Haploinsufficiency (06/20/2013)	0 - No Evidence for Haploinsufficiency (06/20/2013)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11444	Dosage Working Group						
MONDO:0012833	FGFR3	HGNC:3690	https://search.clinicalgenome.org/kb/genes/HGNC:3690	Crouzon syndrome-acanthosis nigricans syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0012833	Autosomal dominant inheritance	0 - No Evidence for Haploinsufficiency (11/09/2011)	0 - No Evidence for Haploinsufficiency (11/09/2011)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3690	Dosage Working Group	definitive evidence (11/18/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_98727c21-26dd-4e65-b75e-8ec82d95ba97-2021-11-18T170000.000Z	Craniofacial Malformations			
MONDO:0012856	KCNK9	HGNC:6283	https://search.clinicalgenome.org/kb/genes/HGNC:6283	Birk-Barel syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0012856		0 - No Evidence for Haploinsufficiency (02/29/2012)	0 - No Evidence for Haploinsufficiency (02/29/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6283	Dosage Working Group						
MONDO:0012858	CD59	HGNC:1689	https://search.clinicalgenome.org/kb/genes/HGNC:1689	primary CD59 deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012858		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1689	Dosage Working Group						
MONDO:0012860	PROC	HGNC:9451	https://search.clinicalgenome.org/kb/genes/HGNC:9451	thrombophilia due to protein C deficiency, autosomal recessive	https://search.clinicalgenome.org/kb/conditions/MONDO:0012860									Assertion Pending (05/09/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC135	Adult Actionability Working Group
MONDO:0012866	FA2H	HGNC:21197	https://search.clinicalgenome.org/kb/genes/HGNC:21197	hereditary spastic paraplegia 35	https://search.clinicalgenome.org/kb/conditions/MONDO:0012866		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21197	Dosage Working Group						
MONDO:0012869	ZBTB18	HGNC:13030	https://search.clinicalgenome.org/kb/genes/HGNC:13030	intellectual disability, autosomal dominant 22	https://search.clinicalgenome.org/kb/conditions/MONDO:0012869		3 - Sufficient Evidence for Haploinsufficiency (04/24/2019)	0 - No Evidence for Haploinsufficiency (04/24/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13030	Dosage Working Group						
MONDO:0012871	KCNE1	HGNC:6240	https://search.clinicalgenome.org/kb/genes/HGNC:6240	Jervell and Lange-Nielsen syndrome 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0012871	Autosomal recessive inheritance					moderate evidence (06/22/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1d7672c-743f-4b93-b620-e20db96e47bd-2018-06-22T040000.000Z	Hearing Loss			
MONDO:0012876	SERPIND1	HGNC:4838	https://search.clinicalgenome.org/kb/genes/HGNC:4838	heparin cofactor 2 deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012876	Autosomal dominant inheritance					definitive evidence (11/18/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0888745c-f1e6-4af7-bdcd-bd229f043f07-2020-11-18T170000.000Z	Hemostasis Thrombosis			
MONDO:0012890	TSEN2	HGNC:28422	https://search.clinicalgenome.org/kb/genes/HGNC:28422	pontocerebellar hypoplasia type 2B	https://search.clinicalgenome.org/kb/conditions/MONDO:0012890		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:28422	Dosage Working Group						
MONDO:0012892	PLOD3	HGNC:9083	https://search.clinicalgenome.org/kb/genes/HGNC:9083	bone fragility with contractures, arterial rupture, and deafness	https://search.clinicalgenome.org/kb/conditions/MONDO:0012892		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9083	Dosage Working Group						
MONDO:0012897	F11	HGNC:3529	https://search.clinicalgenome.org/kb/genes/HGNC:3529	congenital factor XI deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012897	Semidominant inheritance					definitive evidence (10/23/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a57ba9d9-45c5-48bc-b939-7593f67a86ed-2019-10-23T160000.000Z	Hemostasis Thrombosis	Strong Actionability (07/19/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC153	Adult Actionability Working Group
MONDO:0012906	DNAI2	HGNC:18744	https://search.clinicalgenome.org/kb/genes/HGNC:18744	primary ciliary dyskinesia 9	https://search.clinicalgenome.org/kb/conditions/MONDO:0012906		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18744	Dosage Working Group						
MONDO:0012912	GNAS	HGNC:4392	https://search.clinicalgenome.org/kb/genes/HGNC:4392	pseudopseudohypoparathyroidism	https://search.clinicalgenome.org/kb/conditions/MONDO:0012912		3 - Sufficient Evidence for Haploinsufficiency (01/12/2021)	0 - No Evidence for Haploinsufficiency (01/12/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4392	Dosage Working Group						
MONDO:0012924	RPS17	HGNC:10397	https://search.clinicalgenome.org/kb/genes/HGNC:10397	Diamond-Blackfan anemia 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0012924		3 - Sufficient Evidence for Haploinsufficiency (12/10/2015)	0 - No Evidence for Haploinsufficiency (12/10/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10397	Dosage Working Group						
MONDO:0012929	CNTN1	HGNC:2171	https://search.clinicalgenome.org/kb/genes/HGNC:2171	Compton-North congenital myopathy	https://search.clinicalgenome.org/kb/conditions/MONDO:0012929		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2171	Dosage Working Group						
MONDO:0012930	G6PC3	HGNC:24861	https://search.clinicalgenome.org/kb/genes/HGNC:24861	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012930		30 - Gene Associated with Autosomal Recessive Phenotype (04/30/2020)	0 - No Evidence for Haploinsufficiency (04/30/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:24861	Dosage Working Group						
MONDO:0012931	APOL1	HGNC:618	https://search.clinicalgenome.org/kb/genes/HGNC:618	focal segmental glomerulosclerosis 4, susceptibility to	https://search.clinicalgenome.org/kb/conditions/MONDO:0012931	Autosomal recessive inheritance					definitive evidence (09/28/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_47d0f13d-5122-4762-82c9-08db3ba104d1-2021-09-28T023000.000Z	Glomerulopathy			
MONDO:0012933	BRCA2	HGNC:1101	https://search.clinicalgenome.org/kb/genes/HGNC:1101	breast-ovarian cancer, familial, susceptibility to, 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0012933	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (07/14/2021)	0 - No Evidence for Haploinsufficiency (07/14/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1101	Dosage Working Group	definitive evidence (09/13/2017)	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8397	Breast/Ovarian Cancer	Has Insufficient Evidence for Actionability Based on Early Rule-out (09/15/2021) | Definitive Actionability (01/28/2014)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC133 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC133	Pediatric Actionability Working Group | Adult Actionability Working Group
MONDO:0012946	CDH15	HGNC:1754	https://search.clinicalgenome.org/kb/genes/HGNC:1754	intellectual disability, autosomal dominant 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0012946		0 - No Evidence for Haploinsufficiency (08/08/2013)	0 - No Evidence for Haploinsufficiency (08/08/2013)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1754	Dosage Working Group						
MONDO:0012953	POLD1	HGNC:9175	https://search.clinicalgenome.org/kb/genes/HGNC:9175	colorectal cancer, susceptibility to, 10	https://search.clinicalgenome.org/kb/conditions/MONDO:0012953		1 - Little Evidence for Haploinsufficiency (06/05/2020)	0 - No Evidence for Haploinsufficiency (06/05/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9175	Dosage Working Group				Strong Actionability (07/05/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC152	Adult Actionability Working Group
MONDO:0012960	SYNGAP1	HGNC:11497	https://search.clinicalgenome.org/kb/genes/HGNC:11497	intellectual disability, autosomal dominant 5	https://search.clinicalgenome.org/kb/conditions/MONDO:0012960		3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)	0 - No Evidence for Haploinsufficiency (07/06/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11497	Dosage Working Group						
MONDO:0012978	RSPH4A	HGNC:21558	https://search.clinicalgenome.org/kb/genes/HGNC:21558	primary ciliary dyskinesia 11	https://search.clinicalgenome.org/kb/conditions/MONDO:0012978	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21558	Dosage Working Group	definitive evidence (04/05/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6f876804-e14a-4c7e-a826-232c7f445c7f-2022-04-05T150444.668Z	Motile Ciliopathy			
MONDO:0012982	SLC1A3	HGNC:10941	https://search.clinicalgenome.org/kb/genes/HGNC:10941	episodic ataxia type 6	https://search.clinicalgenome.org/kb/conditions/MONDO:0012982	Autosomal dominant inheritance					definitive evidence (10/09/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3bcae41b-3438-4e82-8f29-83cca7f142f0-2020-10-09T160000.000Z	Aminoacidopathy			
MONDO:0012984	ABHD12	HGNC:15868	https://search.clinicalgenome.org/kb/genes/HGNC:15868	PHARC syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0012984	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (12/11/2014)	0 - No Evidence for Haploinsufficiency (12/11/2014)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15868	Dosage Working Group	definitive evidence (06/28/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ccd68c20-2024-4239-be51-26697e19a6b4-2018-06-28T164515.791Z	Hearing Loss			
MONDO:0012985	EPB42	HGNC:3381	https://search.clinicalgenome.org/kb/genes/HGNC:3381	hereditary spherocytosis type 5	https://search.clinicalgenome.org/kb/conditions/MONDO:0012985		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3381	Dosage Working Group						
MONDO:0012987	CD79B	HGNC:1699	https://search.clinicalgenome.org/kb/genes/HGNC:1699	agammaglobulinemia 6, autosomal recessive	https://search.clinicalgenome.org/kb/conditions/MONDO:0012987	Autosomal recessive inheritance					definitive evidence (01/26/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9c252b2c-2183-4e7d-8ceb-69f7a01cc1d9-2021-01-26T171006.440Z	Antibody Deficiencies GCEP			
MONDO:0012989	STIL	HGNC:10879	https://search.clinicalgenome.org/kb/genes/HGNC:10879	microcephaly 7, primary, autosomal recessive	https://search.clinicalgenome.org/kb/conditions/MONDO:0012989		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10879	Dosage Working Group						
MONDO:0012994	SPR	HGNC:11257	https://search.clinicalgenome.org/kb/genes/HGNC:11257	dopa-responsive dystonia due to sepiapterin reductase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012994	Autosomal recessive inheritance					definitive evidence (06/04/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1c9f2ff6-39f1-4abc-9fdf-de4c0e23120d-2021-06-04T221815.205Z	Aminoacidopathy			
MONDO:0012996	GATM	HGNC:4175	https://search.clinicalgenome.org/kb/genes/HGNC:4175	AGAT deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012996	Autosomal recessive inheritance					definitive evidence (03/08/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d63bfeff-882d-400f-af17-277a702fd09b-2019-03-08T170000.000Z	Aminoacidopathy			
MONDO:0012999	GAMT	HGNC:4136	https://search.clinicalgenome.org/kb/genes/HGNC:4136	guanidinoacetate methyltransferase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0012999	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4136	Dosage Working Group	definitive evidence (01/25/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f0a84d45-57f8-4763-b1c5-7a283cef5f71-2019-01-25T170000.000Z	Aminoacidopathy			
MONDO:0013000	ALAD	HGNC:395	https://search.clinicalgenome.org/kb/genes/HGNC:395	porphyria due to ALA dehydratase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013000		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:395	Dosage Working Group						
MONDO:0013002	ADAM9	HGNC:216	https://search.clinicalgenome.org/kb/genes/HGNC:216	cone-rod dystrophy 9	https://search.clinicalgenome.org/kb/conditions/MONDO:0013002		30 - Gene Associated with Autosomal Recessive Phenotype (12/11/2014)	0 - No Evidence for Haploinsufficiency (12/11/2014)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:216	Dosage Working Group						
MONDO:0013016	FERMT3	HGNC:23151	https://search.clinicalgenome.org/kb/genes/HGNC:23151	leukocyte adhesion deficiency 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0013016	Autosomal recessive inheritance					definitive evidence (08/28/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df792161-5efb-45f7-91ed-5fe76045fa06-2019-08-28T160000.000Z	Hemostasis Thrombosis			
MONDO:0013039	OBSL1	HGNC:29092	https://search.clinicalgenome.org/kb/genes/HGNC:29092	3M syndrome 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0013039		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29092	Dosage Working Group						
MONDO:0013046	ENO3	HGNC:3354	https://search.clinicalgenome.org/kb/genes/HGNC:3354	glycogen storage disease due to muscle beta-enolase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013046		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3354	Dosage Working Group						
MONDO:0013049	DPM3	HGNC:3007	https://search.clinicalgenome.org/kb/genes/HGNC:3007	DPM3-CDG	https://search.clinicalgenome.org/kb/conditions/MONDO:0013049		30 - Gene Associated with Autosomal Recessive Phenotype (04/09/2015)	0 - No Evidence for Haploinsufficiency (04/09/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3007	Dosage Working Group						
MONDO:0013051	PYCR1	HGNC:9721	https://search.clinicalgenome.org/kb/genes/HGNC:9721	autosomal recessive cutis laxa type 2B	https://search.clinicalgenome.org/kb/conditions/MONDO:0013051	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9721	Dosage Working Group	definitive evidence (05/21/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ca242cd8-1f57-4c7b-ba97-5ec0c97b425b-2020-05-21T191607.864Z	Aminoacidopathy			
MONDO:0013061	BAG3	HGNC:939	https://search.clinicalgenome.org/kb/genes/HGNC:939	myofibrillar myopathy 6	https://search.clinicalgenome.org/kb/conditions/MONDO:0013061		3 - Sufficient Evidence for Haploinsufficiency (02/12/2015)	0 - No Evidence for Haploinsufficiency (02/12/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:939	Dosage Working Group				Has Insufficient Evidence for Actionability Based on Expert Review (09/06/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC155	Adult Actionability Working Group
MONDO:0013066	NR5A1	HGNC:7983	https://search.clinicalgenome.org/kb/genes/HGNC:7983	46,XY sex reversal 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0013066		3 - Sufficient Evidence for Haploinsufficiency (02/24/2021)	0 - No Evidence for Haploinsufficiency (02/24/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7983	Dosage Working Group						
