"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"KRAS","HGNC:6407","https://search.clinicalgenome.org/kb/genes/HGNC:6407","Noonan syndrome 3","MONDO:0012371","https://search.clinicalgenome.org/kb/conditions/MONDO:0012371","N/A","0 - No Evidence for Haploinsufficiency (10/08/2015)","0 - No Evidence for Haploinsufficiency (10/08/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6407","Dosage Working Group","","","","Assertion Pending (07/01/2019) | Assertion Pending (07/01/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1003 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1003","Adult Actionability Working Group | Pediatric Actionability Working Group"
"KRIT1","HGNC:1573","https://search.clinicalgenome.org/kb/genes/HGNC:1573","famililal cerebral cavernous malformations","MONDO:0031037","https://search.clinicalgenome.org/kb/conditions/MONDO:0031037","N/A","","","","","","","","Assertion Pending (04/04/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC116","Adult Actionability Working Group"
"KRIT1","HGNC:1573","https://search.clinicalgenome.org/kb/genes/HGNC:1573","cerebral cavernous malformation","MONDO:0000820","https://search.clinicalgenome.org/kb/conditions/MONDO:0000820","N/A","","","","","","","","Assertion Pending (04/04/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC116","Adult Actionability Working Group"
"KRIT1","HGNC:1573","https://search.clinicalgenome.org/kb/genes/HGNC:1573","cerebral cavernous malformation 1","MONDO:0020724","https://search.clinicalgenome.org/kb/conditions/MONDO:0020724","N/A","","","","","","","","Assertion Pending (04/04/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC116","Adult Actionability Working Group"
"KYNU","HGNC:6469","https://search.clinicalgenome.org/kb/genes/HGNC:6469","vertebral, cardiac, renal, and limb defects syndrome 2","MONDO:0060555","https://search.clinicalgenome.org/kb/conditions/MONDO:0060555","Autosomal recessive inheritance","","","","","moderate evidence (07/10/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_70d2f25f-b3f0-4f1b-b7bf-ad8d3562c959-2020-07-10T160000.000Z","Aminoacidopathy","","",""
"L1CAM","HGNC:6470","https://search.clinicalgenome.org/kb/genes/HGNC:6470","L1 syndrome","MONDO:0017140","https://search.clinicalgenome.org/kb/conditions/MONDO:0017140","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/02/2020)","0 - No Evidence for Haploinsufficiency (12/02/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6470","Dosage Working Group","definitive evidence (10/02/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e8541f5b-a166-44cd-a7f3-fce263ef8fde-2019-10-02T160000.000Z","Intellectual Disability and Autism","","",""
"L1CAM","HGNC:6470","https://search.clinicalgenome.org/kb/genes/HGNC:6470","X-linked hydrocephalus with stenosis of the aqueduct of Sylvius","MONDO:0010611","https://search.clinicalgenome.org/kb/conditions/MONDO:0010611","N/A","3 - Sufficient Evidence for Haploinsufficiency (12/02/2020)","0 - No Evidence for Haploinsufficiency (12/02/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6470","Dosage Working Group","","","","","",""
"LAMA1","HGNC:6481","https://search.clinicalgenome.org/kb/genes/HGNC:6481","ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome","MONDO:0014419","https://search.clinicalgenome.org/kb/conditions/MONDO:0014419","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6481","Dosage Working Group","","","","","",""
"LAMA2","HGNC:6482","https://search.clinicalgenome.org/kb/genes/HGNC:6482","LAMA2-related muscular dystrophy","MONDO:0100228","https://search.clinicalgenome.org/kb/conditions/MONDO:0100228","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/28/2018)","0 - No Evidence for Haploinsufficiency (11/28/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6482","Dosage Working Group","definitive evidence (03/14/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_53f18520-6a7c-4781-ad0e-09250570f10e-2022-03-14T204607.096Z","Congenital Myopathies","","",""
"LAMA3","HGNC:6483","https://search.clinicalgenome.org/kb/genes/HGNC:6483","junctional epidermolysis bullosa","MONDO:0017612","https://search.clinicalgenome.org/kb/conditions/MONDO:0017612","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6483","Dosage Working Group","","","","","",""
"LAMA4","HGNC:6484","https://search.clinicalgenome.org/kb/genes/HGNC:6484","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","limited evidence (08/12/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e937f98e-7577-48bd-a24a-361634ba0a8d-2020-08-12T160000.000Z","Dilated Cardiomyopathy","","",""
"LAMB1","HGNC:6486","https://search.clinicalgenome.org/kb/genes/HGNC:6486","cobblestone lissencephaly without muscular or ocular involvement","MONDO:0014077","https://search.clinicalgenome.org/kb/conditions/MONDO:0014077","Autosomal recessive inheritance","","","","","moderate evidence (11/15/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5461","General Gene Curation","","",""
"LAMC2","HGNC:6493","https://search.clinicalgenome.org/kb/genes/HGNC:6493","junctional epidermolysis bullosa","MONDO:0017612","https://search.clinicalgenome.org/kb/conditions/MONDO:0017612","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6493","Dosage Working Group","","","","","",""
"LAMC3","HGNC:6494","https://search.clinicalgenome.org/kb/genes/HGNC:6494","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","Autosomal dominant inheritance","","","","","disputing (09/01/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0ff89702-c97e-4ef9-91ce-2e37b66efd84-2020-09-01T160000.000Z","Intellectual Disability and Autism","","",""
"LAMP2","HGNC:6501","https://search.clinicalgenome.org/kb/genes/HGNC:6501","Danon disease","MONDO:0010281","https://search.clinicalgenome.org/kb/conditions/MONDO:0010281","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (02/09/2021)","0 - No Evidence for Haploinsufficiency (02/09/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6501","Dosage Working Group","definitive evidence (10/11/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f0d4050-f510-438d-a477-0a12669945d8-2017-10-11T040000.000Z","Hypertrophic Cardiomyopathy","","",""
"LARGE1","HGNC:6511","https://search.clinicalgenome.org/kb/genes/HGNC:6511","muscular dystrophy-dystroglycanopathy","MONDO:0018276","https://search.clinicalgenome.org/kb/conditions/MONDO:0018276","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6511","Dosage Working Group","","","","","",""
"LARS2","HGNC:17095","https://search.clinicalgenome.org/kb/genes/HGNC:17095","Perrault syndrome","MONDO:0017312","https://search.clinicalgenome.org/kb/conditions/MONDO:0017312","Autosomal recessive inheritance","","","","","strong evidence (06/27/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8afe11e7-7c53-46e2-b48e-37ee2bc144ce-2018-06-27T202427.557Z","Hearing Loss","","",""
"LAS1L","HGNC:25726","https://search.clinicalgenome.org/kb/genes/HGNC:25726","X-linked syndromic intellectual disability","MONDO:0020119","https://search.clinicalgenome.org/kb/conditions/MONDO:0020119","X-linked inheritance","","","","","limited evidence (09/21/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c5b85dbb-3d49-4924-8294-e518ff56f048-2021-09-21T160000.000Z","Intellectual Disability and Autism","","",""
"LAT","HGNC:18874","https://search.clinicalgenome.org/kb/genes/HGNC:18874","severe combined immunodeficiency due to LAT deficiency","MONDO:0044721","https://search.clinicalgenome.org/kb/conditions/MONDO:0044721","Autosomal recessive inheritance","","","","","strong evidence (05/10/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bf4a8572-c5ab-4a57-a9b3-ef1059180e8a-2022-05-10T135616.950Z","SCID-CID","","",""
"LBR","HGNC:6518","https://search.clinicalgenome.org/kb/genes/HGNC:6518","regressive spondylometaphyseal dysplasia","MONDO:0018663","https://search.clinicalgenome.org/kb/conditions/MONDO:0018663","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (02/23/2015)","0 - No Evidence for Haploinsufficiency (02/23/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6518","Dosage Working Group","moderate evidence (12/01/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5462","General Gene Curation","","",""
"LBR","HGNC:6518","https://search.clinicalgenome.org/kb/genes/HGNC:6518","Greenberg dysplasia","MONDO:0008974","https://search.clinicalgenome.org/kb/conditions/MONDO:0008974","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (02/23/2015)","0 - No Evidence for Haploinsufficiency (02/23/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6518","Dosage Working Group","","","","","",""
"LBX1","HGNC:16960","https://search.clinicalgenome.org/kb/genes/HGNC:16960","split hand-foot malformation 3","MONDO:0009525","https://search.clinicalgenome.org/kb/conditions/MONDO:0009525","N/A","0 - No Evidence for Haploinsufficiency (08/21/2014)","0 - No Evidence for Haploinsufficiency (08/21/2014)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16960","Dosage Working Group","","","","","",""
"LCA5","HGNC:31923","https://search.clinicalgenome.org/kb/genes/HGNC:31923","LCA5-related retinopathy","MONDO:0100445","https://search.clinicalgenome.org/kb/conditions/MONDO:0100445","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:31923","Dosage Working Group","definitive evidence (10/07/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ece57d88-4307-420a-aedb-4b5900248ea1-2021-10-07T160000.000Z","Retina","","",""
"LCA5","HGNC:31923","https://search.clinicalgenome.org/kb/genes/HGNC:31923","Leber congenital amaurosis 5","MONDO:0011473","https://search.clinicalgenome.org/kb/conditions/MONDO:0011473","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:31923","Dosage Working Group","","","","","",""
"LCK","HGNC:6524","https://search.clinicalgenome.org/kb/genes/HGNC:6524","severe combined immunodeficiency due to LCK deficiency","MONDO:0014334","https://search.clinicalgenome.org/kb/conditions/MONDO:0014334","Autosomal recessive inheritance","","","","","moderate evidence (06/20/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3e301c04-c0a1-4e0f-a9e4-69a6bd4be915-2022-06-20T160000.000Z","SCID-CID","","",""
"LCT","HGNC:6530","https://search.clinicalgenome.org/kb/genes/HGNC:6530","congenital lactase deficiency","MONDO:0009115","https://search.clinicalgenome.org/kb/conditions/MONDO:0009115","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6530","Dosage Working Group","","","","","",""
"LDB3","HGNC:15710","https://search.clinicalgenome.org/kb/genes/HGNC:15710","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","","","","","disputing (09/12/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ebdc3e8-2e0a-4a5e-8906-8e616d14008b-2019-09-12T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"LDB3","HGNC:15710","https://search.clinicalgenome.org/kb/genes/HGNC:15710","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","limited evidence (09/25/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7756e3c0-5a16-49b8-ac0f-220e79a4fa99-2020-09-25T160000.000Z","Dilated Cardiomyopathy","","",""
"LDLR","HGNC:6547","https://search.clinicalgenome.org/kb/genes/HGNC:6547","hypercholesterolemia, familial, 1","MONDO:0007750","https://search.clinicalgenome.org/kb/conditions/MONDO:0007750","Semidominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (10/27/2021)","0 - No Evidence for Haploinsufficiency (10/27/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6547","Dosage Working Group","definitive evidence (02/24/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_81788cfe-7520-4821-b80b-3ee0b2018909-2021-02-24T170000.000Z","General Gene Curation","Definitive Actionability (08/03/2020) | Strong Actionability (08/03/2020) | Strong Actionability (08/03/2020) | Strong Actionability (08/03/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC057 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC057 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC065 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC065","Adult Actionability Working Group | Pediatric Actionability Working Group | Adult Actionability Working Group | Pediatric Actionability Working Group"
"LDLR","HGNC:6547","https://search.clinicalgenome.org/kb/genes/HGNC:6547","homozygous familial hypercholesterolemia","MONDO:0018328","https://search.clinicalgenome.org/kb/conditions/MONDO:0018328","N/A","3 - Sufficient Evidence for Haploinsufficiency (10/27/2021)","0 - No Evidence for Haploinsufficiency (10/27/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6547","Dosage Working Group","","","","Strong Actionability (08/03/2020) | Strong Actionability (08/03/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC065 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC065","Adult Actionability Working Group | Pediatric Actionability Working Group"
"LEMD3","HGNC:28887","https://search.clinicalgenome.org/kb/genes/HGNC:28887","Buschke-Ollendorff syndrome","MONDO:0008157","https://search.clinicalgenome.org/kb/conditions/MONDO:0008157","N/A","3 - Sufficient Evidence for Haploinsufficiency (10/19/2020)","0 - No Evidence for Haploinsufficiency (10/19/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:28887","Dosage Working Group","","","","","",""
"LEPR","HGNC:6554","https://search.clinicalgenome.org/kb/genes/HGNC:6554","obesity due to leptin receptor gene deficiency","MONDO:0013992","https://search.clinicalgenome.org/kb/conditions/MONDO:0013992","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6554","Dosage Working Group","","","","","",""
"LETM1","HGNC:6556","https://search.clinicalgenome.org/kb/genes/HGNC:6556","Wolf-Hirschhorn syndrome","MONDO:0008684","https://search.clinicalgenome.org/kb/conditions/MONDO:0008684","N/A","0 - No Evidence for Haploinsufficiency (02/03/2012)","0 - No Evidence for Haploinsufficiency (02/03/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6556","Dosage Working Group","","","","","",""
"LFNG","HGNC:6560","https://search.clinicalgenome.org/kb/genes/HGNC:6560","spondylocostal dysostosis 3, autosomal recessive","MONDO:0012349","https://search.clinicalgenome.org/kb/conditions/MONDO:0012349","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6560","Dosage Working Group","","","","","",""
"LGI1","HGNC:6572","https://search.clinicalgenome.org/kb/genes/HGNC:6572","Autosomal dominant epilepsy with auditory features","MONDO:0010898","https://search.clinicalgenome.org/kb/conditions/MONDO:0010898","Autosomal dominant inheritance","","","","","definitive evidence (07/07/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_662936d4-11a7-43f3-9daf-4ba1a7c92ffe-2020-07-07T183907.849Z","Epilepsy","","",""
"LHFPL5","HGNC:21253","https://search.clinicalgenome.org/kb/genes/HGNC:21253","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal recessive inheritance","","","","","definitive evidence (04/24/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8a029f02-3524-4932-9293-9c02304fdd2b-2018-04-24T160000.000Z","Hearing Loss","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LHFPL5","HGNC:21253","https://search.clinicalgenome.org/kb/genes/HGNC:21253","autosomal recessive nonsyndromic hearing loss 67","MONDO:0012460","https://search.clinicalgenome.org/kb/conditions/MONDO:0012460","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LHFPL5","HGNC:21253","https://search.clinicalgenome.org/kb/genes/HGNC:21253","prelingual non-syndromic genetic hearing loss","MONDO:0016297","https://search.clinicalgenome.org/kb/conditions/MONDO:0016297","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LHFPL5","HGNC:21253","https://search.clinicalgenome.org/kb/genes/HGNC:21253","hearing loss, autosomal recessive","MONDO:0019588","https://search.clinicalgenome.org/kb/conditions/MONDO:0019588","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LHX3","HGNC:6595","https://search.clinicalgenome.org/kb/genes/HGNC:6595","non-acquired combined pituitary hormone deficiency with spine abnormalities","MONDO:0009091","https://search.clinicalgenome.org/kb/conditions/MONDO:0009091","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6595","Dosage Working Group","","","","","",""
"LHX4","HGNC:21734","https://search.clinicalgenome.org/kb/genes/HGNC:21734","short stature-pituitary and cerebellar defects-small sella turcica syndrome","MONDO:0009880","https://search.clinicalgenome.org/kb/conditions/MONDO:0009880","N/A","1 - Little Evidence for Haploinsufficiency (04/25/2022)","0 - No Evidence for Haploinsufficiency (04/25/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21734","Dosage Working Group","","","","","",""
"LIAS","HGNC:16429","https://search.clinicalgenome.org/kb/genes/HGNC:16429","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","limited evidence (03/11/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec6f6c96-262d-4ab8-ab7a-b09d585689ca-2021-03-11T171936.261Z","Mitochondrial Diseases","","",""
"LIFR","HGNC:6597","https://search.clinicalgenome.org/kb/genes/HGNC:6597","obsolete Stüve-Wiedemann syndrome","MONDO:0011108","https://search.clinicalgenome.org/kb/conditions/MONDO:0011108","Autosomal recessive inheritance","","","","","definitive evidence (07/27/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9e336431-a56a-4144-8554-6fe62e4cb298-2021-07-27T145127.876Z","Syndromic Disorders","","",""
"LIG4","HGNC:6601","https://search.clinicalgenome.org/kb/genes/HGNC:6601","DNA ligase IV deficiency","MONDO:0011686","https://search.clinicalgenome.org/kb/conditions/MONDO:0011686","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6601","Dosage Working Group","definitive evidence (04/16/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ec863c8-d668-4ebf-806e-e01f5a6407fe-2021-04-16T230148.883Z","SCID-CID","","",""
"LINS1","HGNC:30922","https://search.clinicalgenome.org/kb/genes/HGNC:30922","intellectual disability, autosomal recessive 27","MONDO:0013702","https://search.clinicalgenome.org/kb/conditions/MONDO:0013702","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30922","Dosage Working Group","","","","","",""
"LIPA","HGNC:6617","https://search.clinicalgenome.org/kb/genes/HGNC:6617","lysosomal acid lipase deficiency","MONDO:0010204","https://search.clinicalgenome.org/kb/conditions/MONDO:0010204","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6617","Dosage Working Group","","","","","",""
"LIPT1","HGNC:29569","https://search.clinicalgenome.org/kb/genes/HGNC:29569","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","moderate evidence (04/09/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_55d66b81-fe31-4965-b5fc-483393af820d-2021-04-09T142912.496Z","Mitochondrial Diseases","","",""
"LITAF","HGNC:16841","https://search.clinicalgenome.org/kb/genes/HGNC:16841","Charcot-Marie-Tooth disease","MONDO:0015626","https://search.clinicalgenome.org/kb/conditions/MONDO:0015626","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (10/21/2016)","0 - No Evidence for Haploinsufficiency (10/21/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16841","Dosage Working Group","moderate evidence (04/07/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e7106097-314c-487a-9770-b7dea3f25f37-2020-04-07T160000.000Z","Charcot-Marie-Tooth","","",""
"LITAF","HGNC:16841","https://search.clinicalgenome.org/kb/genes/HGNC:16841","Charcot-Marie-Tooth disease type 1","MONDO:0019011","https://search.clinicalgenome.org/kb/conditions/MONDO:0019011","N/A","0 - No Evidence for Haploinsufficiency (10/21/2016)","0 - No Evidence for Haploinsufficiency (10/21/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16841","Dosage Working Group","","","","Assertion Pending (12/20/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC129","Adult Actionability Working Group"
"LITAF","HGNC:16841","https://search.clinicalgenome.org/kb/genes/HGNC:16841","Charcot-Marie-Tooth disease type 1C","MONDO:0010995","https://search.clinicalgenome.org/kb/conditions/MONDO:0010995","N/A","0 - No Evidence for Haploinsufficiency (10/21/2016)","0 - No Evidence for Haploinsufficiency (10/21/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16841","Dosage Working Group","","","","Assertion Pending (12/20/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC129","Adult Actionability Working Group"
"LMAN1","HGNC:6631","https://search.clinicalgenome.org/kb/genes/HGNC:6631","factor V and factor VIII, combined deficiency of, type 1","MONDO:0009206","https://search.clinicalgenome.org/kb/conditions/MONDO:0009206","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6631","Dosage Working Group","definitive evidence (11/27/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_31792b8d-aca4-4832-b7f7-1993611777d7-2019-11-27T170000.000Z","Hemostasis Thrombosis","","",""
"LMBR1","HGNC:13243","https://search.clinicalgenome.org/kb/genes/HGNC:13243","acheiropody","MONDO:0008700","https://search.clinicalgenome.org/kb/conditions/MONDO:0008700","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (10/18/2012)","0 - No Evidence for Haploinsufficiency (10/18/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13243","Dosage Working Group","","","","","",""
"LMBRD1","HGNC:23038","https://search.clinicalgenome.org/kb/genes/HGNC:23038","methylmalonic aciduria and homocystinuria type cblF","MONDO:0010183","https://search.clinicalgenome.org/kb/conditions/MONDO:0010183","Autosomal recessive inheritance","","","","","definitive evidence (03/26/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_14c077fe-c0ff-43d5-8436-041db18b20b1-2021-03-26T160000.000Z","Aminoacidopathy","","",""
"LMNA","HGNC:6636","https://search.clinicalgenome.org/kb/genes/HGNC:6636","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","2 - Emerging Evidence for Haploinsufficiency (01/18/2016)","0 - No Evidence for Haploinsufficiency (01/18/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636","Dosage Working Group","limited evidence (09/06/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ef503af9-9d10-4714-848b-34cfa0049c23-2019-09-06T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"LMNA","HGNC:6636","https://search.clinicalgenome.org/kb/genes/HGNC:6636","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","2 - Emerging Evidence for Haploinsufficiency (01/18/2016)","0 - No Evidence for Haploinsufficiency (01/18/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636","Dosage Working Group","definitive evidence (11/06/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_132ea1ec-caa9-409a-8670-3edb2ec9c889-2020-11-06T175304.195Z","Dilated Cardiomyopathy","","",""
"LMNA","HGNC:6636","https://search.clinicalgenome.org/kb/genes/HGNC:6636","dilated cardiomyopathy 1A","MONDO:0007269","https://search.clinicalgenome.org/kb/conditions/MONDO:0007269","N/A","2 - Emerging Evidence for Haploinsufficiency (01/18/2016)","0 - No Evidence for Haploinsufficiency (01/18/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC138","Adult Actionability Working Group"
