DrugName	CID	InchiKey
CL(i-12:0/i-14:0/a-25:0/i-15:0)[rac]	131794023	SYIHVMJRQSGUTN-VJMMPQDESA-N
CL(i-12:0/i-14:0/a-25:0/i-16:0)[rac]	131794025	XVPVUOHWURPOAI-YCAWCNGLSA-N
CL(i-12:0/i-14:0/a-25:0/i-17:0)[rac]	131794026	VLFHEYNAHWIUPE-JBVOCFLYSA-N
CL(i-12:0/i-14:0/a-25:0/i-18:0)[rac]	131794028	UGYLWQBVYLGYEN-XMCIFKCVSA-N
CL(i-12:0/i-14:0/a-25:0/i-19:0)[rac]	131794030	CCFXRYQENGNRLS-QDFPNRTDSA-N
CL(i-12:0/i-14:0/a-25:0/i-20:0)[rac]	131794031	LJACWRGJVRMSLX-MGMJZQPYSA-N
CL(i-12:0/i-14:0/a-25:0/i-21:0)[rac]	131794032	UXYHHZFXTZGJKZ-DTBNHAQUSA-N
CL(i-12:0/i-14:0/a-25:0/i-22:0)[rac]	131794034	OOVXTGPWDMTLIS-FWQQSPMISA-N
CL(i-12:0/i-14:0/a-25:0/i-24:0)[rac]	131794035	CSBGARRFFHJIFT-TZDXMKFOSA-N
CL(i-12:0/i-14:0/i-12:0/18:2(9Z,11Z))	131793724	FPAQVOVDUQHFIS-FFVSWHPOSA-N
CL(i-12:0/i-14:0/i-12:0/a-13:0)[rac]	131793717	HURJSHCYQJUNJJ-BPSWZEABSA-N
CL(i-12:0/i-14:0/i-12:0/a-15:0)[rac]	131793720	WIMXFYFAQVZXCI-NOAVUSABSA-N
CL(i-12:0/i-14:0/i-12:0/a-17:0)[rac]	131793723	WNMFRXUODVYQEJ-QUCVKXQRSA-N
CL(i-12:0/i-14:0/i-12:0/a-21:0)[rac]	131793729	RVEQNZPDUJFSQI-QFLSEQQCSA-N
CL(i-12:0/i-14:0/i-12:0/a-25:0)[rac]	131793732	MMMJBSRIRZEMDJ-CNXFOIRDSA-N
CL(i-12:0/i-14:0/i-12:0/i-12:0)	131793715	GZGJNRPUHCQTNR-SQTUBTBJSA-N
CL(i-12:0/i-14:0/i-12:0/i-13:0)	131793716	UQQGBCNZCNVDNN-GIBSMHJUSA-N
CL(i-12:0/i-14:0/i-12:0/i-14:0)	131793718	JNIIQEZFFQDAGM-WRZFLEQSSA-N
CL(i-12:0/i-14:0/i-12:0/i-15:0)	131793719	OQUFEPYANIWGNA-IPCNJRPSSA-N
CL(i-12:0/i-14:0/i-12:0/i-16:0)	131793721	OUQPFKXAXAVUQO-VBGZHZNISA-N
CL(i-12:0/i-14:0/i-12:0/i-17:0)	131793722	JNIQZINTPHXLGH-UPMPAGDASA-N
CL(i-12:0/i-14:0/i-12:0/i-18:0)	131793725	FUZNRVGNIYGZTN-QBCHDFTKSA-N
CL(i-12:0/i-14:0/i-12:0/i-19:0)	131793726	CPEXONUSHLPVGG-DLAFNDBQSA-N
CL(i-12:0/i-14:0/i-12:0/i-20:0)	131793727	GTNSSUKQQFWFAP-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-12:0/i-21:0)	131793728	ZIRMLQJOZUCBTN-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-12:0/i-22:0)	131793730	YDLVMDYKWAXYBC-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-12:0/i-24:0)	131793731	PRUSGEGZFMVQTQ-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-13:0/18:2(9Z,11Z))	131793751	UMUAQEWQKOZSFV-JWAZBTTOSA-N
CL(i-12:0/i-14:0/i-13:0/a-13:0)[rac]	131793738	QBPUAHKFJIACEP-KCPLHURXSA-N
CL(i-12:0/i-14:0/i-13:0/a-15:0)[rac]	131793744	ROESLXMABVMDRN-KHINYZCDSA-N
CL(i-12:0/i-14:0/i-13:0/a-17:0)[rac]	131793750	AJTKQUJNOIMBAS-BZUVKMRISA-N
CL(i-12:0/i-14:0/i-13:0/a-21:0)[rac]	131793762	SMXRBVVFYJFQSZ-HSOQKSLCSA-N
CL(i-12:0/i-14:0/i-13:0/a-25:0)[rac]	131793767	AEEIFEGREOXNEW-VZZKVGHUSA-N
CL(i-12:0/i-14:0/i-13:0/i-12:0)	131793733	BEIJBLMTJPGKAQ-GIBSMHJUSA-N
CL(i-12:0/i-14:0/i-13:0/i-13:0)	131793735	PUKOHVJSXBSVSM-WRLKWCGOSA-N
CL(i-12:0/i-14:0/i-13:0/i-14:0)	131793739	IPZFNWANVIBGEV-IPCNJRPSSA-N
CL(i-12:0/i-14:0/i-13:0/i-15:0)	131793741	FPJWKKGHNWRELT-VBGZHZNISA-N
CL(i-12:0/i-14:0/i-13:0/i-16:0)	131793745	GGFAVKLPVNTEIO-UPMPAGDASA-N
CL(i-12:0/i-14:0/i-13:0/i-17:0)	131793747	KTLFMGCOTPPOAQ-QBCHDFTKSA-N
CL(i-12:0/i-14:0/i-13:0/i-18:0)	131793752	XSGXTRNTKUPQLV-DLAFNDBQSA-N
CL(i-12:0/i-14:0/i-13:0/i-19:0)	131793755	BZHVEKSNWLZLIG-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-13:0/i-20:0)	131793757	GAMQLRYUXVOCRJ-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-13:0/i-21:0)	131793759	FITSBAAVXRGKHK-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-13:0/i-22:0)	131793763	TXVJUPJEPNRRSX-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-13:0/i-24:0)	131793764	PLNRSHPPFTYQGQ-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-14:0/18:2(9Z,11Z))	131793777	GZYSYRXSBJQUCG-WEBMEVLGSA-N
CL(i-12:0/i-14:0/i-14:0/a-13:0)[rac]	131793770	PBGIYMBYUYNERB-NOAVUSABSA-N
CL(i-12:0/i-14:0/i-14:0/a-15:0)[rac]	131793773	KLFHXXMQXUYQTE-QUCVKXQRSA-N
CL(i-12:0/i-14:0/i-14:0/a-17:0)[rac]	131793776	TZNKJIKFARTEEZ-IVKGCWJXSA-N
CL(i-12:0/i-14:0/i-14:0/a-21:0)[rac]	131793782	YAGYKLHCZZDKIK-DNPRRJKTSA-N
CL(i-12:0/i-14:0/i-14:0/a-25:0)[rac]	131793785	GIIJTWOAHJGHSU-GUERLEBKSA-N
CL(i-12:0/i-14:0/i-14:0/i-12:0)	131793768	GJXQGDZPKKOFST-XSJPGQJYSA-N
CL(i-12:0/i-14:0/i-14:0/i-13:0)	131793769	LQOQDOBECXKAIP-IPCNJRPSSA-N
CL(i-12:0/i-14:0/i-14:0/i-14:0)	131793771	HMYXFEIOSOIAEK-VBGZHZNISA-N
CL(i-12:0/i-14:0/i-14:0/i-15:0)	131793772	JREVAFBSCQCRJL-UPMPAGDASA-N
CL(i-12:0/i-14:0/i-14:0/i-16:0)	131793774	UDGOPNQTHZTLDV-QBCHDFTKSA-N
CL(i-12:0/i-14:0/i-14:0/i-17:0)	131793775	YEEXEBIDAOXIIV-DLAFNDBQSA-N
CL(i-12:0/i-14:0/i-14:0/i-18:0)	131793778	FFEJTSMGDYIKBH-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-14:0/i-19:0)	131793779	NGGPVEYTPVIQNQ-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-14:0/i-20:0)	131793780	YEWOLXXYCBOERH-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-14:0/i-21:0)	131793781	KKLUWKBKYBEZEW-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-14:0/i-22:0)	131793783	NJPUJPDWNGTLOW-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-14:0/i-24:0)	131793784	DDIUDUDGAQKJQF-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-15:0/18:2(9Z,11Z))	131793804	GDMQDIGNICXTBC-GZKGRJDDSA-N
CL(i-12:0/i-14:0/i-15:0/a-13:0)[rac]	131793791	JBBSIXOVEDASKN-ZZKAMXMPSA-N
CL(i-12:0/i-14:0/i-15:0/a-15:0)[rac]	131793797	IAEKEBUCZMMQIQ-BZUVKMRISA-N
CL(i-12:0/i-14:0/i-15:0/a-17:0)[rac]	131793803	ZTFACFBSBSJFHG-DPVUWJHFSA-N
CL(i-12:0/i-14:0/i-15:0/a-21:0)[rac]	131793815	TUVUIVWQJJWAFQ-OGILQYNYSA-N
CL(i-12:0/i-14:0/i-15:0/a-25:0)[rac]	131793821	UKVWEQBJTZKAKZ-VJMMPQDESA-N
CL(i-12:0/i-14:0/i-15:0/i-12:0)	131793786	WIHRBEBLYGCZQL-FOCARYSPSA-N
CL(i-12:0/i-14:0/i-15:0/i-13:0)	131793788	WERZCIJONDUSLD-VBGZHZNISA-N
CL(i-12:0/i-14:0/i-15:0/i-14:0)	131793792	IEDKJPNCTPRNLU-UPMPAGDASA-N
CL(i-12:0/i-14:0/i-15:0/i-15:0)	131793794	XQYUZXZESQPDHT-QBCHDFTKSA-N
CL(i-12:0/i-14:0/i-15:0/i-16:0)	131793798	JIMQYAQDJVISPB-DLAFNDBQSA-N
CL(i-12:0/i-14:0/i-15:0/i-17:0)	131793800	QIQMMEQCRWHRKX-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-15:0/i-18:0)	131793805	WEIKZNLUQJBCCW-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-15:0/i-19:0)	131793808	QLWYMQGFJQIRBQ-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-15:0/i-20:0)	131793810	BGWVOSVCDHXYCK-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-15:0/i-21:0)	131793812	RAUJKLVGXAQZIR-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-15:0/i-22:0)	131793816	LNDNYDLPDMZGRQ-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-15:0/i-24:0)	131793818	QLHSDAWRAJRTHE-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-16:0/18:2(9Z,11Z))	131793831	LISPJEXJWBSXDN-ZILZULKJSA-N
CL(i-12:0/i-14:0/i-16:0/a-13:0)[rac]	131793824	GVCIHHNNQLMCGA-QDBDBAFISA-N
CL(i-12:0/i-14:0/i-16:0/a-15:0)[rac]	131793827	QMWCFQOAGBDUJK-IVKGCWJXSA-N
CL(i-12:0/i-14:0/i-16:0/a-17:0)[rac]	131793830	BYMZWNVRKLITLW-QFLSEQQCSA-N
CL(i-12:0/i-14:0/i-16:0/a-21:0)[rac]	131793836	ZHUROJIWBJRRQT-CNXFOIRDSA-N
CL(i-12:0/i-14:0/i-16:0/a-25:0)[rac]	131793839	IXKCABAYIWCMFU-YCAWCNGLSA-N
CL(i-12:0/i-14:0/i-16:0/i-12:0)	131793822	NCMBHFYOBWOFDG-DERJXQHUSA-N
CL(i-12:0/i-14:0/i-16:0/i-13:0)	131793823	HONFMHOBJJHHOI-UPMPAGDASA-N
CL(i-12:0/i-14:0/i-16:0/i-14:0)	131793825	OEUPMLTVSNYNEJ-QBCHDFTKSA-N
CL(i-12:0/i-14:0/i-16:0/i-15:0)	131793826	OOSCJVXKKBXHFU-DLAFNDBQSA-N
CL(i-12:0/i-14:0/i-16:0/i-16:0)	131793828	JJEGHOKOSOQHFS-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-16:0/i-17:0)	131793829	GHKXFSNHLKDLDL-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-16:0/i-18:0)	131793832	DZHYYVUYAIOCRD-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-16:0/i-19:0)	131793833	YYCGMWQVFDMGDA-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-16:0/i-20:0)	131793834	CRDBUAPUSVXCPI-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-16:0/i-21:0)	131793835	PVVGPXGEHIRVNZ-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-16:0/i-22:0)	131793837	RQOAYIJAYAVHLI-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-16:0/i-24:0)	131793838	YCCLJAFJQJPWGS-UMRXOVFLSA-N
CL(i-12:0/i-14:0/i-17:0/18:2(9Z,11Z))	131793858	XLBQLWSQTROOLK-YJAUXIJWSA-N
CL(i-12:0/i-14:0/i-17:0/a-13:0)[rac]	131793845	QXDRAUQBPSGREZ-KNSZLQBBSA-N
CL(i-12:0/i-14:0/i-17:0/a-15:0)[rac]	131793851	PGQODPRKNXKDAW-DPVUWJHFSA-N
CL(i-12:0/i-14:0/i-17:0/a-17:0)[rac]	131793857	JRNPBAVJYFCHCJ-HSOQKSLCSA-N
CL(i-12:0/i-14:0/i-17:0/a-21:0)[rac]	131793869	IDNIIHHDMGGIEH-VZZKVGHUSA-N
CL(i-12:0/i-14:0/i-17:0/a-25:0)[rac]	131793875	WRAJIIQNWDBIPM-JBVOCFLYSA-N
CL(i-12:0/i-14:0/i-17:0/i-12:0)	131793840	ULGZZFHDKHRDNX-IFKAMHRBSA-N
CL(i-12:0/i-14:0/i-17:0/i-13:0)	131793842	OXPRDTJQBIXUAG-QBCHDFTKSA-N
CL(i-12:0/i-14:0/i-17:0/i-14:0)	131793846	JJMZFZVFBUWDIF-DLAFNDBQSA-N
CL(i-12:0/i-14:0/i-17:0/i-15:0)	131793848	HFYSDOMKHXOCPX-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-17:0/i-16:0)	131793852	WJLYCRKVJYAJNH-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-17:0/i-17:0)	131793854	XDDASQRRZYOSEC-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-17:0/i-18:0)	131793859	YJHDCCWXBOQLQV-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-17:0/i-19:0)	131793862	PFTGNSKEAOIEAL-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-17:0/i-20:0)	131793864	JRFFXRXOLNSRQR-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-17:0/i-21:0)	131793866	XUPKGRJTANNSPP-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-17:0/i-22:0)	131793870	FTBFATIPHNASHZ-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-17:0/i-24:0)	131793872	JCCASPCBGFFZGY-WMPNXZGESA-N
CL(i-12:0/i-14:0/i-18:0/18:2(9Z,11Z))	131793894	OCUXOFNEEIBKKT-PXCASVPOSA-N
CL(i-12:0/i-14:0/i-18:0/a-13:0)[rac]	131793881	QBMAVPRFLWMKED-PWWXFYBZSA-N
CL(i-12:0/i-14:0/i-18:0/a-15:0)[rac]	131793887	UYOGTLDJOHRAMT-QFLSEQQCSA-N
CL(i-12:0/i-14:0/i-18:0/a-17:0)[rac]	131793893	UPKVGHNEVKLARD-DNPRRJKTSA-N
CL(i-12:0/i-14:0/i-18:0/a-21:0)[rac]	131793905	NYRZEXOSQKBBJO-GUERLEBKSA-N
CL(i-12:0/i-14:0/i-18:0/a-25:0)[rac]	131793911	BTDCSRTZACPDTJ-XMCIFKCVSA-N
CL(i-12:0/i-14:0/i-18:0/i-12:0)	131793876	RDTYSTQRQOBBLM-ZSGYRCJPSA-N
CL(i-12:0/i-14:0/i-18:0/i-13:0)	131793878	NJMGKHFPVBVIDT-DLAFNDBQSA-N
CL(i-12:0/i-14:0/i-18:0/i-14:0)	131793882	QFJYLMQHCBBZCO-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-18:0/i-15:0)	131793884	YCGQTZFWFQYGCT-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-18:0/i-16:0)	131793888	CIJPKMCBPHVKBK-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-18:0/i-17:0)	131793890	NSYUOGLQBNSRKE-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-18:0/i-18:0)	131793895	ZRDPGSHKXDALSD-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-18:0/i-19:0)	131793898	RHDMDYNSNSAEIK-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-18:0/i-20:0)	131793900	SFBCLIKIELYHET-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-18:0/i-21:0)	131793902	BMMAPQHWZASPGL-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-18:0/i-22:0)	131793906	ZHIMHEGLTMFEHR-UMRXOVFLSA-N
CL(i-12:0/i-14:0/i-18:0/i-24:0)	131793908	PPAQMAGBTIAJGN-SQYJZSJHSA-N
CL(i-12:0/i-14:0/i-19:0/18:2(9Z,11Z))	131793921	FHGWSNDOSNRZTH-BZYHUVLASA-N
CL(i-12:0/i-14:0/i-19:0/a-13:0)[rac]	131793914	JQNDTSRFOWITAE-HHJPNZKQSA-N
CL(i-12:0/i-14:0/i-19:0/a-15:0)[rac]	131793917	RNMCUPXZIOUNCJ-HSOQKSLCSA-N
CL(i-12:0/i-14:0/i-19:0/a-17:0)[rac]	131793920	CCPPHRDUODDXLB-OGILQYNYSA-N
CL(i-12:0/i-14:0/i-19:0/a-21:0)[rac]	131793926	UDVGXVUTUBIXEI-VJMMPQDESA-N
CL(i-12:0/i-14:0/i-19:0/a-25:0)[rac]	131793929	IDNQYHSVHNIAQY-QDFPNRTDSA-N
CL(i-12:0/i-14:0/i-19:0/i-12:0)	131793912	WFMASFZDWPKRSF-ZOUCRUKKSA-N
CL(i-12:0/i-14:0/i-19:0/i-13:0)	131793913	YAQKFFZGHXSTRO-PCIYNCTBSA-N
CL(i-12:0/i-14:0/i-19:0/i-14:0)	131793915	WTDWACCGZOGKBS-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-19:0/i-15:0)	131793916	VHNXEFLEAJNXEN-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-19:0/i-16:0)	131793918	SLICYYFPRBRCOI-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-19:0/i-17:0)	131793919	QMWOJRXGCIRZGS-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-19:0/i-18:0)	131793922	NECAZDNGJXKGKC-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-19:0/i-19:0)	131793923	NZUZHLJJUSUARF-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-19:0/i-20:0)	131793924	WRQKCQNRBSBJGL-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-19:0/i-21:0)	131793925	GPORYRMTRWKDFZ-UMRXOVFLSA-N
CL(i-12:0/i-14:0/i-19:0/i-22:0)	131793927	OZBIKFQLKXQVIE-WMPNXZGESA-N
CL(i-12:0/i-14:0/i-19:0/i-24:0)	131793928	ZOQRRPBBVQDLPY-FXCIZWNUSA-N
CL(i-12:0/i-14:0/i-20:0/18:2(9Z,11Z))	131793939	NZYPTEARGAOLOX-NUVOJPLCSA-N
CL(i-12:0/i-14:0/i-20:0/a-13:0)[rac]	131793932	ALZMGMHMQPDGQL-PBWVKRSGSA-N
CL(i-12:0/i-14:0/i-20:0/a-15:0)[rac]	131793935	HBOMDPULBSJFCF-DNPRRJKTSA-N
CL(i-12:0/i-14:0/i-20:0/a-17:0)[rac]	131793938	WKPNZWLLECJJSD-CNXFOIRDSA-N
CL(i-12:0/i-14:0/i-20:0/a-21:0)[rac]	131793944	JRXKNFFTTJWKLC-YCAWCNGLSA-N
CL(i-12:0/i-14:0/i-20:0/a-25:0)[rac]	131793947	WJORHIQOHOIARI-MGMJZQPYSA-N
CL(i-12:0/i-14:0/i-20:0/i-12:0)	131793930	AULYYKTVDDTHPL-WJOGUDKKSA-N
CL(i-12:0/i-14:0/i-20:0/i-13:0)	131793931	PJDQWFJPDUMLEI-IIVRGTDNSA-N
CL(i-12:0/i-14:0/i-20:0/i-14:0)	131793933	SFCSLLNUQIICPP-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-20:0/i-15:0)	131793934	UPHQSQCVFPAHBH-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-20:0/i-16:0)	131793936	QZGPJUMOIZPSMY-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-20:0/i-17:0)	131793937	ZUOSNAMLWAYQJV-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-20:0/i-18:0)	131793940	KLRWGPGUSOQSDW-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-20:0/i-19:0)	131793941	ONOMNCPAUDCDDH-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-20:0/i-20:0)	131793942	IXLCMCRKOXPELU-UMRXOVFLSA-N
CL(i-12:0/i-14:0/i-20:0/i-21:0)	131793943	CYKMXTDJFNQCNH-WMPNXZGESA-N
CL(i-12:0/i-14:0/i-20:0/i-22:0)	131793945	RBMKEZDDISJPDL-SQYJZSJHSA-N
CL(i-12:0/i-14:0/i-20:0/i-24:0)	131793946	JHXLIZXVNODTTR-HLFOQYAOSA-N
CL(i-12:0/i-14:0/i-21:0/18:2(9Z,11Z))	131793966	OLBDXJQOHRCJPJ-KYQOKYCTSA-N
CL(i-12:0/i-14:0/i-21:0/a-13:0)[rac]	131793953	HENRVZPQUNCZBH-PJJXRTPTSA-N
CL(i-12:0/i-14:0/i-21:0/a-15:0)[rac]	131793959	HMTZNWLQAVAQOS-OGILQYNYSA-N
CL(i-12:0/i-14:0/i-21:0/a-17:0)[rac]	131793965	MROOOYDZAMDDQS-VZZKVGHUSA-N
CL(i-12:0/i-14:0/i-21:0/a-21:0)[rac]	131793977	JPIMSVBUTJWMBP-JBVOCFLYSA-N
CL(i-12:0/i-14:0/i-21:0/a-25:0)[rac]	131793983	BPUJJUDPXLILDE-DTBNHAQUSA-N
CL(i-12:0/i-14:0/i-21:0/i-12:0)	131793948	UDLPUNADECBBHQ-GOJVTBGYSA-N
CL(i-12:0/i-14:0/i-21:0/i-13:0)	131793950	CEQWKOUXADMHAU-OYOCQJCHSA-N
CL(i-12:0/i-14:0/i-21:0/i-14:0)	131793954	GHGQRMWAGGWXFW-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-21:0/i-15:0)	131793956	FKNUAYMYJCXGCU-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-21:0/i-16:0)	131793960	XTPUAWRVEWSPLE-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-21:0/i-17:0)	131793962	AXOPNJKOXOJAMM-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-21:0/i-18:0)	131793967	NYTMOIMFRZTZDS-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-21:0/i-19:0)	131793970	VMFXHTOHCBYJTF-UMRXOVFLSA-N
CL(i-12:0/i-14:0/i-21:0/i-20:0)	131793972	NTTQKXSVQSNPKI-WMPNXZGESA-N
CL(i-12:0/i-14:0/i-21:0/i-21:0)	131793974	HXCOQPCLMADGTR-SQYJZSJHSA-N
CL(i-12:0/i-14:0/i-21:0/i-22:0)	131793978	GUICZIQIKODJMY-FXCIZWNUSA-N
CL(i-12:0/i-14:0/i-21:0/i-24:0)	131793980	YPIBMDICSFKECO-VELVNKBWSA-N
CL(i-12:0/i-14:0/i-22:0/18:2(9Z,11Z))	131793992	DQSZPOUIUQPSSD-HMDNEVOJSA-N
CL(i-12:0/i-14:0/i-22:0/a-13:0)[rac]	131793986	GTQHEXMNSBUBOE-ZTOXKGDWSA-N
CL(i-12:0/i-14:0/i-22:0/a-15:0)[rac]	131793988	BEWIAQNPDZDNRV-CNXFOIRDSA-N
CL(i-12:0/i-14:0/i-22:0/a-17:0)[rac]	131793991	AXSPAVZPTHZZRN-GUERLEBKSA-N
CL(i-12:0/i-14:0/i-22:0/a-21:0)[rac]	131793997	SHQIQCNHDRCULF-XMCIFKCVSA-N
CL(i-12:0/i-14:0/i-22:0/a-25:0)[rac]	131794000	HGDAGTIOMSTYEM-FWQQSPMISA-N
CL(i-12:0/i-14:0/i-22:0/i-12:0)	131793984	ASDZTZQJJVSAII-MGSXVFSVSA-N
CL(i-12:0/i-14:0/i-22:0/i-13:0)	131793985	UIFFBVKIAUMSFQ-GLFGWPNBSA-N
CL(i-12:0/i-14:0/i-22:0/i-14:0)	131793987	LCZCLVZPFLSPMS-WWKUUFCESA-N
CL(i-12:0/i-14:0/i-22:0/i-16:0)	131793989	SVIZGOJDRVKZEX-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-22:0/i-17:0)	131793990	VUUXSGPBZUKINN-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-22:0/i-18:0)	131793993	DQRPISNVLKEGQZ-UMRXOVFLSA-N
CL(i-12:0/i-14:0/i-22:0/i-19:0)	131793994	CKFWYLBBMLCVJZ-WMPNXZGESA-N
CL(i-12:0/i-14:0/i-22:0/i-20:0)	131793995	ZFXYCCNSMMHDMN-SQYJZSJHSA-N
CL(i-12:0/i-14:0/i-22:0/i-21:0)	131793996	AXHCCJSKWAHEAT-FXCIZWNUSA-N
CL(i-12:0/i-14:0/i-22:0/i-22:0)	131793998	GMQWCWYBOJSDFM-HLFOQYAOSA-N
CL(i-12:0/i-14:0/i-22:0/i-24:0)	131793999	MMILRZDADOJMIB-IVQDROGGSA-N
CL(i-12:0/i-14:0/i-24:0/18:2(9Z,11Z))	131794010	WBNJLYDXWCUFPT-DGDWQXEUSA-N
CL(i-12:0/i-14:0/i-24:0/a-13:0)[rac]	131794003	ASBJTHTVNZBXAW-QRMKGNPZSA-N
CL(i-12:0/i-14:0/i-24:0/a-15:0)[rac]	131794006	MFZZDNWZNOFKGU-GUERLEBKSA-N
CL(i-12:0/i-14:0/i-24:0/a-17:0)[rac]	131794009	PKRCEOZLWNJWIX-YCAWCNGLSA-N
CL(i-12:0/i-14:0/i-24:0/a-21:0)[rac]	131794015	IVPKHOXFSAEKJP-MGMJZQPYSA-N
CL(i-12:0/i-14:0/i-24:0/a-25:0)[rac]	131794018	MRVUGIZPHHTSBE-TZDXMKFOSA-N
CL(i-12:0/i-14:0/i-24:0/i-12:0)	131794001	BCHRQJISDWKDBH-OHKZLATASA-N
CL(i-12:0/i-14:0/i-24:0/i-13:0)	131794002	KAZCRGAKXORVQN-ODOYRBSSSA-N
CL(i-12:0/i-14:0/i-24:0/i-14:0)	131794004	NKUCHXBHJPVELH-SHBPMHELSA-N
CL(i-12:0/i-14:0/i-24:0/i-15:0)	131794005	KBCHZNSUTUBGEC-CRUFNAILSA-N
CL(i-12:0/i-14:0/i-24:0/i-16:0)	131794007	WDTFDGRIKXIPHD-UMRXOVFLSA-N
CL(i-12:0/i-14:0/i-24:0/i-17:0)	131794008	FYLHCHPVTPIXTN-WMPNXZGESA-N
CL(i-12:0/i-14:0/i-24:0/i-18:0)	131794011	ARPTUPUGIVYTKQ-SQYJZSJHSA-N
CL(i-12:0/i-14:0/i-24:0/i-19:0)	131794012	GYOVSAQVRDIOCU-FXCIZWNUSA-N
CL(i-12:0/i-14:0/i-24:0/i-20:0)	131794013	FAYSDQMYTUGAFB-HLFOQYAOSA-N
CL(i-12:0/i-14:0/i-24:0/i-21:0)	131794014	AXTCJMWNFCPLPE-VELVNKBWSA-N
CL(i-12:0/i-14:0/i-24:0/i-22:0)	131794016	VQLWTMKDPDLPJM-IVQDROGGSA-N
CL(i-12:0/i-14:0/i-24:0/i-24:0)	131794017	MYDCPCAOLSLIDC-KICFKXOMSA-N
CL(i-12:0/i-15:0/18:2(9Z,11Z)/18:2(9Z,11Z))	131794402	HHMDAXHQXPTGHF-MQNNPYKDSA-N
CL(i-12:0/i-15:0/18:2(9Z,11Z)/a-13:0)[rac]	131794369	BGLAEYCCYRDOFQ-XJPRJUHNSA-N
CL(i-12:0/i-15:0/18:2(9Z,11Z)/a-15:0)[rac]	131794381	SSHKGAASKHGTCY-RUXWCKDGSA-N
CL(i-12:0/i-15:0/18:2(9Z,11Z)/a-17:0)[rac]	131794393	MMNTYGYYJOZWNC-ASNPAOBKSA-N
