drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus,drug_name_lower
Fluorouracil,DB00544,Mucinous adenocarcinoma of colon,C0279639,NCT00052585,Terminated,Phase 2,Administratively complete.,fluorouracil
Irinotecan,DB00762,Mucinous adenocarcinoma of colon,C0279639,NCT00052585,Terminated,Phase 2,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Mucinous adenocarcinoma of colon,C0279639,NCT00052585,Terminated,Phase 2,Administratively complete.,levoleucovorin
Gefitinib,DB00317,mucinous adenocarcinoma of rectum,C0279652,NCT00052585,Terminated,Phase 2,Administratively complete.,gefitinib
Fluorouracil,DB00544,mucinous adenocarcinoma of rectum,C0279652,NCT00052585,Terminated,Phase 2,Administratively complete.,fluorouracil
Irinotecan,DB00762,mucinous adenocarcinoma of rectum,C0279652,NCT00052585,Terminated,Phase 2,Administratively complete.,irinotecan
Levoleucovorin,DB11596,mucinous adenocarcinoma of rectum,C0279652,NCT00052585,Terminated,Phase 2,Administratively complete.,levoleucovorin
Gefitinib,DB00317,Colon cancer recurrent,C0278553,NCT00052585,Terminated,Phase 2,Administratively complete.,gefitinib
Fluorouracil,DB00544,Colon cancer recurrent,C0278553,NCT00052585,Terminated,Phase 2,Administratively complete.,fluorouracil
Irinotecan,DB00762,Colon cancer recurrent,C0278553,NCT00052585,Terminated,Phase 2,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Colon cancer recurrent,C0278553,NCT00052585,Terminated,Phase 2,Administratively complete.,levoleucovorin
Gefitinib,DB00317,Recurrent Rectal Cancer,C0278554,NCT00052585,Terminated,Phase 2,Administratively complete.,gefitinib
Fluorouracil,DB00544,Recurrent Rectal Cancer,C0278554,NCT00052585,Terminated,Phase 2,Administratively complete.,fluorouracil
Irinotecan,DB00762,Recurrent Rectal Cancer,C0278554,NCT00052585,Terminated,Phase 2,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Recurrent Rectal Cancer,C0278554,NCT00052585,Terminated,Phase 2,Administratively complete.,levoleucovorin
Gefitinib,DB00317,signet ring adenocarcinoma of the colon,C0279640,NCT00052585,Terminated,Phase 2,Administratively complete.,gefitinib
Fluorouracil,DB00544,signet ring adenocarcinoma of the colon,C0279640,NCT00052585,Terminated,Phase 2,Administratively complete.,fluorouracil
Irinotecan,DB00762,signet ring adenocarcinoma of the colon,C0279640,NCT00052585,Terminated,Phase 2,Administratively complete.,irinotecan
Levoleucovorin,DB11596,signet ring adenocarcinoma of the colon,C0279640,NCT00052585,Terminated,Phase 2,Administratively complete.,levoleucovorin
Gefitinib,DB00317,signet ring adenocarcinoma of the rectum,C0279654,NCT00052585,Terminated,Phase 2,Administratively complete.,gefitinib
Fluorouracil,DB00544,signet ring adenocarcinoma of the rectum,C0279654,NCT00052585,Terminated,Phase 2,Administratively complete.,fluorouracil
Irinotecan,DB00762,signet ring adenocarcinoma of the rectum,C0279654,NCT00052585,Terminated,Phase 2,Administratively complete.,irinotecan
Levoleucovorin,DB11596,signet ring adenocarcinoma of the rectum,C0279654,NCT00052585,Terminated,Phase 2,Administratively complete.,levoleucovorin
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome recurrent,C0862200,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Cutaneous T-cell lymphoma recurrent,C0278580,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage I,C0278566,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage I,C0862211,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage II,C0278568,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage II,C0862216,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage III,C0278570,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage III,C0862221,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage IV,C0278572,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage IV,C0862226,NCT00052377,Terminated,Phase 1/Phase 2,Administratively complete.,aldesleukin
Gemcitabine,DB00441,ovarian neoplasm,C0919267,NCT00051584,Terminated,Phase 2,,gemcitabine
Doxorubicin,DB00997,ovarian neoplasm,C0919267,NCT00051584,Terminated,Phase 2,,doxorubicin
Azathioprine,DB00993,Pulmonary Fibrosis,C0034069,NCT00052039,Terminated,Phase 3,Study design changes were needed based on GIPF-001 results,azathioprine
Cyclosporine,DB00091,leukemia,C0023418,NCT00053014,Terminated,Phase 2,Poor accrual,cyclosporine
Mycophenolate mofetil,DB00688,leukemia,C0023418,NCT00053014,Terminated,Phase 2,Poor accrual,mycophenolate mofetil
Mycophenolic acid,DB01024,leukemia,C0023418,NCT00053014,Terminated,Phase 2,Poor accrual,mycophenolic acid
Aldesleukin,DB00041,Neuroblastoma recurrent,C0278695,NCT00054405,Terminated,Phase 1,Administratively complete.,aldesleukin
Gemcitabine,DB00441,Malignant neoplasm of lung,C0242379,NCT00054392,Withdrawn,Phase 3,Not opened at Fox Chase Cancer Center,gemcitabine
Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,NCT00054392,Withdrawn,Phase 3,Not opened at Fox Chase Cancer Center,carboplatin
Trastuzumab,DB00072,Breast cancer recurrent,C0278493,NCT00053339,Withdrawn,Phase 3,The study was not activated.,trastuzumab
Tamoxifen,DB00675,Breast cancer recurrent,C0278493,NCT00053339,Withdrawn,Phase 3,The study was not activated.,tamoxifen
Vinorelbine,DB00361,Malignant neoplasm of lung,C0242379,NCT00055887,Withdrawn,Phase 3,Study never started. No patients were enrolled.,vinorelbine
Gemcitabine,DB00441,Malignant neoplasm of lung,C0242379,NCT00055887,Withdrawn,Phase 3,Study never started. No patients were enrolled.,gemcitabine
Fondaparinux sodium,DB00569,Myocardial Infarction,C0027051,NCT00060554,Withdrawn,Phase 2,Drug sold to Sanofi-Aventis who sold it to GSK; OBS no longer owns study and does not have    data.,fondaparinux sodium
Gemcitabine,DB00441,stage IV adult Hodgkin's lymphoma,C0278473,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV adult immunoblastic large cell lymphoma,C0280177,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV adult lymphoblastic lymphoma,C0280178,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Adult T-cell lymphoma/leukaemia stage IV,C0280426,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Cutaneous T-cell lymphoma stage IV,C0278572,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV adult diffuse small cleaved cell lymphoma,C0280173,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent grade 3 follicular lymphoma,C0280185,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent grade 1 follicular lymphoma,C0280182,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent grade 2 follicular lymphoma,C0280183,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Mantle cell lymphoma recurrent,C0677725,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Marginal zone lymphoma recurrent,C1541273,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,B-cell small lymphocytic lymphoma recurrent,C0855096,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Splenic Marginal Zone B-Cell Lymphoma,C0349632,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV adult Burkitt's lymphoma,C0280179,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV adult diffuse large cell lymphoma,C0280175,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV adult diffuse mixed cell lymphoma,C0280174,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV grade 1 follicular lymphoma,C0280169,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV grade 2 follicular lymphoma,C0280170,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,stage IV grade 3 follicular lymphoma,C0280172,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Mantle cell lymphoma stage IV,C0677721,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Marginal zone lymphoma stage IV,C1541270,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,B-cell small lymphocytic lymphoma stage IV,C0855101,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,"unspecified adult solid tumor, protocol specific",C0279004,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Mucosa-Associated Lymphoid Tissue Lymphoma,C0242647,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Monocytoid B-cell lymphoma,C0855139,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent adult Burkitt's lymphoma,C0280192,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent adult diffuse large cell lymphoma,C0280188,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent adult diffuse mixed cell lymphoma,C0280187,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent adult diffuse small cleaved cell lymphoma,C0280186,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent adult Hodgkin's lymphoma,C0278530,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent adult immunoblastic large cell lymphoma,C0280190,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,recurrent adult lymphoblastic lymphoma,C0280191,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Adult T-cell lymphoma/leukaemia recurrent,C0280427,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Gemcitabine,DB00441,Cutaneous T-cell lymphoma recurrent,C0278580,NCT00060112,Terminated,Phase 1,Administratively complete.,gemcitabine
Rituximab,DB00073,"Lymphoma, Mixed-Cell, Follicular",C0079758,NCT00060671,Terminated,Phase 3,,rituximab
Arsenic trioxide,DB01169,Adenocarcinoma Of Esophagus,C0279628,NCT00061958,Terminated,Phase 2,Administratively complete.,arsenic trioxide
Arsenic trioxide,DB01169,Esophageal neoplasm metastatic,C0278562,NCT00061958,Terminated,Phase 2,Administratively complete.,arsenic trioxide
Nitric Oxide,DB00435,Reperfusion Injury,C0035126,NCT00060450,Terminated,Phase 3,Slow Enrollment,nitric oxide
Treprostinil,DB00374,Critical limb ischemia,C1142264,NCT00060996,Terminated,Phase 3,,treprostinil
Treprostinil,DB00374,Peripheral Vascular Diseases,C0085096,NCT00060996,Terminated,Phase 3,,treprostinil
Treprostinil,DB00374,Foot Ulcer,C0085119,NCT00060996,Terminated,Phase 3,,treprostinil
Sulindac,DB00605,Malignant tumor of colon,C0007102,NCT00062023,Terminated,Phase 2,Study closed by the NCI.,sulindac
Salicylic acid,DB00936,Malignant tumor of colon,C0007102,NCT00062023,Terminated,Phase 2,Study closed by the NCI.,salicylic acid
Acetylsalicylic acid,DB00945,Malignant tumor of colon,C0007102,NCT00062023,Terminated,Phase 2,Study closed by the NCI.,acetylsalicylic acid
Ursodeoxycholic acid,DB01586,Malignant tumor of colon,C0007102,NCT00062023,Terminated,Phase 2,Study closed by the NCI.,ursodeoxycholic acid
Alfuzosin,DB00346,Benign Prostatic Hyperplasia,C1704272,NCT00064649,Terminated,Phase 3,Inability to recruit required sample size.,alfuzosin
Finasteride,DB01216,Benign Prostatic Hyperplasia,C1704272,NCT00064649,Terminated,Phase 3,Inability to recruit required sample size.,finasteride
Cisplatin,DB00515,Adenocarcinoma Of Esophagus,C0279628,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,Adenocarcinoma Of Esophagus,C0279628,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,Adenocarcinoma of the gastroesophageal junction,C1332166,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,Adenocarcinoma of the gastroesophageal junction,C1332166,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,diffuse adenocarcinoma of the stomach,C0279635,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,diffuse adenocarcinoma of the stomach,C0279635,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,intestinal adenocarcinoma of the stomach,C0279633,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,intestinal adenocarcinoma of the stomach,C0279633,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,mixed adenocarcinoma of the stomach,C0279638,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,mixed adenocarcinoma of the stomach,C0279638,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,Oesophageal carcinoma recurrent,C0854761,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,Oesophageal carcinoma recurrent,C0854761,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,recurrent gastric cancer,C0278502,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,recurrent gastric cancer,C0278502,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,Squamous cell carcinoma of esophagus,C0279626,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,Squamous cell carcinoma of esophagus,C0279626,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,Stage IIIC Gastric Cancer,C2981365,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,Stage IIIC Gastric Cancer,C2981365,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Cisplatin,DB00515,Esophageal neoplasm metastatic,C0278562,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),cisplatin
Fluorouracil,DB00544,Esophageal neoplasm metastatic,C0278562,NCT00064259,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen),fluorouracil
Erlotinib,DB00530,Malignant neoplasm of lung,C0242379,NCT00063258,Terminated,Phase 2,Low accrual rate,erlotinib
Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,NCT00063258,Terminated,Phase 2,Low accrual rate,carboplatin
Paclitaxel,DB01229,Malignant neoplasm of lung,C0242379,NCT00063258,Terminated,Phase 2,Low accrual rate,paclitaxel
Lamotrigine,DB00555,Bipolar Disorder,C0005586,NCT00063362,Terminated,Phase 3,Funding Expiration,lamotrigine
Prednisolone,DB00860,Chronic myeloproliferative disorder,C1292778,NCT00066417,Terminated,Phase 2,Trial was withdrawn for drug availability issues.,prednisolone
Methylprednisolone,DB00959,Chronic myeloproliferative disorder,C1292778,NCT00066417,Terminated,Phase 2,Trial was withdrawn for drug availability issues.,methylprednisolone
Fludarabine,DB01073,Chronic myeloproliferative disorder,C1292778,NCT00066417,Terminated,Phase 2,Trial was withdrawn for drug availability issues.,fludarabine
Prednisolone,DB00860,leukemia,C0023418,NCT00066417,Terminated,Phase 2,Trial was withdrawn for drug availability issues.,prednisolone
Methylprednisolone,DB00959,leukemia,C0023418,NCT00066417,Terminated,Phase 2,Trial was withdrawn for drug availability issues.,methylprednisolone
Fludarabine,DB01073,leukemia,C0023418,NCT00066417,Terminated,Phase 2,Trial was withdrawn for drug availability issues.,fludarabine
Bortezomib,DB00188,"unspecified adult solid tumor, protocol specific",C0279004,NCT00066625,Terminated,Phase 1,Administratively complete.,bortezomib
Oxaliplatin,DB00526,"unspecified adult solid tumor, protocol specific",C0279004,NCT00066625,Terminated,Phase 1,Administratively complete.,oxaliplatin
Oxaliplatin,DB00526,Colorectal Neoplasms,C0009404,NCT00065117,Terminated,Phase 2,,oxaliplatin
Fluorouracil,DB00544,Colorectal Neoplasms,C0009404,NCT00065117,Terminated,Phase 2,,fluorouracil
Modafinil,DB00745,Postpoliomyelitis Syndrome,C0080040,NCT00067496,Terminated,Phase 3,,modafinil
Armodafinil,DB06413,Postpoliomyelitis Syndrome,C0080040,NCT00067496,Terminated,Phase 3,,armodafinil
Treprostinil,DB00374,Peripheral Vascular Diseases,C0085096,NCT00067041,Terminated,Phase 2/Phase 3,,treprostinil
Oxaliplatin,DB00526,Recurrent Rectal Cancer,C0278554,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Recurrent Rectal Cancer,C0278554,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Recurrent Rectal Cancer,C0278554,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Recurrent Rectal Cancer,C0278554,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Recurrent Rectal Cancer,C0278554,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,signet ring adenocarcinoma of the rectum,C0279654,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,signet ring adenocarcinoma of the rectum,C0279654,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,signet ring adenocarcinoma of the rectum,C0279654,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,signet ring adenocarcinoma of the rectum,C0279654,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,signet ring adenocarcinoma of the rectum,C0279654,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IIA Rectal Cancer,C3897537,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IIA Rectal Cancer,C3897537,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IIA Rectal Cancer,C3897537,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IIA Rectal Cancer,C3897537,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IIA Rectal Cancer,C3897537,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IIB Rectal Cancer,C3897536,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IIB Rectal Cancer,C3897536,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IIB Rectal Cancer,C3897536,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IIB Rectal Cancer,C3897536,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IIB Rectal Cancer,C3897536,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IIC Rectal Cancer,C3897535,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IIC Rectal Cancer,C3897535,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IIC Rectal Cancer,C3897535,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IIC Rectal Cancer,C3897535,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IIC Rectal Cancer,C3897535,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IIIA Rectal Cancer,C3897531,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IIIA Rectal Cancer,C3897531,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IIIA Rectal Cancer,C3897531,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IIIA Rectal Cancer,C3897531,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IIIA Rectal Cancer,C3897531,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IIIB Rectal Cancer,C3897528,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IIIB Rectal Cancer,C3897528,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IIIB Rectal Cancer,C3897528,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IIIB Rectal Cancer,C3897528,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IIIB Rectal Cancer,C3897528,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IIIC Rectal Cancer,C3897525,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IIIC Rectal Cancer,C3897525,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IIIC Rectal Cancer,C3897525,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IIIC Rectal Cancer,C3897525,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IIIC Rectal Cancer,C3897525,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IVA Rectal Cancer,C3897520,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IVA Rectal Cancer,C3897520,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IVA Rectal Cancer,C3897520,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IVA Rectal Cancer,C3897520,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IVA Rectal Cancer,C3897520,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Stage IVB Rectal Cancer,C3897513,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Stage IVB Rectal Cancer,C3897513,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Stage IVB Rectal Cancer,C3897513,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,Stage IVB Rectal Cancer,C3897513,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,Stage IVB Rectal Cancer,C3897513,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,mucinous adenocarcinoma of rectum,C0279652,NCT00068692,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,mucinous adenocarcinoma of rectum,C0279652,NCT00068692,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,mucinous adenocarcinoma of rectum,C0279652,NCT00068692,Terminated,Phase 3,Administratively complete.,leucovorin
Irinotecan,DB00762,mucinous adenocarcinoma of rectum,C0279652,NCT00068692,Terminated,Phase 3,Administratively complete.,irinotecan
Levoleucovorin,DB11596,mucinous adenocarcinoma of rectum,C0279652,NCT00068692,Terminated,Phase 3,Administratively complete.,levoleucovorin
Metronidazole,DB00916,Breast cancer recurrent,C0278493,NCT00071942,Terminated,Phase 1,,metronidazole
Chlorhexidine,DB00878,Dental caries,C0011334,NCT00067340,Terminated,Phase 3,Unable to recruit sufficient number of subjects,chlorhexidine
Sirolimus,DB00877,leukemia,C0023418,NCT00068302,Terminated,Phase 1,Recruiting/enrolling participants halted prematurely but potentially will resume,sirolimus
Everolimus,DB01590,leukemia,C0023418,NCT00068302,Terminated,Phase 1,Recruiting/enrolling participants halted prematurely but potentially will resume,everolimus
Gefitinib,DB00317,Malignant tumor of colon,C0007102,NCT00087334,Terminated,Phase 1/Phase 2,Withdrawn due to poor/low accrual,gefitinib
Oxaliplatin,DB00526,Malignant tumor of colon,C0007102,NCT00087334,Terminated,Phase 1/Phase 2,Withdrawn due to poor/low accrual,oxaliplatin
Capecitabine,DB01101,Malignant tumor of colon,C0007102,NCT00087334,Terminated,Phase 1/Phase 2,Withdrawn due to poor/low accrual,capecitabine
Amphetamine,DB00182,Depressive disorder,C0011581,NCT00069927,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility,amphetamine
Methylphenidate,DB00422,Depressive disorder,C0011581,NCT00069927,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility,methylphenidate
Amphetamine,DB00182,Neurotoxicity Syndromes,C0235032,NCT00069927,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility,amphetamine
Methylphenidate,DB00422,Neurotoxicity Syndromes,C0235032,NCT00069927,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility,methylphenidate
Amphetamine,DB00182,"unspecified childhood solid tumor, protocol specific",C0279002,NCT00069927,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility,amphetamine
Methylphenidate,DB00422,"unspecified childhood solid tumor, protocol specific",C0279002,NCT00069927,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility,methylphenidate
